Entity,Code,Year,"Total net enrolment rate, primary, gender parity index (GPI)"
Euro area,,1998,1.00027000904083
Euro area,,1999,0.999620020389557
Euro area,,2000,1.0007400512695301
Euro area,,2001,1.00077998638153
Euro area,,2002,1.00076997280121
Euro area,,2003,1.00040996074677
Euro area,,2004,1.00051999092102
Euro area,,2005,0.9998499751091
Euro area,,2006,0.9989600181579591
Euro area,,2007,1.0000799894332901
Euro area,,2008,1.00063002109528
Euro area,,2009,1.0015799999237098
Euro area,,2010,1.0021899938583398
Euro area,,2011,1.00276005268097
Euro area,,2012,1.004390001297
Euro area,,2013,1.00265002250671
Europe and Central Asia,,1973,0.9860600233078
Europe and Central Asia,,1974,0.9842699766159059
Europe and Central Asia,,1975,0.983430027961731
Europe and Central Asia,,1976,0.984000027179718
Europe and Central Asia,,1977,0.983139991760254
Europe and Central Asia,,1978,0.9827299714088441
Europe and Central Asia,,1979,0.9847000241279599
Europe and Central Asia,,1980,0.9832000136375431
Europe and Central Asia,,1981,0.9817299842834469
Europe and Central Asia,,1982,0.9827600121498109
Europe and Central Asia,,1983,0.984539985656738
Europe and Central Asia,,1984,0.9904199838638309
Europe and Central Asia,,1985,0.990010023117065
Europe and Central Asia,,1986,0.9903299808502201
Europe and Central Asia,,1987,0.989350020885468
Europe and Central Asia,,1988,0.9908999800682071
Europe and Central Asia,,1989,0.990930020809174
Europe and Central Asia,,1990,0.99260002374649
Europe and Central Asia,,1991,0.992780029773712
Europe and Central Asia,,1992,0.994050025939941
Europe and Central Asia,,1993,0.9905999898910519
Europe and Central Asia,,1994,0.988529980182648
Europe and Central Asia,,1995,0.990130007266998
Europe and Central Asia,,1996,0.988889992237091
Europe and Central Asia,,1997,0.987529993057251
Europe and Central Asia,,1998,0.9878299832344059
Europe and Central Asia,,1999,0.9881799817085269
Europe and Central Asia,,2000,0.9920200109481808
Europe and Central Asia,,2001,0.992609977722168
Europe and Central Asia,,2002,0.9934599995613101
Europe and Central Asia,,2003,0.9938700199127201
Europe and Central Asia,,2004,0.9951400160789491
Europe and Central Asia,,2005,0.9966599941253659
Europe and Central Asia,,2006,0.997600018978119
Europe and Central Asia,,2007,0.9984599947929379
Europe and Central Asia,,2008,0.998749971389771
Europe and Central Asia,,2009,0.9982600212097171
Europe and Central Asia,,2010,0.9993199706077579
Europe and Central Asia,,2011,1
Europe and Central Asia,,2012,1.00180995464325
Europe and Central Asia,,2013,1.0018999576568601
Europe and Central Asia (excluding high-income countries),,1978,0.931050002574921
Europe and Central Asia (excluding high-income countries),,1979,0.9332600235939029
Europe and Central Asia (excluding high-income countries),,1980,0.9300299882888791
Europe and Central Asia (excluding high-income countries),,1981,0.926760017871857
Europe and Central Asia (excluding high-income countries),,1982,0.934440016746521
Europe and Central Asia (excluding high-income countries),,1983,0.940500020980835
Europe and Central Asia (excluding high-income countries),,1984,0.9620699882507321
Europe and Central Asia (excluding high-income countries),,1985,0.960889995098114
Europe and Central Asia (excluding high-income countries),,1986,0.9642000198364259
Europe and Central Asia (excluding high-income countries),,1987,0.9613900184631351
Europe and Central Asia (excluding high-income countries),,1988,0.9669899940490719
Europe and Central Asia (excluding high-income countries),,1989,0.966880023479462
Europe and Central Asia (excluding high-income countries),,1990,0.9722899794578549
Europe and Central Asia (excluding high-income countries),,1991,0.9712799787521359
Europe and Central Asia (excluding high-income countries),,1992,0.9734899997711178
Europe and Central Asia (excluding high-income countries),,1993,0.9657800197601322
Europe and Central Asia (excluding high-income countries),,1994,0.9641199707984921
Europe and Central Asia (excluding high-income countries),,1995,0.9704899787902829
Europe and Central Asia (excluding high-income countries),,1996,0.969340026378632
Europe and Central Asia (excluding high-income countries),,1997,0.964439988136292
Europe and Central Asia (excluding high-income countries),,1998,0.9641799926757809
Europe and Central Asia (excluding high-income countries),,1999,0.966120004653931
Europe and Central Asia (excluding high-income countries),,2000,0.975600004196167
Europe and Central Asia (excluding high-income countries),,2001,0.9769499897956851
Europe and Central Asia (excluding high-income countries),,2002,0.980040013790131
Europe and Central Asia (excluding high-income countries),,2003,0.9818900227546691
Europe and Central Asia (excluding high-income countries),,2004,0.9843500256538391
Europe and Central Asia (excluding high-income countries),,2005,0.98649001121521
Europe and Central Asia (excluding high-income countries),,2006,0.9885200262069699
Europe and Central Asia (excluding high-income countries),,2007,0.990689992904663
Europe and Central Asia (excluding high-income countries),,2008,0.99277001619339
Europe and Central Asia (excluding high-income countries),,2009,0.988420009613037
Europe and Central Asia (excluding high-income countries),,2010,0.990360021591187
Europe and Central Asia (excluding high-income countries),,2011,0.991490006446838
Europe and Central Asia (excluding high-income countries),,2012,0.994080007076263
Europe and Central Asia (excluding high-income countries),,2013,0.9956099987030029
European Union,,1970,1.0059100389480602
European Union,,1971,1.00607001781464
European Union,,1972,1.00639998912811
European Union,,1973,1.00504004955292
European Union,,1974,1.0032600164413499
European Union,,1975,1.00182998180389
European Union,,1976,1.0013500452041602
European Union,,1977,1.00039005279541
European Union,,1978,1.00268995761871
European Union,,1979,1.0051800012588499
European Union,,1980,1.0045599937439
European Union,,1981,1.00420999526978
European Union,,1982,1.00303995609283
European Union,,1983,1.00361001491547
European Union,,1984,1.00321996212006
European Union,,1985,1.0035500526428198
European Union,,1986,1.00255000591278
European Union,,1987,1.00262999534607
European Union,,1988,1.00235998630524
European Union,,1989,1.00252997875214
European Union,,1990,1.00202000141144
European Union,,1991,1.00258004665375
European Union,,1992,1.0035799741745
European Union,,1993,1.0018500089645401
European Union,,1994,0.999450027942657
European Union,,1995,0.998920023441315
European Union,,1996,0.998189985752106
European Union,,1997,0.9986500144004821
European Union,,1998,0.9992499947547909
European Union,,1999,0.9991599917411801
European Union,,2000,0.9998499751091
European Union,,2001,0.9998900294303891
European Union,,2002,0.999909996986389
European Union,,2003,0.9999399781227108
European Union,,2004,1.00044000148773
European Union,,2005,0.9998300075531009
European Union,,2006,1.00027000904083
European Union,,2007,1.00092005729675
European Union,,2008,1.00024998188019
European Union,,2009,1.0007899999618501
European Union,,2010,1.00143003463745
European Union,,2011,1.00212001800537
European Union,,2012,1.0032399892807
European Union,,2013,1.00229001045227
Fiji,FJI,1992,1.0007899999618501
Fiji,FJI,1994,1.00240004062653
Fiji,FJI,1995,1.00584995746613
Fiji,FJI,1996,0.99497002363205
Fiji,FJI,1997,0.995169997215271
Fiji,FJI,1998,1.0004800558090199
Fiji,FJI,1999,1.0062400102615399
Fiji,FJI,2000,1.00051999092102
Fiji,FJI,2001,1.0024299621582
Fiji,FJI,2002,1.01542997360229
Fiji,FJI,2003,1.0117599964141801
Fiji,FJI,2004,1.00350999832153
Fiji,FJI,2006,1.00707995891571
Fiji,FJI,2007,1.00750994682312
Fiji,FJI,2008,1.01311004161835
Fiji,FJI,2009,1.0047199726104699
Fiji,FJI,2011,1.01886999607086
Fiji,FJI,2012,1.02602005004883
Fiji,FJI,2013,1.02681994438171
Finland,FIN,1993,0.9990500211715699
Finland,FIN,1994,1.00120997428894
Finland,FIN,1995,1.00076997280121
Finland,FIN,1996,1.0058799982070898
Finland,FIN,1997,1.0012999773025502
Finland,FIN,1998,0.99702000617981
Finland,FIN,1999,0.9965199828147892
Finland,FIN,2000,0.9944999814033509
Finland,FIN,2001,0.999729990959167
Finland,FIN,2002,0.998619973659515
Finland,FIN,2003,0.997009992599487
Finland,FIN,2004,0.996230006217957
Finland,FIN,2005,0.999210000038147
Finland,FIN,2006,1.00240004062653
Finland,FIN,2007,1.0013200044632
Finland,FIN,2008,0.997409999370575
Finland,FIN,2009,0.997709989547729
Finland,FIN,2010,0.998269975185394
Finland,FIN,2011,0.998589992523193
Finland,FIN,2012,0.9994999766349789
Finland,FIN,2013,1.0026999711990399
Finland,FIN,2014,1.00627994537354
France,FRA,1971,1.0183900594711301
France,FRA,1972,1.0192699432373
France,FRA,1977,0.95414000749588
France,FRA,1979,1.0023399591445898
France,FRA,1980,1.0048600435257
France,FRA,1982,1.0005999803543102
France,FRA,1983,1.0059100389480602
France,FRA,1985,1.0035500526428198
France,FRA,1986,0.999210000038147
France,FRA,1987,1.00238001346588
France,FRA,1988,1.0036200284957901
France,FRA,1989,1.00358998775482
France,FRA,1990,0.9991499781608578
France,FRA,1991,1.00090003013611
France,FRA,1992,1.0003000497818
France,FRA,1993,0.9998300075531009
France,FRA,1994,0.9982100129127499
France,FRA,1995,0.998340010643005
France,FRA,1996,0.999409973621368
France,FRA,1997,1.00202000141144
France,FRA,1999,1.00211000442505
France,FRA,2000,1.00299000740051
France,FRA,2001,1.00229001045227
France,FRA,2002,1.00302004814148
France,FRA,2003,1.00188994407654
France,FRA,2004,1.00267004966736
France,FRA,2005,0.999509990215302
France,FRA,2006,0.998009979724884
France,FRA,2007,0.997829973697662
France,FRA,2008,0.998019993305206
France,FRA,2009,0.9993799924850459
France,FRA,2010,0.999539971351624
France,FRA,2011,1.00463998317719
France,FRA,2012,1.0069500207900999
France,FRA,2013,1.0029200315475502
France,FRA,2014,1.00133001804352
Gabon,GAB,1975,0.9849500060081479
Gabon,GAB,1987,1.01932001113892
Gabon,GAB,1997,0.9970700144767758
Gambia,GMB,1971,0.47729000449180603
Gambia,GMB,1972,0.498719990253448
Gambia,GMB,1973,0.5124700069427489
Gambia,GMB,1974,0.526880025863647
Gambia,GMB,1975,0.53192001581192
Gambia,GMB,1976,0.519659996032715
Gambia,GMB,1977,0.491160005331039
Gambia,GMB,1978,0.489250004291534
Gambia,GMB,1979,0.482069998979568
Gambia,GMB,1980,0.500090003013611
Gambia,GMB,1981,0.529789984226227
Gambia,GMB,1982,0.538359999656677
Gambia,GMB,1983,0.557410001754761
Gambia,GMB,1984,0.599749982357025
Gambia,GMB,1985,0.6101199984550479
Gambia,GMB,1986,0.6291499733924871
Gambia,GMB,1992,0.71288001537323
Gambia,GMB,1993,0.7296500205993649
Gambia,GMB,1996,0.796540021896362
Gambia,GMB,1998,0.8457599878311161
Gambia,GMB,1999,0.870050013065338
Gambia,GMB,2000,0.9000599980354309
Gambia,GMB,2001,0.933870017528534
Gambia,GMB,2002,0.934329986572266
Gambia,GMB,2003,0.992990016937256
Gambia,GMB,2004,1.03036999702454
Gambia,GMB,2005,1.05273997783661
Gambia,GMB,2006,1.05157005786896
Gambia,GMB,2007,1.0563600063324
Gambia,GMB,2008,1.07919001579285
Gambia,GMB,2010,1.0418399572372399
Gambia,GMB,2011,1.05472004413605
Gambia,GMB,2012,1.06786000728607
Gambia,GMB,2013,1.0660799741745
Gambia,GMB,2014,1.08381998538971
Georgia,GEO,1995,0.981710016727448
Georgia,GEO,1996,1.0089299678802501
Georgia,GEO,1997,0.985639989376068
Georgia,GEO,2004,0.9630500078201291
Georgia,GEO,2005,0.9814299941062931
Georgia,GEO,2006,1.01129996776581
Georgia,GEO,2007,0.9786099791526791
Georgia,GEO,2008,0.991400003433228
Georgia,GEO,2009,1.00075995922089
Georgia,GEO,2011,1.0122499465942398
Georgia,GEO,2012,1.0008399486541701
Georgia,GEO,2013,1.00595998764038
Georgia,GEO,2014,1.01173996925354
Germany,DEU,1999,0.999409973621368
Germany,DEU,2000,1.0024299621582
Germany,DEU,2001,1.00284004211426
Germany,DEU,2002,1.00141000747681
Germany,DEU,2003,1.00492000579834
Germany,DEU,2004,1.00381004810333
Germany,DEU,2005,1.0048899650573702
Germany,DEU,2006,1.00741004943848
Germany,DEU,2007,1.00431001186371
Germany,DEU,2008,1.00784003734589
Germany,DEU,2009,1.00859999656677
Germany,DEU,2010,1.0076099634170501
Germany,DEU,2011,1.00701999664307
Germany,DEU,2012,1.00794005393982
Germany,DEU,2013,1.00296998023987
Germany,DEU,2014,1.00302004814148
Ghana,GHA,1999,0.962509989738464
Ghana,GHA,2000,0.970449984073639
Ghana,GHA,2001,0.980889976024628
Ghana,GHA,2002,0.986519992351532
Ghana,GHA,2003,0.997820019721985
Ghana,GHA,2004,1.0072900056839
Ghana,GHA,2005,0.987860023975372
Ghana,GHA,2006,1.0125299692153902
Ghana,GHA,2007,1.0048899650573702
Ghana,GHA,2008,1.00478994846344
Ghana,GHA,2009,1.00315999984741
Ghana,GHA,2011,1.00431001186371
Ghana,GHA,2012,0.975310027599335
Ghana,GHA,2013,1.00315999984741
Ghana,GHA,2014,1.0047299861908001
Ghana,GHA,2015,1.0061000585556001
Greece,GRC,1971,1.00099003314972
Greece,GRC,1972,1.00164997577667
Greece,GRC,1973,1.00116002559662
Greece,GRC,1974,0.999199986457825
Greece,GRC,1975,0.9991000294685359
Greece,GRC,1976,1.0022799968719498
Greece,GRC,1977,1.00504994392395
Greece,GRC,1978,1.00653004646301
Greece,GRC,1979,1.00469994544983
Greece,GRC,1980,1.00058996677399
Greece,GRC,1981,1.0083700418472301
Greece,GRC,1982,1.0058200359344498
Greece,GRC,1983,1.00795996189117
Greece,GRC,1984,1.00858998298645
Greece,GRC,1985,1.00946998596191
Greece,GRC,1986,1.01162004470825
Greece,GRC,1987,1.00928997993469
Greece,GRC,1988,1.01084005832672
Greece,GRC,1989,1.00906002521515
Greece,GRC,1990,1.0032399892807
Greece,GRC,1991,1.00334000587463
Greece,GRC,1992,1.0106400251388499
Greece,GRC,1993,1.00861001014709
Greece,GRC,1994,1.00755000114441
Greece,GRC,1995,1.02908003330231
Greece,GRC,1996,1.0141299962997399
Greece,GRC,1997,1.00984001159668
Greece,GRC,1998,1.00906002521515
Greece,GRC,1999,1.00697004795074
Greece,GRC,2000,1.00495004653931
Greece,GRC,2001,1.00476002693176
Greece,GRC,2002,0.9944499731063839
Greece,GRC,2003,0.990499973297119
Greece,GRC,2004,0.97596001625061
Greece,GRC,2005,0.97759997844696
Greece,GRC,2006,0.975499987602234
Greece,GRC,2007,0.979669988155365
Greece,GRC,2010,0.9839599728584291
Greece,GRC,2011,0.9857100248336791
Greece,GRC,2012,0.989329993724823
Greece,GRC,2013,0.9888200163841251
Grenada,GRD,1972,1.0084400177002
Grenada,GRD,1977,1.0000799894332901
Grenada,GRD,1978,0.975750029087067
Grenada,GRD,1979,0.969399988651276
Grenada,GRD,1980,0.9640399813652042
Grenada,GRD,1981,0.9896399974823001
Grenada,GRD,1982,0.9915800094604491
Grenada,GRD,1983,0.994870007038116
Grenada,GRD,1984,1.00247001647949
Grenada,GRD,1999,0.9998300075531009
Grenada,GRD,2002,0.9849399924278259
Grenada,GRD,2003,1.02854001522064
Grenada,GRD,2004,1.0018999576568601
Grenada,GRD,2005,1.01688003540039
Grenada,GRD,2007,1.01208996772766
Grenada,GRD,2008,1.01242995262146
Grenada,GRD,2009,1.0337599515914901
Grenada,GRD,2010,1.05698001384735
Grenada,GRD,2013,0.9988499879837041
Grenada,GRD,2014,0.990779995918274
Guatemala,GTM,1970,0.842249989509583
Guatemala,GTM,1971,0.838429987430573
Guatemala,GTM,1972,0.8412299752235409
Guatemala,GTM,1974,0.855080008506775
Guatemala,GTM,1975,0.854240000247955
Guatemala,GTM,1978,0.8631799817085269
Guatemala,GTM,1981,0.8694999814033509
Guatemala,GTM,1982,0.890009999275208
Guatemala,GTM,1983,0.880970001220703
Guatemala,GTM,1997,0.897790014743805
Guatemala,GTM,1999,0.9186199903488159
Guatemala,GTM,2000,0.9324300289154049
Guatemala,GTM,2001,0.9363600015640259
Guatemala,GTM,2002,0.948880016803741
Guatemala,GTM,2004,0.959309995174408
Guatemala,GTM,2005,0.9646700024604801
Guatemala,GTM,2006,0.968379974365234
Guatemala,GTM,2007,0.973900020122528
Guatemala,GTM,2008,0.9772800207138058
Guatemala,GTM,2009,0.987060010433197
Guatemala,GTM,2010,0.9962199926376339
Guatemala,GTM,2011,0.9985100030899051
Guatemala,GTM,2012,0.9976699948310849
Guatemala,GTM,2013,0.9978100061416629
Guatemala,GTM,2014,0.9976400136947629
Guinea,GIN,1984,0.47663998603820795
Guinea,GIN,1985,0.45778998732566795
Guinea,GIN,1986,0.465790003538132
Guinea,GIN,1987,0.45848000049591103
Guinea,GIN,1988,0.46792000532150296
Guinea,GIN,1989,0.47712001204490706
Guinea,GIN,1990,0.48072999715805104
Guinea,GIN,1991,0.495149999856949
Guinea,GIN,1998,0.639710009098053
Guinea,GIN,1999,0.6720100045204159
Guinea,GIN,2000,0.720189988613129
Guinea,GIN,2001,0.7472000122070309
Guinea,GIN,2002,0.7649300098419191
Guinea,GIN,2003,0.7868899703025821
Guinea,GIN,2004,0.805180013179779
Guinea,GIN,2005,0.825559973716736
Guinea,GIN,2006,0.846849977970123
Guinea,GIN,2007,0.855260014533997
Guinea,GIN,2008,0.8533999919891361
Guinea,GIN,2009,0.8552700281143192
Guinea,GIN,2010,0.8342800140380859
Guinea,GIN,2011,0.8630899786949159
Guinea,GIN,2012,0.860889971256256
Guinea,GIN,2013,0.85930997133255
Guinea,GIN,2014,0.8631700277328491
Guinea-Bissau,GNB,1981,0.49671000242233293
Guinea-Bissau,GNB,1982,0.47064000368118303
Guinea-Bissau,GNB,1984,0.500829994678497
Guinea-Bissau,GNB,1985,0.516529977321625
Guinea-Bissau,GNB,1987,0.553969979286194
Guinea-Bissau,GNB,1988,0.552330017089844
Guinea-Bissau,GNB,2000,0.708840012550354
Guinea-Bissau,GNB,2010,0.9534100294113159
Guyana,GUY,1971,0.9900299906730649
Guyana,GUY,1972,0.9896500110626221
Guyana,GUY,1974,1.0000400543212902
Guyana,GUY,1976,0.9902799725532528
Guyana,GUY,1977,0.9793499708175659
Guyana,GUY,1979,0.973720014095306
Guyana,GUY,1982,0.9404100179672241
Guyana,GUY,1991,0.922800004482269
Guyana,GUY,1992,0.8958399891853329
Guyana,GUY,1993,0.9019500017166141
Guyana,GUY,1995,0.963850021362305
Guyana,GUY,1996,1.01947999000549
Guyana,GUY,2003,0.908510029315948
Guyana,GUY,2008,0.99005001783371
Guyana,GUY,2009,0.977439999580383
Guyana,GUY,2010,0.963959991931915
Guyana,GUY,2011,0.95253998041153
Guyana,GUY,2012,0.96577000617981
Haiti,HTI,1981,0.9807100296020509
Haiti,HTI,1982,0.9361500144004821
Haiti,HTI,1983,0.9629700183868409
Haiti,HTI,1984,0.9560400247573849
Haiti,HTI,1985,0.931840002536774
Haiti,HTI,1986,0.9581699967384342
Haiti,HTI,1987,1.0036799907684302
Haiti,HTI,1997,0.98429000377655
Heavily-indebted poor countries,,1972,0.734749972820282
Heavily-indebted poor countries,,1973,0.7437899708747859
Heavily-indebted poor countries,,1974,0.751890003681183
Heavily-indebted poor countries,,1975,0.765290021896362
Heavily-indebted poor countries,,1976,0.780269980430603
Heavily-indebted poor countries,,1977,0.792909979820251
Heavily-indebted poor countries,,1978,0.8020600080490109
Heavily-indebted poor countries,,1979,0.810270011425018
Heavily-indebted poor countries,,1980,0.820110023021698
Heavily-indebted poor countries,,1981,0.827979981899261
Heavily-indebted poor countries,,1982,0.8211699724197391
Heavily-indebted poor countries,,1983,0.825619995594025
Heavily-indebted poor countries,,1984,0.828960001468658
Heavily-indebted poor countries,,1985,0.82930999994278
Heavily-indebted poor countries,,1986,0.8391600251197809
Heavily-indebted poor countries,,1987,0.837329983711243
Heavily-indebted poor countries,,1988,0.8466899991035458
Heavily-indebted poor countries,,1989,0.840300023555756
Heavily-indebted poor countries,,1990,0.83406001329422
Heavily-indebted poor countries,,1991,0.8479899764060971
Heavily-indebted poor countries,,1992,0.8402500152587891
Heavily-indebted poor countries,,1993,0.8390100002288822
Heavily-indebted poor countries,,1994,0.8402699828147892
Heavily-indebted poor countries,,1995,0.816590011119843
Heavily-indebted poor countries,,1996,0.8084899783134459
Heavily-indebted poor countries,,1997,0.8207600116729741
Heavily-indebted poor countries,,1998,0.83076000213623
Heavily-indebted poor countries,,1999,0.847270011901855
Heavily-indebted poor countries,,2000,0.851400017738342
Heavily-indebted poor countries,,2001,0.863390028476715
Heavily-indebted poor countries,,2002,0.8781099915504459
Heavily-indebted poor countries,,2003,0.890529990196228
Heavily-indebted poor countries,,2004,0.9051600098609921
Heavily-indebted poor countries,,2005,0.9072399735450741
Heavily-indebted poor countries,,2006,0.915880024433136
Heavily-indebted poor countries,,2007,0.91882997751236
Heavily-indebted poor countries,,2008,0.9259799718856808
Heavily-indebted poor countries,,2009,0.9300299882888791
Heavily-indebted poor countries,,2010,0.935509979724884
Heavily-indebted poor countries,,2011,0.9401800036430359
Heavily-indebted poor countries,,2012,0.94811999797821
Heavily-indebted poor countries,,2013,0.9514600038528441
High-income countries,,1971,1.00365996360779
High-income countries,,1972,1.0040800571441701
High-income countries,,1973,1.0031700134277302
High-income countries,,1974,1.00238001346588
High-income countries,,1975,1.00194001197815
High-income countries,,1976,1.0011500120163002
High-income countries,,1977,1.0003399848938
High-income countries,,1978,1.00073003768921
High-income countries,,1979,1.0013999938964802
High-income countries,,1980,0.999459981918335
High-income countries,,1981,0.9991000294685359
High-income countries,,1982,0.9984599947929379
High-income countries,,1983,0.9989799857139591
High-income countries,,1984,0.9993000030517579
High-income countries,,1985,0.9997400045394901
High-income countries,,1986,0.999509990215302
High-income countries,,1987,0.999639987945557
High-income countries,,1988,0.999639987945557
High-income countries,,1989,0.9994000196456909
High-income countries,,1990,0.999819993972778
High-income countries,,1991,0.9988300204277042
High-income countries,,1992,0.998839974403381
High-income countries,,1993,0.998440027236938
High-income countries,,1994,0.999790012836456
High-income countries,,1995,0.9989299774169921
High-income countries,,1996,0.9993199706077579
High-income countries,,1997,0.999779999256134
High-income countries,,1998,1.0001300573349001
High-income countries,,1999,0.99975997209549
High-income countries,,2000,0.999459981918335
High-income countries,,2001,1.0029400587081898
High-income countries,,2002,1.00308001041412
High-income countries,,2003,1.00160002708435
High-income countries,,2004,1.00192999839783
High-income countries,,2005,1.0024600028991701
High-income countries,,2006,1.00434005260468
High-income countries,,2007,1.00262999534607
High-income countries,,2008,1.00180995464325
High-income countries,,2009,1.00609004497528
High-income countries,,2010,1.00358998775482
High-income countries,,2011,1.00694000720978
High-income countries,,2012,1.0031700134277302
High-income countries,,2013,1.00180995464325
Honduras,HND,1979,1.01031994819641
Honduras,HND,1980,1.00784003734589
Honduras,HND,1982,1.0006899833679201
Honduras,HND,1983,1.01415002346039
Honduras,HND,1984,1.01937997341156
Honduras,HND,1986,1.04489994049072
Honduras,HND,1991,1.0128599405288699
Honduras,HND,1993,1.0116800069809
Honduras,HND,2000,1.0099799633026099
Honduras,HND,2003,1.0075399875640898
Honduras,HND,2004,1.02228999137878
Honduras,HND,2005,1.02269005775452
Honduras,HND,2006,1.01979994773865
Honduras,HND,2007,1.01489996910095
Honduras,HND,2008,1.016970038414
Honduras,HND,2009,1.01556003093719
Honduras,HND,2010,1.0174200534820599
Honduras,HND,2011,1.01016998291016
Honduras,HND,2012,1.01068997383118
Honduras,HND,2013,1.01218998432159
Honduras,HND,2014,1.00592005252838
Hong Kong,HKG,1971,0.992820024490356
Hong Kong,HKG,1972,0.990130007266998
Hong Kong,HKG,1973,0.9890400171279911
Hong Kong,HKG,1974,0.983609974384308
Hong Kong,HKG,1975,0.9808700084686279
Hong Kong,HKG,1976,0.98649001121521
Hong Kong,HKG,1977,0.9964900016784671
Hong Kong,HKG,1978,0.9991499781608578
Hong Kong,HKG,1979,0.998340010643005
Hong Kong,HKG,1980,0.989329993724823
Hong Kong,HKG,1981,0.984990000724792
Hong Kong,HKG,1982,0.991310000419617
Hong Kong,HKG,1983,0.9941700100898739
Hong Kong,HKG,1984,0.995779991149902
Hong Kong,HKG,1985,0.9991000294685359
Hong Kong,HKG,1995,1.01323997974396
Hong Kong,HKG,1996,0.9944400191307071
Hong Kong,HKG,2012,0.9885799884796139
Hong Kong,HKG,2013,0.9898499846458441
Hong Kong,HKG,2014,0.9930599927902221
Hungary,HUN,1996,0.972620010375977
Hungary,HUN,1997,0.983389973640442
Hungary,HUN,1998,0.9951500296592709
Hungary,HUN,1999,0.992269992828369
Hungary,HUN,2000,1.00160002708435
Hungary,HUN,2001,1.00165998935699
Hungary,HUN,2002,1.0008399486541701
Hungary,HUN,2003,0.997590005397797
Hungary,HUN,2004,0.996829986572266
Hungary,HUN,2005,0.993179976940155
Hungary,HUN,2006,0.996060013771057
Hungary,HUN,2007,0.994759976863861
Hungary,HUN,2008,0.9965199828147892
Hungary,HUN,2009,1.0000799894332901
Hungary,HUN,2010,1.0006899833679201
Hungary,HUN,2011,0.999260008335114
Hungary,HUN,2012,0.999180018901825
Hungary,HUN,2013,0.995599985122681
Hungary,HUN,2014,0.996360003948212
Iceland,ISL,1994,0.998340010643005
Iceland,ISL,1996,1.00835001468658
Iceland,ISL,1997,1.00749003887177
Iceland,ISL,1998,0.994949996471405
Iceland,ISL,1999,0.980180025100708
Iceland,ISL,2000,0.983240008354187
Iceland,ISL,2001,0.991419970989227
Iceland,ISL,2002,0.990580022335052
Iceland,ISL,2003,0.98496001958847
Iceland,ISL,2004,0.9799500107765201
Iceland,ISL,2005,0.977439999580383
Iceland,ISL,2006,0.989139974117279
Iceland,ISL,2007,1.00480997562408
Iceland,ISL,2008,1.0051300525665299
Iceland,ISL,2009,1.00397002696991
Iceland,ISL,2010,1.00564002990723
Iceland,ISL,2011,1.00618994235992
Iceland,ISL,2012,1.00404000282288
India,IND,1971,0.6546900272369379
India,IND,1990,0.737089991569519
India,IND,2000,0.841920018196106
India,IND,2001,0.8577399849891659
India,IND,2002,0.869570016860962
India,IND,2003,0.970420002937317
India,IND,2007,0.985140025615692
India,IND,2008,1.0127999782562298
India,IND,2009,1.02479004859924
India,IND,2010,1.0197000503540001
India,IND,2011,1.0283499956131
India,IND,2012,1.01405000686646
India,IND,2013,1.01396000385284
Indonesia,IDN,1971,0.8661900162696842
Indonesia,IDN,1972,0.867980003356934
Indonesia,IDN,1974,0.8157600164413449
Indonesia,IDN,1975,0.8791599869728092
Indonesia,IDN,1976,0.8905900120735172
Indonesia,IDN,1978,0.899070024490356
Indonesia,IDN,1981,0.9033399820327759
Indonesia,IDN,1982,0.91974002122879
Indonesia,IDN,1983,0.947870016098022
Indonesia,IDN,1984,0.953679978847504
Indonesia,IDN,1985,0.956030011177063
Indonesia,IDN,1986,0.943700015544891
Indonesia,IDN,1987,0.97052001953125
Indonesia,IDN,1988,0.9547399878501891
Indonesia,IDN,1989,0.967060029506683
Indonesia,IDN,1990,0.969210028648376
Indonesia,IDN,1991,0.97010999917984
Indonesia,IDN,1992,0.966210007667542
Indonesia,IDN,1993,0.9679999947547909
Indonesia,IDN,1994,0.9640899896621701
Indonesia,IDN,1995,0.960839986801147
Indonesia,IDN,1996,0.9734699726104741
Indonesia,IDN,1997,0.972940027713776
Indonesia,IDN,2001,0.9854300022125241
Indonesia,IDN,2002,0.9911100268363949
Indonesia,IDN,2003,0.983860015869141
Indonesia,IDN,2004,1.0312099456787098
Indonesia,IDN,2005,0.9716100096702579
Indonesia,IDN,2006,0.971809983253479
Indonesia,IDN,2007,0.965200006961823
Indonesia,IDN,2008,0.982620000839233
Indonesia,IDN,2009,0.979879975318909
Indonesia,IDN,2010,1.00778996944427
Indonesia,IDN,2011,1.04102003574371
Indonesia,IDN,2012,1.0105899572372399
Indonesia,IDN,2013,1.0100899934768701
Indonesia,IDN,2014,0.9894000291824341
Iran,IRN,1984,0.8106200098991391
Iran,IRN,1985,0.834760010242462
Iran,IRN,1986,0.85547000169754
Iran,IRN,1987,0.863979995250702
Iran,IRN,1988,0.889649987220764
Iran,IRN,1989,0.9132900238037109
Iran,IRN,1990,0.912220001220703
Iran,IRN,1992,0.942929983139038
Iran,IRN,1997,0.957899987697601
Iran,IRN,1999,0.958379983901978
Iran,IRN,2000,0.9646199941635129
Iran,IRN,2002,0.955229997634888
Iran,IRN,2003,0.963270008563995
Iran,IRN,2004,0.9672999978065491
Iran,IRN,2005,0.9755100011825558
Iran,IRN,2006,0.975199997425079
Iran,IRN,2007,1.0061399936676
Iran,IRN,2009,1.00829005241394
Iran,IRN,2010,1.00621998310089
