Entity,Code,Year,"Literacy rate, adult male (% of males ages 15 and above)"
Europe & Central Asia (IDA & IBRD),,2004,98.8764724731445
Europe & Central Asia (IDA & IBRD),,2005,99.0044784545898
Europe & Central Asia (IDA & IBRD),,2006,98.9865188598633
Europe & Central Asia (IDA & IBRD),,2007,99.0164337158203
Europe & Central Asia (IDA & IBRD),,2008,99.023063659668
Europe & Central Asia (IDA & IBRD),,2009,99.1345062255859
Europe & Central Asia (IDA & IBRD),,2010,99.2741317749023
Europe & Central Asia (IDA & IBRD),,2011,99.3732681274414
Europe & Central Asia (IDA & IBRD),,2012,99.4206085205078
Europe & Central Asia (IDA & IBRD),,2013,99.4365005493164
Europe & Central Asia (IDA & IBRD),,2014,99.4528274536133
Europe & Central Asia (IDA & IBRD),,2015,99.465461730957
Europe & Central Asia (IDA & IBRD),,2016,99.5067291259766
Europe & Central Asia (IDA & IBRD),,2017,99.5023193359375
Europe & Central Asia (IDA & IBRD),,2018,99.5200576782227
Europe & Central Asia (IDA & IBRD),,2019,99.5337524414063
Europe & Central Asia (excluding high income),,1983,97.1649322509766
Europe & Central Asia (excluding high income),,1984,97.604118347168
Europe & Central Asia (excluding high income),,1985,97.7054595947266
Europe & Central Asia (excluding high income),,1986,97.7211685180664
Europe & Central Asia (excluding high income),,1987,97.7806777954102
Europe & Central Asia (excluding high income),,1988,97.8253021240234
Europe & Central Asia (excluding high income),,1989,97.8784408569336
Europe & Central Asia (excluding high income),,1990,97.9835433959961
Europe & Central Asia (excluding high income),,1991,97.9828414916992
Europe & Central Asia (excluding high income),,1992,98.0365219116211
Europe & Central Asia (excluding high income),,1993,98.0865478515625
Europe & Central Asia (excluding high income),,1994,98.1346817016602
Europe & Central Asia (excluding high income),,1995,98.1836776733398
Europe & Central Asia (excluding high income),,1996,98.2538681030273
Europe & Central Asia (excluding high income),,1997,98.2925491333008
Europe & Central Asia (excluding high income),,1998,98.3882217407227
Europe & Central Asia (excluding high income),,1999,98.4335708618164
Europe & Central Asia (excluding high income),,2000,98.6786193847656
Europe & Central Asia (excluding high income),,2001,98.7252578735352
Europe & Central Asia (excluding high income),,2002,98.7652587890625
Europe & Central Asia (excluding high income),,2003,98.7965469360352
Europe & Central Asia (excluding high income),,2004,98.8572463989258
Europe & Central Asia (excluding high income),,2005,99.0090408325195
Europe & Central Asia (excluding high income),,2006,98.9877014160156
Europe & Central Asia (excluding high income),,2007,99.0228729248047
Europe & Central Asia (excluding high income),,2008,99.0285415649414
Europe & Central Asia (excluding high income),,2009,99.1209869384766
Europe & Central Asia (excluding high income),,2010,99.284553527832
Europe & Central Asia (excluding high income),,2011,99.4002838134766
Europe & Central Asia (excluding high income),,2012,99.4553298950195
Europe & Central Asia (excluding high income),,2013,99.4731063842773
Europe & Central Asia (excluding high income),,2014,99.4913330078125
Europe & Central Asia (excluding high income),,2015,99.5051116943359
Europe & Central Asia (excluding high income),,2016,99.5526733398438
Europe & Central Asia (excluding high income),,2017,99.5464935302734
Europe & Central Asia (excluding high income),,2018,99.5661697387695
Europe & Central Asia (excluding high income),,2019,99.5810928344727
Fiji,FJI,1996,94.467041015625
Fiji,FJI,2017,99.0784378051758
Fragile and conflict affected situations,,1983,64.2127304077148
Fragile and conflict affected situations,,1984,64.6247863769531
Fragile and conflict affected situations,,1985,65.047492980957
Fragile and conflict affected situations,,1986,65.3609313964844
Fragile and conflict affected situations,,1987,66.0400772094727
Fragile and conflict affected situations,,1988,66.6766891479492
Fragile and conflict affected situations,,1989,67.1244583129883
Fragile and conflict affected situations,,1990,67.6119918823242
Fragile and conflict affected situations,,1991,67.845100402832
Fragile and conflict affected situations,,1992,68.5048370361328
Fragile and conflict affected situations,,1993,68.8899688720703
Fragile and conflict affected situations,,1994,69.6192092895508
Fragile and conflict affected situations,,1995,70.3455963134766
Fragile and conflict affected situations,,1996,70.7953796386719
Fragile and conflict affected situations,,1997,71.4919815063477
Fragile and conflict affected situations,,1998,72.2788467407227
Fragile and conflict affected situations,,1999,72.7097015380859
Fragile and conflict affected situations,,2000,70.6162872314453
Fragile and conflict affected situations,,2001,71.2601623535156
Fragile and conflict affected situations,,2002,71.659309387207
Fragile and conflict affected situations,,2003,71.2471313476563
Fragile and conflict affected situations,,2004,72.5686111450195
Fragile and conflict affected situations,,2005,72.5703430175781
Fragile and conflict affected situations,,2006,72.439453125
Fragile and conflict affected situations,,2007,69.4050903320313
Fragile and conflict affected situations,,2008,69.1526794433594
Fragile and conflict affected situations,,2009,68.7665328979492
Fragile and conflict affected situations,,2010,68.7762680053711
Fragile and conflict affected situations,,2011,68.5744476318359
Fragile and conflict affected situations,,2012,70.4914932250977
Fragile and conflict affected situations,,2013,70.8189468383789
Fragile and conflict affected situations,,2014,71.6394729614258
Fragile and conflict affected situations,,2015,70.1727828979492
Fragile and conflict affected situations,,2016,72.1715316772461
Fragile and conflict affected situations,,2017,72.6796112060547
Fragile and conflict affected situations,,2018,71.0168914794922
Fragile and conflict affected situations,,2019,71.1849975585938
Gabon,GAB,1993,79.4441833496094
Gabon,GAB,2012,84.8732986450195
Gabon,GAB,2018,85.8523483276367
Gambia,GMB,2000,48.9811515808105
Gambia,GMB,2013,51.418041229248
Gambia,GMB,2015,61.7672500610352
Georgia,GEO,2002,99.7689819335938
Georgia,GEO,2014,99.668212890625
Georgia,GEO,2017,99.4375228881836
Ghana,GHA,2000,66.3512802124023
Ghana,GHA,2010,78.3489074707031
Ghana,GHA,2018,83.5245819091797
Greece,GRC,1981,96.0637969970703
Greece,GRC,1991,96.0374603271484
Greece,GRC,2001,97.8112182617188
Greece,GRC,2005,95.4500579833984
Greece,GRC,2007,96.1575698852539
Greece,GRC,2009,96.0662231445313
Greece,GRC,2011,98.2821578979492
Greece,GRC,2018,98.5070495605469
Grenada,GRD,1970,98.0471572875977
Grenada,GRD,1984,98.5800018310547
Grenada,GRD,1994,98.5800018310547
Grenada,GRD,2004,98.5800018310547
Grenada,GRD,2014,98.5800018310547
Guam,GUM,1980,96.3826599121094
Guam,GUM,1990,99.417106628418
Guatemala,GTM,1994,71.7063903808594
Guatemala,GTM,2002,75.4155807495117
Guatemala,GTM,2012,84.8487319946289
Guatemala,GTM,2013,82.7206802368164
Guatemala,GTM,2014,86.7561569213867
Guinea,GIN,1996,32.8953399658203
Guinea,GIN,2003,42.9031600952148
Guinea,GIN,2010,36.7897911071777
Guinea,GIN,2014,43.6400909423828
Guinea-Bissau,GNB,1979,33.348949432373
Guinea-Bissau,GNB,2000,57.6137504577637
Guinea-Bissau,GNB,2014,62.1579704284668
Guyana,GUY,2009,82.4365615844727
Guyana,GUY,2014,86.3143768310547
Haiti,HTI,1982,37.1297416687012
Haiti,HTI,2003,63.0900192260742
Haiti,HTI,2006,53.3550491333008
Haiti,HTI,2016,65.2776489257813
Heavily indebted poor countries (HIPC),,1986,54.1474609375
Heavily indebted poor countries (HIPC),,1987,54.7346115112305
Heavily indebted poor countries (HIPC),,1988,54.9865798950195
Heavily indebted poor countries (HIPC),,1989,55.5810203552246
Heavily indebted poor countries (HIPC),,1990,56.0041007995605
Heavily indebted poor countries (HIPC),,1991,56.1579818725586
Heavily indebted poor countries (HIPC),,1992,56.4718818664551
Heavily indebted poor countries (HIPC),,1993,56.8081893920898
Heavily indebted poor countries (HIPC),,1994,57.346851348877
Heavily indebted poor countries (HIPC),,1995,57.1157417297363
Heavily indebted poor countries (HIPC),,1996,57.4173202514648
Heavily indebted poor countries (HIPC),,1997,58.0548515319824
Heavily indebted poor countries (HIPC),,1998,58.7678604125977
Heavily indebted poor countries (HIPC),,1999,59.5012512207031
Heavily indebted poor countries (HIPC),,2000,60.1005706787109
Heavily indebted poor countries (HIPC),,2001,60.6955604553223
Heavily indebted poor countries (HIPC),,2002,62.0158882141113
Heavily indebted poor countries (HIPC),,2003,62.6017303466797
Heavily indebted poor countries (HIPC),,2004,64.263801574707
Heavily indebted poor countries (HIPC),,2005,63.0715789794922
Heavily indebted poor countries (HIPC),,2006,61.4459381103516
Heavily indebted poor countries (HIPC),,2007,62.6558609008789
Heavily indebted poor countries (HIPC),,2008,62.8252487182617
Heavily indebted poor countries (HIPC),,2009,63.029670715332
Heavily indebted poor countries (HIPC),,2010,63.453239440918
Heavily indebted poor countries (HIPC),,2011,65.0813903808594
Heavily indebted poor countries (HIPC),,2012,66.0772171020508
Heavily indebted poor countries (HIPC),,2013,66.8588180541992
Heavily indebted poor countries (HIPC),,2014,67.5136489868164
Heavily indebted poor countries (HIPC),,2015,67.7943801879883
Heavily indebted poor countries (HIPC),,2016,68.2761764526367
Heavily indebted poor countries (HIPC),,2017,68.8613891601563
Heavily indebted poor countries (HIPC),,2018,69.1621627807617
Heavily indebted poor countries (HIPC),,2019,69.5803375244141
Honduras,HND,2001,79.7852325439453
Honduras,HND,2007,83.7460327148438
Honduras,HND,2010,84.7890090942383
Honduras,HND,2011,85.3412780761719
Honduras,HND,2012,85.6961975097656
Honduras,HND,2013,85.6683731079102
Honduras,HND,2014,87.3959503173828
Honduras,HND,2015,87.9220809936523
Honduras,HND,2016,89.048942565918
Honduras,HND,2018,87.1376419067383
Hungary,HUN,1980,99.3031921386719
Hungary,HUN,2014,99.1600036621094
IBRD only,,1975,73.5016937255859
IBRD only,,1976,73.5692977905273
IBRD only,,1977,73.81787109375
IBRD only,,1978,74.3798370361328
IBRD only,,1979,74.9218978881836
IBRD only,,1980,75.2426681518555
IBRD only,,1981,75.8152618408203
IBRD only,,1982,76.4464416503906
IBRD only,,1983,77.0215377807617
IBRD only,,1984,77.5860137939453
IBRD only,,1985,78.0993499755859
IBRD only,,1986,78.5848007202148
IBRD only,,1987,79.2445297241211
IBRD only,,1988,81.0331802368164
IBRD only,,1989,81.4486999511719
IBRD only,,1990,81.5414276123047
IBRD only,,1991,82.1550903320313
IBRD only,,1992,82.689582824707
IBRD only,,1993,83.0834884643555
IBRD only,,1994,83.4582214355469
IBRD only,,1995,83.8513412475586
IBRD only,,1996,84.2200927734375
IBRD only,,1997,85.9759979248047
IBRD only,,1998,87.5837020874023
IBRD only,,1999,87.8312377929688
IBRD only,,2000,88.1216430664063
IBRD only,,2001,88.3310012817383
IBRD only,,2002,88.6224212646484
IBRD only,,2003,89.1706390380859
IBRD only,,2004,89.4342193603516
IBRD only,,2005,89.5902709960938
IBRD only,,2006,89.5308227539063
IBRD only,,2007,90.2933731079102
IBRD only,,2008,90.525146484375
IBRD only,,2009,90.7487182617188
IBRD only,,2010,90.8581466674805
IBRD only,,2011,91.0876922607422
IBRD only,,2012,91.5168609619141
IBRD only,,2013,91.6387481689453
IBRD only,,2014,91.9464797973633
IBRD only,,2015,91.9726867675781
IBRD only,,2016,92.2405395507813
IBRD only,,2017,92.3451385498047
IBRD only,,2018,92.2899017333984
IBRD only,,2019,92.5015335083008
IDA & IBRD total,,1975,70.2248687744141
IDA & IBRD total,,1976,70.3016586303711
IDA & IBRD total,,1977,70.5581970214844
IDA & IBRD total,,1978,71.0722732543945
IDA & IBRD total,,1979,71.5624923706055
IDA & IBRD total,,1980,71.876091003418
IDA & IBRD total,,1981,72.3850021362305
IDA & IBRD total,,1982,72.9739608764648
IDA & IBRD total,,1983,73.5017700195313
IDA & IBRD total,,1984,74.0244293212891
IDA & IBRD total,,1985,74.5020217895508
IDA & IBRD total,,1986,74.9481506347656
IDA & IBRD total,,1987,75.5651321411133
IDA & IBRD total,,1988,77.1965103149414
IDA & IBRD total,,1989,77.605827331543
IDA & IBRD total,,1990,77.7330780029297
IDA & IBRD total,,1991,78.2323608398438
IDA & IBRD total,,1992,78.861930847168
IDA & IBRD total,,1993,79.3395233154297
IDA & IBRD total,,1994,79.7311401367188
IDA & IBRD total,,1995,80.0882415771484
IDA & IBRD total,,1996,80.4508514404297
IDA & IBRD total,,1997,81.9737777709961
IDA & IBRD total,,1998,83.4850387573242
IDA & IBRD total,,1999,83.7644195556641
IDA & IBRD total,,2000,83.8929672241211
IDA & IBRD total,,2001,84.1227188110352
IDA & IBRD total,,2002,84.5173416137695
IDA & IBRD total,,2003,85.0878219604492
IDA & IBRD total,,2004,85.4994583129883
IDA & IBRD total,,2005,85.4902496337891
IDA & IBRD total,,2006,85.5225524902344
IDA & IBRD total,,2007,85.6511535644531
IDA & IBRD total,,2008,86.167106628418
IDA & IBRD total,,2009,86.4076690673828
IDA & IBRD total,,2010,86.5168914794922
IDA & IBRD total,,2011,86.6222076416016
IDA & IBRD total,,2012,87.1039276123047
IDA & IBRD total,,2013,87.2734832763672
IDA & IBRD total,,2014,87.5801773071289
IDA & IBRD total,,2015,87.7071990966797
IDA & IBRD total,,2016,88.1338195800781
IDA & IBRD total,,2017,88.2748413085938
IDA & IBRD total,,2018,88.2477722167969
IDA & IBRD total,,2019,88.4404830932617
IDA blend,,1980,57.3693695068359
IDA blend,,1981,57.418758392334
IDA blend,,1982,57.8138084411621
IDA blend,,1983,58.0936393737793
IDA blend,,1984,58.3416213989258
IDA blend,,1985,58.6095314025879
IDA blend,,1986,58.8780708312988
IDA blend,,1987,59.4500694274902
IDA blend,,1988,60.0252799987793
IDA blend,,1989,60.5075187683105
IDA blend,,1990,61.0670700073242
IDA blend,,1991,61.3495216369629
IDA blend,,1992,64.2217483520508
IDA blend,,1993,66.7747268676758
IDA blend,,1994,67.4642105102539
IDA blend,,1995,68.13037109375
IDA blend,,1996,68.8142395019531
IDA blend,,1997,69.4467315673828
IDA blend,,1998,70.1935195922852
IDA blend,,1999,70.6576538085938
IDA blend,,2000,68.2550964355469
IDA blend,,2001,69.0931777954102
IDA blend,,2002,69.6031036376953
IDA blend,,2003,70.9763031005859
IDA blend,,2004,72.177490234375
IDA blend,,2005,71.4377365112305
IDA blend,,2006,74.9476318359375
IDA blend,,2007,69.5300979614258
IDA blend,,2008,70.6969528198242
IDA blend,,2009,71.8183288574219
IDA blend,,2010,72.0786590576172
IDA blend,,2011,71.5769271850586
IDA blend,,2012,73.3459396362305
IDA blend,,2013,73.095573425293
IDA blend,,2014,73.5085372924805
IDA blend,,2015,74.0011978149414
IDA blend,,2016,74.5006484985352
IDA blend,,2017,75.1530990600586
IDA blend,,2018,75.3630905151367
IDA blend,,2019,75.6256332397461
IDA only,,1981,52.6535491943359
IDA only,,1982,53.0253295898438
IDA only,,1983,53.3534507751465
IDA only,,1984,53.7518501281738
IDA only,,1985,54.1357688903809
IDA only,,1986,54.4331817626953
IDA only,,1987,54.8336486816406
IDA only,,1988,55.9079399108887
IDA only,,1989,56.4133110046387
IDA only,,1990,56.8097381591797
IDA only,,1991,56.8312606811523
IDA only,,1992,57.3263893127441
IDA only,,1993,57.6690711975098
IDA only,,1994,58.3516807556152
IDA only,,1995,58.6231498718262
IDA only,,1996,58.9804000854492
IDA only,,1997,59.5442085266113
IDA only,,1998,61.067569732666
IDA only,,1999,61.7741394042969
IDA only,,2000,62.334400177002
IDA only,,2001,62.6577186584473
IDA only,,2002,63.9362487792969
IDA only,,2003,64.4611663818359
IDA only,,2004,65.7040023803711
IDA only,,2005,65.2222900390625
IDA only,,2006,64.3336791992188
IDA only,,2007,63.4391784667969
IDA only,,2008,65.8257293701172
IDA only,,2009,66.0652465820313
IDA only,,2010,66.4388275146484
IDA only,,2011,66.419059753418
IDA only,,2012,66.9096298217773
IDA only,,2013,67.94384765625
IDA only,,2014,68.5511322021484
IDA only,,2015,69.4617309570313
IDA only,,2016,71.1478271484375
IDA only,,2017,71.5964965820313
IDA only,,2018,71.9738082885742
IDA only,,2019,72.3939437866211
India,IND,1981,54.8410186767578
India,IND,1991,61.641918182373
India,IND,2001,73.4118576049805
India,IND,2006,75.1919021606445
India,IND,2011,78.8772277832031
India,IND,2018,82.3667068481445
Indonesia,IDN,1980,77.4749984741211
Indonesia,IDN,1990,88.0245208740234
Indonesia,IDN,2004,94.0350799560547
Indonesia,IDN,2006,95.1585388183594
Indonesia,IDN,2008,95.383186340332
Indonesia,IDN,2009,95.6470108032227
Indonesia,IDN,2011,95.5910873413086
Indonesia,IDN,2014,96.7910079956055
Indonesia,IDN,2015,97.1065216064453
Indonesia,IDN,2016,97.1744384765625
Indonesia,IDN,2018,97.3313369750977
Iran,IRN,1976,48.1833305358887
Iran,IRN,1986,63.0995483398438
Iran,IRN,1991,74.2744827270508
Iran,IRN,1996,79.8716125488281
Iran,IRN,2002,83.5
Iran,IRN,2005,88.0103225708008
Iran,IRN,2006,87.2721862792969
Iran,IRN,2008,88.1770324707031
Iran,IRN,2012,88.8798217773438
Iran,IRN,2013,89.54248046875
Iran,IRN,2014,89.6354217529297
Iran,IRN,2016,90.352409362793
Iraq,IRQ,2000,84.0874099731445
Iraq,IRQ,2012,85.9000015258789
Iraq,IRQ,2013,81.4000015258789
Iraq,IRQ,2014,90
Iraq,IRQ,2016,90
Iraq,IRQ,2017,91.1999969482422
Israel,ISR,1983,94.9634017944336
Italy,ITA,1981,97.4646530151367
Italy,ITA,2001,98.8236923217773
Italy,ITA,2011,99.1410064697266
Italy,ITA,2018,99.3534469604492
Jamaica,JAM,1999,74.0818405151367
Jamaica,JAM,2014,83.4400024414063
Jordan,JOR,1979,80.4826126098633
Jordan,JOR,2003,95.0845031738281
Jordan,JOR,2005,95.1764526367188
Jordan,JOR,2007,95.4945526123047
Jordan,JOR,2010,95.7672424316406
Jordan,JOR,2011,97.7483596801758
Jordan,JOR,2012,98.4445571899414
Jordan,JOR,2018,98.6142120361328
Kazakhstan,KAZ,1989,99.0719528198242
Kazakhstan,KAZ,1999,99.763298034668
Kazakhstan,KAZ,2009,99.786247253418
Kazakhstan,KAZ,2010,99.8296813964844
Kazakhstan,KAZ,2018,99.8296813964844
Kenya,KEN,2000,87.4946594238281
Kenya,KEN,2007,78.0791473388672
Kenya,KEN,2014,83.7780303955078
Kenya,KEN,2018,84.9888305664063
Kuwait,KWT,1975,68.0286331176758
Kuwait,KWT,1980,72.7876510620117
Kuwait,KWT,1985,78.1973037719727
Kuwait,KWT,1995,81.1209487915039
Kuwait,KWT,2005,94.4460372924805
Kuwait,KWT,2006,94.5252227783203
Kuwait,KWT,2007,94.7945785522461
Kuwait,KWT,2008,95.0158767700195
Kuwait,KWT,2010,95.5453109741211
Kuwait,KWT,2012,95.8397216796875
Kuwait,KWT,2013,96.3541870117188
Kuwait,KWT,2015,96.3922500610352
Kuwait,KWT,2017,96.6971435546875
Kuwait,KWT,2018,96.6664581298828
Kyrgyzstan,KGZ,1999,99.3067092895508
Kyrgyzstan,KGZ,2009,99.5187911987305
Kyrgyzstan,KGZ,2018,99.6770095825195
Laos,LAO,1995,73.4862518310547
Laos,LAO,2000,81.3601837158203
Laos,LAO,2001,77.0060577392578
Laos,LAO,2005,82.4517517089844
Laos,LAO,2011,67.3585815429688
Laos,LAO,2015,89.9612808227539
Late-demographic dividend,,1976,80.55859375
Late-demographic dividend,,1977,80.5686569213867
Late-demographic dividend,,1978,81.1656265258789
Late-demographic dividend,,1979,81.739387512207
Late-demographic dividend,,1980,82.3110809326172
Late-demographic dividend,,1981,82.8866882324219
Late-demographic dividend,,1982,83.3146896362305
Late-demographic dividend,,1983,83.9896621704102
Late-demographic dividend,,1984,84.5220718383789
Late-demographic dividend,,1985,85.0376205444336
Late-demographic dividend,,1986,85.5345306396484
Late-demographic dividend,,1987,86.0094833374023
Late-demographic dividend,,1988,88.4285507202148
Late-demographic dividend,,1989,88.7583770751953
Late-demographic dividend,,1990,88.453742980957
Late-demographic dividend,,1991,89.4205932617188
Late-demographic dividend,,1992,89.7520904541016
Late-demographic dividend,,1993,90.0806579589844
Late-demographic dividend,,1994,90.385009765625
Late-demographic dividend,,1995,90.7120208740234
Late-demographic dividend,,1996,90.9943084716797
Late-demographic dividend,,1997,93.8267364501953
Late-demographic dividend,,1998,94.0198974609375
Late-demographic dividend,,1999,94.2082290649414
Late-demographic dividend,,2000,94.3517990112305
Late-demographic dividend,,2001,94.6101608276367
Late-demographic dividend,,2002,94.8133010864258
Late-demographic dividend,,2003,95.0852432250977
Late-demographic dividend,,2004,95.2298889160156
Late-demographic dividend,,2005,95.4383010864258
Late-demographic dividend,,2006,95.580322265625
Late-demographic dividend,,2007,96.1586380004883
Late-demographic dividend,,2008,96.2870178222656
Late-demographic dividend,,2009,96.4289474487305
Late-demographic dividend,,2010,96.4099884033203
Late-demographic dividend,,2011,96.7720489501953
Late-demographic dividend,,2012,96.9018783569336
Late-demographic dividend,,2013,96.9596099853516
Late-demographic dividend,,2014,97.046501159668
Late-demographic dividend,,2015,97.1583862304688
Late-demographic dividend,,2016,97.2932510375977
Late-demographic dividend,,2017,97.3793869018555
Late-demographic dividend,,2018,97.4557113647461
Late-demographic dividend,,2019,97.5846099853516
Latin America & Caribbean,,1974,81.7804718017578
Latin America & Caribbean,,1975,81.7726669311523
Latin America & Caribbean,,1976,82.0111923217773
Latin America & Caribbean,,1977,82.2880630493164
Latin America & Caribbean,,1978,82.5875091552734
Latin America & Caribbean,,1979,82.8474731445313
Latin America & Caribbean,,1980,82.9923095703125
Latin America & Caribbean,,1981,83.3197784423828
Latin America & Caribbean,,1982,83.5576629638672
Latin America & Caribbean,,1983,83.828727722168
Latin America & Caribbean,,1984,84.0683670043945
Latin America & Caribbean,,1985,84.3001174926758
Latin America & Caribbean,,1986,84.5265502929688
Latin America & Caribbean,,1987,84.8123626708984
Latin America & Caribbean,,1988,85.1752166748047
Latin America & Caribbean,,1989,85.4919204711914
Latin America & Caribbean,,1990,85.6777877807617
Latin America & Caribbean,,1991,86.2339477539063
Latin America & Caribbean,,1992,86.8109970092773
Latin America & Caribbean,,1993,87.4000701904297
Latin America & Caribbean,,1994,87.9692535400391
Latin America & Caribbean,,1995,88.5544509887695
Latin America & Caribbean,,1996,88.8240509033203
Latin America & Caribbean,,1997,89.0991668701172
Latin America & Caribbean,,1998,89.5054626464844
Latin America & Caribbean,,1999,89.743766784668
Latin America & Caribbean,,2000,89.912712097168
Latin America & Caribbean,,2001,90.0835494995117
Latin America & Caribbean,,2002,90.1289215087891
Latin America & Caribbean,,2003,90.847770690918
Latin America & Caribbean,,2004,90.8082504272461
Latin America & Caribbean,,2005,91.2444305419922
Latin America & Caribbean,,2006,91.411003112793
Latin America & Caribbean,,2007,91.8334426879883
Latin America & Caribbean,,2008,92.0526428222656
Latin America & Caribbean,,2009,92.4368896484375
Latin America & Caribbean,,2010,92.2375335693359
Latin America & Caribbean,,2011,92.865837097168
Latin America & Caribbean,,2012,92.9891586303711
Latin America & Caribbean,,2013,93.0126571655273
Latin America & Caribbean,,2014,93.4148483276367
Latin America & Caribbean,,2015,93.6317977905273
Latin America & Caribbean,,2016,94.0982131958008
Latin America & Caribbean,,2017,94.1942977905273
Latin America & Caribbean,,2018,94.309928894043
Latin America & Caribbean,,2019,94.716423034668
Latin America & Caribbean (IDA & IBRD),,1974,81.0947418212891
Latin America & Caribbean (IDA & IBRD),,1975,81.0930023193359
Latin America & Caribbean (IDA & IBRD),,1976,81.3469390869141
Latin America & Caribbean (IDA & IBRD),,1977,81.6368637084961
Latin America & Caribbean (IDA & IBRD),,1978,81.9481582641602
Latin America & Caribbean (IDA & IBRD),,1979,82.2191390991211
Latin America & Caribbean (IDA & IBRD),,1980,82.3748168945313
Latin America & Caribbean (IDA & IBRD),,1981,82.7134704589844
Latin America & Caribbean (IDA & IBRD),,1982,82.9649200439453
Latin America & Caribbean (IDA & IBRD),,1983,83.2524185180664
Latin America & Caribbean (IDA & IBRD),,1984,83.5060577392578
Latin America & Caribbean (IDA & IBRD),,1985,83.7494812011719
Latin America & Caribbean (IDA & IBRD),,1986,83.9878616333008
Latin America & Caribbean (IDA & IBRD),,1987,84.2892913818359
Latin America & Caribbean (IDA & IBRD),,1988,84.6683120727539
Latin America & Caribbean (IDA & IBRD),,1989,85.0002822875977
Latin America & Caribbean (IDA & IBRD),,1990,85.1971969604492
Latin America & Caribbean (IDA & IBRD),,1991,85.7816009521484
Latin America & Caribbean (IDA & IBRD),,1992,86.3873291015625
Latin America & Caribbean (IDA & IBRD),,1993,87.0054626464844
Latin America & Caribbean (IDA & IBRD),,1994,87.6027221679688
Latin America & Caribbean (IDA & IBRD),,1995,88.2161865234375
Latin America & Caribbean (IDA & IBRD),,1996,88.5003280639648
Latin America & Caribbean (IDA & IBRD),,1997,88.790771484375
Latin America & Caribbean (IDA & IBRD),,1998,89.2166900634766
Latin America & Caribbean (IDA & IBRD),,1999,89.4679794311523
Latin America & Caribbean (IDA & IBRD),,2000,89.6462478637695
Latin America & Caribbean (IDA & IBRD),,2001,89.825798034668
Latin America & Caribbean (IDA & IBRD),,2002,89.8746109008789
Latin America & Caribbean (IDA & IBRD),,2003,90.6196594238281
Latin America & Caribbean (IDA & IBRD),,2004,90.5800170898438
Latin America & Caribbean (IDA & IBRD),,2005,91.0327301025391
Latin America & Caribbean (IDA & IBRD),,2006,91.206657409668
Latin America & Caribbean (IDA & IBRD),,2007,91.6442184448242
Latin America & Caribbean (IDA & IBRD),,2008,91.8717880249023
Latin America & Caribbean (IDA & IBRD),,2009,92.2746505737305
Latin America & Caribbean (IDA & IBRD),,2010,92.0717315673828
Latin America & Caribbean (IDA & IBRD),,2011,92.7180709838867
Latin America & Caribbean (IDA & IBRD),,2012,92.8441390991211
Latin America & Caribbean (IDA & IBRD),,2013,92.8698883056641
Latin America & Caribbean (IDA & IBRD),,2014,93.2842102050781
Latin America & Caribbean (IDA & IBRD),,2015,93.5083389282227
Latin America & Caribbean (IDA & IBRD),,2016,93.9892883300781
Latin America & Caribbean (IDA & IBRD),,2017,94.088981628418
Latin America & Caribbean (IDA & IBRD),,2018,94.208610534668
Latin America & Caribbean (IDA & IBRD),,2019,94.6268997192383
Latin America & Caribbean (excluding high income),,1974,81.1572799682617
Latin America & Caribbean (excluding high income),,1975,81.1532669067383
Latin America & Caribbean (excluding high income),,1976,81.406608581543
Latin America & Caribbean (excluding high income),,1977,81.701042175293
Latin America & Caribbean (excluding high income),,1978,82.0084991455078
Latin America & Caribbean (excluding high income),,1979,82.2747421264648
Latin America & Caribbean (excluding high income),,1980,82.4238204956055
Latin America & Caribbean (excluding high income),,1981,82.7584228515625
Latin America & Caribbean (excluding high income),,1982,83.0130233764648
Latin America & Caribbean (excluding high income),,1983,83.2874374389648
Latin America & Caribbean (excluding high income),,1984,83.5338668823242
Latin America & Caribbean (excluding high income),,1985,83.7721099853516
Latin America & Caribbean (excluding high income),,1986,84.004508972168
Latin America & Caribbean (excluding high income),,1987,84.3170471191406
Latin America & Caribbean (excluding high income),,1988,84.6964874267578
Latin America & Caribbean (excluding high income),,1989,84.9879837036133
Latin America & Caribbean (excluding high income),,1990,85.1801681518555
Latin America & Caribbean (excluding high income),,1991,85.7628402709961
Latin America & Caribbean (excluding high income),,1992,86.3725891113281
Latin America & Caribbean (excluding high income),,1993,86.9896392822266
Latin America & Caribbean (excluding high income),,1994,87.5872192382813
Latin America & Caribbean (excluding high income),,1995,88.2019424438477
Latin America & Caribbean (excluding high income),,1996,88.4822311401367
Latin America & Caribbean (excluding high income),,1997,88.7621078491211
Latin America & Caribbean (excluding high income),,1998,89.1870498657227
Latin America & Caribbean (excluding high income),,1999,89.4442672729492
Latin America & Caribbean (excluding high income),,2000,89.6191711425781
Latin America & Caribbean (excluding high income),,2001,89.7924575805664
Latin America & Caribbean (excluding high income),,2002,89.8380813598633
Latin America & Caribbean (excluding high income),,2003,90.5991592407227
Latin America & Caribbean (excluding high income),,2004,90.5506591796875
Latin America & Caribbean (excluding high income),,2005,91.005989074707
Latin America & Caribbean (excluding high income),,2006,91.1677703857422
Latin America & Caribbean (excluding high income),,2007,91.5391082763672
Latin America & Caribbean (excluding high income),,2008,91.7934722900391
Latin America & Caribbean (excluding high income),,2009,92.1906204223633
Latin America & Caribbean (excluding high income),,2010,92.0130615234375
