Entity,Code,Year,Research and development expenditure (% of GDP)
Finland,FIN,2012,3.41948008537292
Finland,FIN,2013,3.29682993888855
Finland,FIN,2014,3.17388010025024
France,FRA,1996,2.21099996566772
France,FRA,1997,2.13548994064331
France,FRA,1998,2.08414006233215
France,FRA,1999,2.0969500541687
France,FRA,2000,2.08400011062622
France,FRA,2001,2.12913990020752
France,FRA,2002,2.16571998596191
France,FRA,2003,2.11117005348206
France,FRA,2004,2.08635997772217
France,FRA,2005,2.0444700717926
France,FRA,2006,2.04526996612549
France,FRA,2007,2.02003002166748
France,FRA,2008,2.05759000778198
France,FRA,2009,2.20910000801086
France,FRA,2010,2.17509007453918
France,FRA,2011,2.19063997268677
France,FRA,2012,2.22906994819641
France,FRA,2013,2.24326992034912
France,FRA,2014,2.25599002838135
Gabon,GAB,2007,0.416330009698868
Gabon,GAB,2008,0.510900020599365
Gabon,GAB,2009,0.57507997751236
Gambia,GMB,2008,0.0203900001943111
Gambia,GMB,2009,0.0174800008535385
Gambia,GMB,2011,0.132210001349449
Georgia,GEO,1996,0.330879986286163
Georgia,GEO,1997,0.342400014400482
Georgia,GEO,1998,0.353839993476868
Georgia,GEO,1999,0.287690013647079
Georgia,GEO,2000,0.215299993753433
Georgia,GEO,2001,0.238480001688004
Georgia,GEO,2002,0.185739994049072
Georgia,GEO,2003,0.217600002884865
Georgia,GEO,2004,0.244200006127357
Georgia,GEO,2005,0.176579996943474
Georgia,GEO,2013,0.0836699977517128
Georgia,GEO,2014,0.0984300002455711
Germany,DEU,1996,2.13716006278992
Germany,DEU,1997,2.17880010604858
Germany,DEU,1998,2.21230006217957
Germany,DEU,1999,2.33383011817932
Germany,DEU,2000,2.39165997505188
Germany,DEU,2001,2.38558006286621
Germany,DEU,2002,2.41543006896973
Germany,DEU,2003,2.45659995079041
Germany,DEU,2004,2.42078995704651
Germany,DEU,2005,2.42252993583679
Germany,DEU,2006,2.4560399055481
Germany,DEU,2007,2.44633007049561
Germany,DEU,2008,2.5971200466156
Germany,DEU,2009,2.72643995285034
Germany,DEU,2010,2.71367001533508
Germany,DEU,2011,2.79561996459961
Germany,DEU,2012,2.87167000770569
Germany,DEU,2013,2.82646989822388
Germany,DEU,2014,2.86854004859924
Ghana,GHA,2007,0.23157000541687
Ghana,GHA,2010,0.376549988985062
Greece,GRC,1997,0.429100006818771
Greece,GRC,1999,0.568229973316193
Greece,GRC,2001,0.559480011463165
Greece,GRC,2003,0.546540021896362
Greece,GRC,2004,0.527300000190735
Greece,GRC,2005,0.578960001468658
Greece,GRC,2006,0.561179995536804
Greece,GRC,2007,0.576550006866455
Greece,GRC,2008,0.661830008029938
Greece,GRC,2009,0.625569999217987
Greece,GRC,2010,0.598380029201508
Greece,GRC,2011,0.67195999622345
Greece,GRC,2012,0.699570000171661
Greece,GRC,2013,0.812510013580322
Greece,GRC,2014,0.838450014591217
Greenland,GRL,2001,0.527409970760345
Greenland,GRL,2002,0.556280016899109
Greenland,GRL,2003,0.555169999599457
Greenland,GRL,2004,0.715810000896454
Guatemala,GTM,2005,0.0350000001490116
Guatemala,GTM,2006,0.0493000000715256
Guatemala,GTM,2007,0.0667399987578392
Guatemala,GTM,2008,0.0618899986147881
Guatemala,GTM,2009,0.0553000010550022
Guatemala,GTM,2010,0.0434999987483025
Guatemala,GTM,2011,0.048140000551939
Guatemala,GTM,2012,0.044709999114275
High income,,1996,2.17973393946826
High income,,1997,2.20328077845647
High income,,1998,2.20967986737765
High income,,1999,2.27869148213521
High income,,2000,2.34543249595145
High income,,2001,2.37598166607032
High income,,2002,2.31502406976871
High income,,2003,2.28535612425939
High income,,2004,2.2354550251044
High income,,2005,2.2530421890429
High income,,2006,2.27815581485588
High income,,2007,2.2807990260261
High income,,2008,2.36264425747104
High income,,2009,2.43277778912538
High income,,2010,2.43013652677061
High income,,2011,2.44398391462262
High income,,2012,2.47563822210667
High income,,2013,2.46698315356807
Honduras,HND,2000,0.0445300005376339
Honduras,HND,2001,0.0383399985730648
Honduras,HND,2002,0.0418099984526634
Honduras,HND,2003,0.0421499982476234
Honduras,HND,2004,0.0415499992668629
Hong Kong,HKG,1998,0.428299993276596
Hong Kong,HKG,1999,0.457670003175735
Hong Kong,HKG,2000,0.46492999792099
Hong Kong,HKG,2001,0.536450028419495
Hong Kong,HKG,2002,0.581470012664795
Hong Kong,HKG,2003,0.68027001619339
Hong Kong,HKG,2004,0.721759974956512
Hong Kong,HKG,2005,0.773429989814758
Hong Kong,HKG,2006,0.794690012931824
Hong Kong,HKG,2007,0.751609981060028
Hong Kong,HKG,2008,0.71995997428894
Hong Kong,HKG,2009,0.773419976234436
Hong Kong,HKG,2010,0.749459981918335
Hong Kong,HKG,2011,0.720860004425049
Hong Kong,HKG,2012,0.727330029010773
Hong Kong,HKG,2013,0.730050027370453
Hungary,HUN,1996,0.632619976997375
Hungary,HUN,1997,0.7014200091362
Hungary,HUN,1998,0.658339977264404
Hungary,HUN,1999,0.672410011291504
Hungary,HUN,2000,0.791769981384277
Hungary,HUN,2001,0.914690017700195
Hungary,HUN,2002,0.984889984130859
Hungary,HUN,2003,0.921930015087128
Hungary,HUN,2004,0.863879978656769
Hungary,HUN,2005,0.925069987773895
Hungary,HUN,2006,0.985769987106323
Hungary,HUN,2007,0.96204000711441
Hungary,HUN,2008,0.985230028629303
Hungary,HUN,2009,1.13926994800568
Hungary,HUN,2010,1.14672994613647
Hungary,HUN,2011,1.19620001316071
Hungary,HUN,2012,1.2703800201416
Hungary,HUN,2013,1.39731001853943
Hungary,HUN,2014,1.37072002887726
IBRD only,,2000,0.650073366543343
IBRD only,,2001,0.683650229636411
IBRD only,,2002,0.733319142032931
IBRD only,,2003,0.775829386175345
IBRD only,,2004,0.803701254115466
IBRD only,,2005,0.84855326391355
IBRD only,,2006,0.874616392984834
IBRD only,,2007,0.901569332190382
IBRD only,,2008,0.963233983295179
IBRD only,,2009,1.03678476335072
IBRD only,,2010,1.10716166604501
IBRD only,,2011,1.1418177875773
IBRD only,,2012,1.29088439070155
IBRD only,,2013,1.34211058771135
IBRD only,,2014,1.49397811041715
IDA & IBRD total,,2000,0.639140160633323
IDA & IBRD total,,2001,0.672694585705126
IDA & IBRD total,,2002,0.718924658803456
IDA & IBRD total,,2003,0.770916322496969
IDA & IBRD total,,2004,0.797762176798069
IDA & IBRD total,,2005,0.836109117815933
IDA & IBRD total,,2006,0.871611583585495
IDA & IBRD total,,2007,0.875477113094256
IDA & IBRD total,,2008,0.956679994013274
IDA & IBRD total,,2009,1.02559053428779
IDA & IBRD total,,2010,1.09800627211936
IDA & IBRD total,,2011,1.13200265280334
IDA & IBRD total,,2012,1.28984722668825
IDA & IBRD total,,2013,1.32654696812676
IDA blend,,2007,0.365430317633538
Iceland,ISL,1997,1.79182004928589
Iceland,ISL,1998,1.95913994312286
Iceland,ISL,1999,2.2485499382019
Iceland,ISL,2000,2.60109996795654
Iceland,ISL,2001,2.87788009643555
Iceland,ISL,2002,2.86943006515503
Iceland,ISL,2003,2.73719000816345
Iceland,ISL,2005,2.69628000259399
Iceland,ISL,2006,2.92362999916077
Iceland,ISL,2007,2.57558989524841
Iceland,ISL,2008,2.54061007499695
Iceland,ISL,2009,2.65756011009216
Iceland,ISL,2011,2.49482989311218
Iceland,ISL,2013,1.87304997444153
Iceland,ISL,2014,1.89079999923706
India,IND,1996,0.628040015697479
India,IND,1997,0.674849987030029
India,IND,1998,0.691659986972809
India,IND,1999,0.711650013923645
India,IND,2000,0.743950009346008
India,IND,2001,0.723230004310608
India,IND,2002,0.71315997838974
India,IND,2003,0.706889986991882
India,IND,2004,0.743849992752075
India,IND,2005,0.810440003871918
India,IND,2006,0.79721999168396
India,IND,2007,0.790799975395203
India,IND,2008,0.841080009937286
India,IND,2009,0.818809986114502
India,IND,2010,0.797179996967316
India,IND,2011,0.822239995002747
Indonesia,IDN,2000,0.0676899999380112
Indonesia,IDN,2001,0.0475599989295006
Indonesia,IDN,2009,0.0833199992775917
Indonesia,IDN,2013,0.0848900005221367
Iran,IRN,2001,0.502179980278015
Iran,IRN,2002,0.495579987764359
Iran,IRN,2003,0.594839990139008
Iran,IRN,2004,0.521960020065308
Iran,IRN,2005,0.641550004482269
Iran,IRN,2006,0.57574999332428
Iran,IRN,2008,0.67111998796463
Iran,IRN,2009,0.284480005502701
Iran,IRN,2010,0.277599990367889
Iran,IRN,2012,0.32506000995636
Iraq,IRQ,2007,0.0455400012433529
Iraq,IRQ,2008,0.0343500003218651
Iraq,IRQ,2009,0.0456200018525124
Iraq,IRQ,2010,0.0368399992585182
Iraq,IRQ,2011,0.0347599983215332
Iraq,IRQ,2014,0.0391900017857552
Ireland,IRL,1996,1.27056002616882
Ireland,IRL,1997,1.24330997467041
Ireland,IRL,1998,1.20967996120453
Ireland,IRL,1999,1.15340995788574
Ireland,IRL,2000,1.08518004417419
Ireland,IRL,2001,1.0536299943924
Ireland,IRL,2002,1.05614995956421
Ireland,IRL,2003,1.12278997898102
Ireland,IRL,2004,1.17841005325317
Ireland,IRL,2005,1.19427001476288
Ireland,IRL,2006,1.19881999492645
Ireland,IRL,2007,1.23417997360229
Ireland,IRL,2008,1.38931000232697
Ireland,IRL,2009,1.61454999446869
Ireland,IRL,2010,1.60661995410919
Ireland,IRL,2011,1.53264999389648
Ireland,IRL,2012,1.56360995769501
Ireland,IRL,2013,1.53598999977112
Ireland,IRL,2014,1.51889002323151
Israel,ISR,1996,2.59576988220215
Israel,ISR,1997,2.81100010871887
Israel,ISR,1998,2.92136001586914
Israel,ISR,1999,3.32721996307373
Israel,ISR,2000,3.93168997764587
Israel,ISR,2001,4.18515014648438
Israel,ISR,2002,4.13173007965088
Israel,ISR,2003,3.89968991279602
Israel,ISR,2004,3.87511992454529
Israel,ISR,2005,4.0394401550293
Israel,ISR,2006,4.12819004058838
Israel,ISR,2007,4.40744018554688
Israel,ISR,2008,4.32914018630981
Israel,ISR,2009,4.12099981307983
Israel,ISR,2010,3.9299099445343
Israel,ISR,2011,4.01098012924194
Israel,ISR,2012,4.12858009338379
Israel,ISR,2013,4.08816003799438
Israel,ISR,2014,4.10858011245728
Italy,ITA,1996,0.948080003261566
Italy,ITA,1997,0.989579975605011
Italy,ITA,1998,1.0074599981308
Italy,ITA,1999,0.982969999313354
Italy,ITA,2000,1.00505995750427
Italy,ITA,2001,1.04448997974396
Italy,ITA,2002,1.0843700170517
Italy,ITA,2003,1.0615199804306
Italy,ITA,2004,1.05263996124268
Italy,ITA,2005,1.04660999774933
Italy,ITA,2006,1.0864599943161
Italy,ITA,2007,1.13216996192932
Italy,ITA,2008,1.16311001777649
Italy,ITA,2009,1.22065997123718
Italy,ITA,2010,1.22221004962921
Italy,ITA,2011,1.20879995822906
Italy,ITA,2012,1.26976001262665
Italy,ITA,2013,1.30581998825073
Italy,ITA,2014,1.28699994087219
Jamaica,JAM,2001,0.0495899990200996
Jamaica,JAM,2002,0.0609599985182285
Japan,JPN,1996,2.7650101184845
Japan,JPN,1997,2.82762002944946
Japan,JPN,1998,2.96020007133484
Japan,JPN,1999,2.97733998298645
Japan,JPN,2000,3.00168991088867
Japan,JPN,2001,3.0744800567627
Japan,JPN,2002,3.11561989784241
Japan,JPN,2003,3.14387989044189
Japan,JPN,2004,3.13320994377136
Japan,JPN,2005,3.30870008468628
Japan,JPN,2006,3.40910005569458
Japan,JPN,2007,3.4614200592041
Japan,JPN,2008,3.46706008911133
Japan,JPN,2009,3.35734009742737
Japan,JPN,2010,3.25394010543823
Japan,JPN,2011,3.38313007354736
Japan,JPN,2012,3.34313988685608
Japan,JPN,2013,3.47409009933472
Japan,JPN,2014,3.58418011665344
Jordan,JOR,2002,0.336959987878799
Jordan,JOR,2008,0.434700012207031
Kazakhstan,KAZ,1997,0.293370008468628
Kazakhstan,KAZ,1998,0.220390006899834
Kazakhstan,KAZ,1999,0.183829993009567
Kazakhstan,KAZ,2000,0.18104000389576
Kazakhstan,KAZ,2001,0.220090001821518
Kazakhstan,KAZ,2002,0.255089998245239
Kazakhstan,KAZ,2003,0.25246000289917
Kazakhstan,KAZ,2004,0.248370006680489
Kazakhstan,KAZ,2005,0.283609986305237
Kazakhstan,KAZ,2006,0.242809996008873
Kazakhstan,KAZ,2007,0.208839997649193
Kazakhstan,KAZ,2008,0.216539993882179
Kazakhstan,KAZ,2009,0.229240000247955
Kazakhstan,KAZ,2010,0.153410002589226
Kazakhstan,KAZ,2011,0.157230004668236
Kazakhstan,KAZ,2012,0.168889999389648
Kazakhstan,KAZ,2013,0.174830004572868
Kenya,KEN,2007,0.35521000623703
Kenya,KEN,2010,0.785780012607574
Kuwait,KWT,1997,0.205390006303787
Kuwait,KWT,1998,0.257950007915497
Kuwait,KWT,1999,0.197640001773834
Kuwait,KWT,2000,0.125430002808571
Kuwait,KWT,2001,0.178819999098778
Kuwait,KWT,2002,0.180010005831718
Kuwait,KWT,2003,0.143470004200935
Kuwait,KWT,2004,0.1300999969244
Kuwait,KWT,2005,0.100830003619194
Kuwait,KWT,2006,0.0847800001502037
Kuwait,KWT,2007,0.0858500003814697
Kuwait,KWT,2008,0.0855000019073486
Kuwait,KWT,2009,0.112199999392033
Kuwait,KWT,2010,0.101400002837181
Kuwait,KWT,2011,0.0989800021052361
Kuwait,KWT,2012,0.0972099974751472
Kuwait,KWT,2013,0.301530003547668
Kyrgyzstan,KGZ,1997,0.193900004029274
Kyrgyzstan,KGZ,1998,0.210639998316765
Kyrgyzstan,KGZ,1999,0.179920002818108
Kyrgyzstan,KGZ,2000,0.156369999051094
Kyrgyzstan,KGZ,2001,0.171890005469322
Kyrgyzstan,KGZ,2002,0.198100000619888
Kyrgyzstan,KGZ,2003,0.222719997167587
Kyrgyzstan,KGZ,2004,0.199259996414185
Kyrgyzstan,KGZ,2005,0.198609992861748
Kyrgyzstan,KGZ,2006,0.230140000581741
Kyrgyzstan,KGZ,2007,0.234249994158745
Kyrgyzstan,KGZ,2008,0.190170004963875
Kyrgyzstan,KGZ,2009,0.159970000386238
Kyrgyzstan,KGZ,2010,0.155469998717308
Kyrgyzstan,KGZ,2011,0.15633000433445
Kyrgyzstan,KGZ,2012,0.16609999537468
Kyrgyzstan,KGZ,2013,0.149140000343323
Kyrgyzstan,KGZ,2014,0.12644000351429
Laos,LAO,2002,0.0370999984443188
Late-demographic dividend,,2000,0.815882328522864
Late-demographic dividend,,2001,0.87170934917458
Late-demographic dividend,,2002,0.896773147271694
Late-demographic dividend,,2003,0.959878210403848
Late-demographic dividend,,2004,0.969065665047483
Late-demographic dividend,,2005,1.02885105151635
Late-demographic dividend,,2006,1.03434081890388
Late-demographic dividend,,2007,1.06481691507754
Late-demographic dividend,,2008,1.12662512793083
Late-demographic dividend,,2009,1.28225572798499
Late-demographic dividend,,2010,1.32590537624506
Late-demographic dividend,,2011,1.31244162026709
Late-demographic dividend,,2012,1.45717094799985
Late-demographic dividend,,2013,1.54362518691296
Late-demographic dividend,,2014,1.65665054931103
Latin America & Caribbean,,2000,0.553693516862165
Latin America & Caribbean,,2001,0.537616500162046
Latin America & Caribbean,,2002,0.527599070437797
Latin America & Caribbean,,2003,0.561861377535263
Latin America & Caribbean,,2004,0.566097032888511
Latin America & Caribbean,,2005,0.618098182279819
Latin America & Caribbean,,2006,0.606772312473719
Latin America & Caribbean,,2007,0.64306682110391
Latin America & Caribbean,,2008,0.693838024205251
Latin America & Caribbean,,2009,0.723402609098264
Latin America & Caribbean,,2010,0.774144047797583
Latin America & Caribbean,,2011,0.757061431324164
Latin America & Caribbean,,2012,0.760189013433307
Latin America & Caribbean,,2013,0.818580226388816
Latin America & Caribbean (IDA & IBRD),,2000,0.554918120767252
Latin America & Caribbean (IDA & IBRD),,2001,0.537133536429751
Latin America & Caribbean (IDA & IBRD),,2002,0.526841079535069
Latin America & Caribbean (IDA & IBRD),,2003,0.561416331748462
Latin America & Caribbean (IDA & IBRD),,2004,0.565355424105828
Latin America & Caribbean (IDA & IBRD),,2005,0.619443864727932
Latin America & Caribbean (IDA & IBRD),,2006,0.610085718461064
Latin America & Caribbean (IDA & IBRD),,2007,0.646728182110231
Latin America & Caribbean (IDA & IBRD),,2008,0.696892803139017
Latin America & Caribbean (IDA & IBRD),,2009,0.732693047427263
Latin America & Caribbean (IDA & IBRD),,2010,0.776548594424264
Latin America & Caribbean (IDA & IBRD),,2011,0.763442623649632
Latin America & Caribbean (IDA & IBRD),,2012,0.765232733119124
Latin America & Caribbean (IDA & IBRD),,2013,0.831316892913071
Latin America & Caribbean (excluding high income),,2000,0.559753303030543
Latin America & Caribbean (excluding high income),,2001,0.539633505864612
Latin America & Caribbean (excluding high income),,2002,0.53217665446975
Latin America & Caribbean (excluding high income),,2003,0.564878101366519
Latin America & Caribbean (excluding high income),,2004,0.569290441445396
Latin America & Caribbean (excluding high income),,2005,0.621888642469724
Latin America & Caribbean (excluding high income),,2006,0.612384364301954
Latin America & Caribbean (excluding high income),,2007,0.667106900595274
Latin America & Caribbean (excluding high income),,2008,0.717085048223853
Latin America & Caribbean (excluding high income),,2009,0.756683326519394
Latin America & Caribbean (excluding high income),,2010,0.80490394188306
Latin America & Caribbean (excluding high income),,2011,0.785044345099886
Latin America & Caribbean (excluding high income),,2012,0.790351975143627
Latin America & Caribbean (excluding high income),,2013,0.861177462402982
Latvia,LVA,1996,0.397450000047684
Latvia,LVA,1997,0.366560012102127
Latvia,LVA,1998,0.378899991512299
Latvia,LVA,1999,0.351999998092651
Latvia,LVA,2000,0.436150014400482
Latvia,LVA,2001,0.403349995613098
Latvia,LVA,2002,0.409249991178513
Latvia,LVA,2003,0.360430002212524
Latvia,LVA,2004,0.400510013103485
Latvia,LVA,2005,0.530200004577637
Latvia,LVA,2006,0.651719987392426
Latvia,LVA,2007,0.554769992828369
Latvia,LVA,2008,0.58227002620697
Latvia,LVA,2009,0.453150004148483
Latvia,LVA,2010,0.61133998632431
Latvia,LVA,2011,0.698629975318909
Latvia,LVA,2012,0.666530013084412
Latvia,LVA,2013,0.612839996814728
Latvia,LVA,2014,0.69038999080658
Lesotho,LSO,2002,0.049430001527071
Lesotho,LSO,2003,0.0513099990785122
Lesotho,LSO,2004,0.0677300021052361
Lesotho,LSO,2009,0.0296000000089407
Lesotho,LSO,2011,0.0128300003707409
Lithuania,LTU,1996,0.491549998521805
Lithuania,LTU,1997,0.53658002614975
Lithuania,LTU,1998,0.543770015239716
Lithuania,LTU,1999,0.501999974250793
Lithuania,LTU,2000,0.584800004959106
Lithuania,LTU,2001,0.666790008544922
Lithuania,LTU,2002,0.656700015068054
Lithuania,LTU,2003,0.663389980792999
Lithuania,LTU,2004,0.750660002231598
Lithuania,LTU,2005,0.747409999370575
Lithuania,LTU,2006,0.791190028190613
Lithuania,LTU,2007,0.800930023193359
Lithuania,LTU,2008,0.788439989089966
Lithuania,LTU,2009,0.829670011997223
Lithuania,LTU,2010,0.783479988574982
Lithuania,LTU,2011,0.904250025749207
Lithuania,LTU,2012,0.895060002803802
Lithuania,LTU,2013,0.950810015201569
Lithuania,LTU,2014,1.01477003097534
Low & middle income,,2000,0.63910548827667
Low & middle income,,2001,0.673790253247089
Low & middle income,,2002,0.725293172213956
Low & middle income,,2003,0.778860821624805
Low & middle income,,2004,0.8056438230359
Low & middle income,,2005,0.846115898181279
Low & middle income,,2006,0.884008940061027
Low & middle income,,2007,0.89529444992247
Low & middle income,,2008,0.978808065443043
Low & middle income,,2009,1.04562103284583
Low & middle income,,2010,1.12118770062691
Low & middle income,,2011,1.15325514513782
Low & middle income,,2012,1.31607875007922
Low & middle income,,2013,1.35347325179005
Lower middle income,,2009,0.51725263939686
Luxembourg,LUX,2000,1.56848001480103
Luxembourg,LUX,2003,1.64546000957489
Luxembourg,LUX,2004,1.61854994297028
Luxembourg,LUX,2005,1.5874400138855
Luxembourg,LUX,2006,1.68666005134583
Luxembourg,LUX,2007,1.60908997058868
Luxembourg,LUX,2008,1.643669962883
Luxembourg,LUX,2009,1.71026003360748
Luxembourg,LUX,2010,1.5273699760437
Luxembourg,LUX,2011,1.49526000022888
Luxembourg,LUX,2012,1.28839004039764
Luxembourg,LUX,2013,1.30142998695374
Luxembourg,LUX,2014,1.2561000585556
Macao,MAC,2001,0.0655400007963181
Macao,MAC,2002,0.0731799975037575
Macao,MAC,2003,0.0649600028991699
Macao,MAC,2004,0.0554499998688698
Macao,MAC,2005,0.090329997241497
Macao,MAC,2006,0.0846299976110458
Macao,MAC,2007,0.0580600015819073
Macao,MAC,2008,0.102509997785091
Macao,MAC,2009,0.0547700002789497
Macao,MAC,2010,0.0499100014567375
Macao,MAC,2011,0.0445300005376339
Macao,MAC,2012,0.0481100007891655
Macao,MAC,2013,0.0513899996876717
Macao,MAC,2014,0.0868100002408028
Madagascar,MDG,1997,0.220320001244545
Madagascar,MDG,1998,0.110440000891685
Madagascar,MDG,1999,0.096000000834465
Madagascar,MDG,2000,0.119759999215603
Madagascar,MDG,2001,0.218209996819496
Madagascar,MDG,2002,0.245519995689392
Madagascar,MDG,2003,0.33840999007225
Madagascar,MDG,2004,0.223529994487762
Madagascar,MDG,2005,0.175520002841949
Madagascar,MDG,2006,0.163709998130798
Madagascar,MDG,2007,0.14036999642849
Madagascar,MDG,2008,0.134039998054504
Madagascar,MDG,2009,0.146830007433891
Madagascar,MDG,2010,0.113240003585815
Madagascar,MDG,2011,0.105879999697208
Madagascar,MDG,2014,0.0156199997290969
Malaysia,MYS,1996,0.21645000576973
Malaysia,MYS,1998,0.397890001535416
Malaysia,MYS,2000,0.468989998102188
Malaysia,MYS,2002,0.652540028095245
Malaysia,MYS,2004,0.599900007247925
Malaysia,MYS,2006,0.6110600233078
Malaysia,MYS,2008,0.788469970226288
Malaysia,MYS,2009,1.01001000404358
Malaysia,MYS,2010,1.03608000278473
Malaysia,MYS,2011,1.03341996669769
Malaysia,MYS,2012,1.09268999099731
Malaysia,MYS,2014,1.26259005069733
Mali,MLI,2007,0.249149993062019
Mali,MLI,2010,0.672720015048981
Malta,MLT,2002,0.2603600025177
Malta,MLT,2003,0.252669990062714
Malta,MLT,2004,0.529120028018951
Malta,MLT,2005,0.565699994564056
Malta,MLT,2006,0.615920007228851
Malta,MLT,2007,0.578909993171692
Malta,MLT,2008,0.559689998626709
Malta,MLT,2009,0.54475998878479
Malta,MLT,2010,0.684750020503998
Malta,MLT,2011,0.713620007038116
Malta,MLT,2012,0.893199980258942
Malta,MLT,2013,0.884570002555847
Malta,MLT,2014,0.848089993000031
Mauritius,MUS,1997,0.278990000486374
Mauritius,MUS,1998,0.261779993772507
Mauritius,MUS,1999,0.313870012760162
Mauritius,MUS,2000,0.289029985666275
Mauritius,MUS,2001,0.368730008602142
Mauritius,MUS,2002,0.373769998550415
Mauritius,MUS,2003,0.338059991598129
Mauritius,MUS,2004,0.379319995641708
Mauritius,MUS,2005,0.37228998541832
Mauritius,MUS,2012,0.181189998984337
Mexico,MEX,1996,0.259229987859726
Mexico,MEX,1997,0.287609994411469
Mexico,MEX,1998,0.316689997911453
Mexico,MEX,1999,0.356440007686615
Mexico,MEX,2000,0.31700000166893
Mexico,MEX,2001,0.338499993085861
Mexico,MEX,2002,0.381779998540878
Mexico,MEX,2003,0.388940006494522
Mexico,MEX,2004,0.394199997186661
Mexico,MEX,2005,0.403560012578964
Mexico,MEX,2006,0.373079985380173
Mexico,MEX,2007,0.368499994277954
Mexico,MEX,2008,0.403829991817474
Mexico,MEX,2009,0.431410014629364
Mexico,MEX,2010,0.454609990119934
Mexico,MEX,2011,0.425630003213882
Mexico,MEX,2012,0.431950002908707
Mexico,MEX,2013,0.501230001449585
Mexico,MEX,2014,0.538119971752167
Middle East & North Africa (IDA & IBRD),,2009,0.310484547434728
Middle East & North Africa (IDA & IBRD),,2010,0.338407841338524
Middle East & North Africa (excluding high income),,2010,0.338407841338524
Middle income,,2000,0.640028179096298
Middle income,,2001,0.675180984774343
Middle income,,2002,0.727794458157787
Middle income,,2003,0.781760710378624
Middle income,,2004,0.80958636352849
Middle income,,2005,0.851801304876895
Middle income,,2006,0.886766005579229
Middle income,,2007,0.899577386885204
Middle income,,2008,0.982837871979974
Middle income,,2009,1.04932979041064
Middle income,,2010,1.12541448205916
Middle income,,2011,1.15403887759857
Middle income,,2012,1.3163021531955
Middle income,,2013,1.35520979441866
Moldova,MDA,1996,0.87295001745224
Moldova,MDA,1997,0.806789994239807
Moldova,MDA,2003,0.324050009250641
Moldova,MDA,2004,0.349029988050461
Moldova,MDA,2005,0.398649990558624
Moldova,MDA,2006,0.406219989061356
Moldova,MDA,2007,0.54558002948761
Moldova,MDA,2008,0.534630000591278
Moldova,MDA,2009,0.525569975376129
Moldova,MDA,2010,0.439869999885559
Moldova,MDA,2011,0.404989987611771
Moldova,MDA,2012,0.417329996824265
Moldova,MDA,2013,0.354189991950989
Moldova,MDA,2014,0.371520012617111
Monaco,MCO,2004,0.0371900014579296
Monaco,MCO,2005,0.0375199988484383
Mongolia,MNG,1997,0.167860001325607
Mongolia,MNG,1998,0.166429996490479
Mongolia,MNG,1999,0.150159999728203
Mongolia,MNG,2000,0.187570005655289
Mongolia,MNG,2001,0.2674899995327
Mongolia,MNG,2002,0.251729995012283
Mongolia,MNG,2003,0.251800000667572
Mongolia,MNG,2004,0.267769992351532
Mongolia,MNG,2005,0.237749993801117
Mongolia,MNG,2006,0.191210001707077
Mongolia,MNG,2007,0.238269999623299
Mongolia,MNG,2008,0.336670011281967
Mongolia,MNG,2009,0.304780006408691
Mongolia,MNG,2010,0.244379997253418
Mongolia,MNG,2011,0.230540007352829
Mongolia,MNG,2012,0.23913000524044
Mongolia,MNG,2013,0.233140006661415
Mongolia,MNG,2014,0.227310001850128
Montenegro,MNE,2003,0.79773998260498
Montenegro,MNE,2004,1.01872003078461
Montenegro,MNE,2005,0.924430012702942
Montenegro,MNE,2006,1.24171996116638
Montenegro,MNE,2007,1.14891004562378
Montenegro,MNE,2011,0.404790014028549
Montenegro,MNE,2013,0.374309986829758
Montenegro,MNE,2014,0.363200008869171
Morocco,MAR,1998,0.285600006580353
Morocco,MAR,2001,0.634729981422424
Morocco,MAR,2002,0.549549996852875
Morocco,MAR,2003,0.659089982509613
Morocco,MAR,2006,0.635680019855499
Morocco,MAR,2010,0.714540004730225
Mozambique,MOZ,2002,0.421020001173019
Mozambique,MOZ,2006,0.455009996891022
Mozambique,MOZ,2008,0.152940005064011
Mozambique,MOZ,2010,0.422520011663437
Myanmar,MMR,1997,0.0598499998450279
Myanmar,MMR,1998,0.034170001745224
Myanmar,MMR,1999,0.0440599992871284
Myanmar,MMR,2000,0.113059997558594
Myanmar,MMR,2001,0.0714399963617325
Myanmar,MMR,2002,0.162159994244576
Namibia,NAM,2010,0.141650006175041
Nepal,NPL,2008,0.0543899983167648
Nepal,NPL,2009,0.259240001440048
Nepal,NPL,2010,0.302210003137589
Netherlands,NLD,1996,1.86070001125336
Netherlands,NLD,1997,1.86541998386383
Netherlands,NLD,1998,1.76435005664825
Netherlands,NLD,1999,1.84312999248505
Netherlands,NLD,2000,1.80555999279022
Netherlands,NLD,2001,1.81561994552612
Netherlands,NLD,2002,1.76884996891022
Netherlands,NLD,2003,1.8055100440979
Netherlands,NLD,2004,1.80727005004883
Netherlands,NLD,2005,1.79103004932404
Netherlands,NLD,2006,1.75670003890991
Netherlands,NLD,2007,1.68633997440338
Netherlands,NLD,2008,1.64309000968933
Netherlands,NLD,2009,1.68540000915527
Netherlands,NLD,2010,1.72475004196167
Netherlands,NLD,2011,1.90305995941162
Netherlands,NLD,2012,1.93945002555847
Netherlands,NLD,2013,1.95793998241425
Netherlands,NLD,2014,1.9728000164032
New Zealand,NZL,1997,1.05648994445801
New Zealand,NZL,1999,0.963869988918304
