Entity,Code,Year,9.2.2 - Manufacturing employment as a proportion of total employment (%) - SL_TLF_MANF
Macao,MAC,2001,21.8
Macao,MAC,2002,20.5
Macao,MAC,2003,18.4
Macao,MAC,2004,16.5
Macao,MAC,2005,14.9
Macao,MAC,2006,11.1
Macao,MAC,2007,7.1
Macao,MAC,2008,7.7
Macao,MAC,2009,5.3
Macao,MAC,2010,4.8
Macao,MAC,2011,3.9
Macao,MAC,2012,3
Macao,MAC,2013,2.5
Macao,MAC,2014,1.9
Macao,MAC,2015,1.7
Macao,MAC,2016,2
Macao,MAC,2017,1.7
Macao,MAC,2018,1.7
Macao,MAC,2019,1.6
Macao,MAC,2020,1.6
Madagascar,MDG,2003,5.6
Madagascar,MDG,2005,2.8
Madagascar,MDG,2012,5.2
Madagascar,MDG,2015,6.7
Malawi,MWI,2013,3.9
Malaysia,MYS,2000,22.8
Malaysia,MYS,2001,23.3
Malaysia,MYS,2002,21.7
Malaysia,MYS,2003,21.6
Malaysia,MYS,2004,20.3
Malaysia,MYS,2005,19.8
Malaysia,MYS,2006,20.3
Malaysia,MYS,2007,18.9
Malaysia,MYS,2008,18.2
Malaysia,MYS,2009,16.5
Malaysia,MYS,2010,16.8
Malaysia,MYS,2011,11.7
Malaysia,MYS,2012,16.4
Malaysia,MYS,2013,16.6
Malaysia,MYS,2015,16.5
Malaysia,MYS,2016,16.9
Malaysia,MYS,2017,17.4
Malaysia,MYS,2018,16.9
Malaysia,MYS,2019,17.8
Malaysia,MYS,2020,16.7
Maldives,MDV,2000,12.9
Maldives,MDV,2003,17.8
Maldives,MDV,2009,9.1
Maldives,MDV,2014,11.2
Maldives,MDV,2016,11
Maldives,MDV,2019,10.4
Mali,MLI,2004,11.5
Mali,MLI,2013,4.1
Mali,MLI,2014,5
Mali,MLI,2015,4.8
Mali,MLI,2016,3.9
Mali,MLI,2017,5.2
Mali,MLI,2018,4.2
Malta,MLT,2000,22.8
Malta,MLT,2001,21.4
Malta,MLT,2002,21.4
Malta,MLT,2003,19.3
Malta,MLT,2004,20.2
Malta,MLT,2005,19.2
Malta,MLT,2006,17.4
Malta,MLT,2007,16.5
Malta,MLT,2008,15
Malta,MLT,2009,14.8
Malta,MLT,2010,15.1
Malta,MLT,2011,15.2
Malta,MLT,2012,13.4
Malta,MLT,2013,12.9
Malta,MLT,2014,12.8
Malta,MLT,2015,12.4
Malta,MLT,2016,12
Malta,MLT,2017,11.8
Malta,MLT,2018,11.3
Malta,MLT,2019,11.1
Malta,MLT,2020,11.1
Marshall Islands,MHL,2009,0.8
Marshall Islands,MHL,2010,0.7
Marshall Islands,MHL,2019,3.2
Mauritania,MRT,2017,11.2
Mauritius,MUS,2000,28.7
Mauritius,MUS,2001,25.8
Mauritius,MUS,2002,25.1
Mauritius,MUS,2003,22.7
Mauritius,MUS,2004,22.3
Mauritius,MUS,2005,21.1
Mauritius,MUS,2006,21.1
Mauritius,MUS,2007,20.4
Mauritius,MUS,2008,19.6
Mauritius,MUS,2009,18.2
Mauritius,MUS,2010,17
Mauritius,MUS,2011,16.5
Mauritius,MUS,2012,15.7
Mauritius,MUS,2013,14.8
Mauritius,MUS,2014,13.9
Mauritius,MUS,2015,14.2
Mauritius,MUS,2016,14
Mauritius,MUS,2017,13
Mauritius,MUS,2018,13
Mauritius,MUS,2019,12.7
Melanesia,OWID_MNS,2000,2.9
Melanesia,OWID_MNS,2001,2.9
Melanesia,OWID_MNS,2002,2.8
Melanesia,OWID_MNS,2003,2.9
Melanesia,OWID_MNS,2004,2.9
Melanesia,OWID_MNS,2005,2.9
Melanesia,OWID_MNS,2006,2.9
Melanesia,OWID_MNS,2007,3
Melanesia,OWID_MNS,2008,3
Melanesia,OWID_MNS,2009,3
Melanesia,OWID_MNS,2010,3.1
Melanesia,OWID_MNS,2011,3
Melanesia,OWID_MNS,2012,3
Melanesia,OWID_MNS,2013,2.9
Melanesia,OWID_MNS,2014,3
Melanesia,OWID_MNS,2015,3
Melanesia,OWID_MNS,2016,2.9
Melanesia,OWID_MNS,2017,3
Melanesia,OWID_MNS,2018,2.9
Melanesia,OWID_MNS,2019,3
Melanesia,OWID_MNS,2020,2.9
Mexico,MEX,2000,19.6
Mexico,MEX,2001,19.1
Mexico,MEX,2002,22.5
Mexico,MEX,2003,22
Mexico,MEX,2004,22
Mexico,MEX,2005,16.8
Mexico,MEX,2006,16.8
Mexico,MEX,2007,16.5
Mexico,MEX,2008,15.9
Mexico,MEX,2009,15
Mexico,MEX,2010,15.4
Mexico,MEX,2011,15.3
Mexico,MEX,2012,15.3
Mexico,MEX,2013,15.7
Mexico,MEX,2014,16
Mexico,MEX,2015,16
Mexico,MEX,2016,16.3
Mexico,MEX,2017,16.6
Mexico,MEX,2018,16.6
Mexico,MEX,2019,16.7
Mexico,MEX,2020,16.5
Micronesia (country),FSM,2000,2
Micronesia (country),FSM,2001,2
Micronesia (country),FSM,2002,2.1
Micronesia (country),FSM,2003,2.1
Micronesia (country),FSM,2004,2.1
Micronesia (country),FSM,2005,2.2
Micronesia (country),FSM,2006,2.2
Micronesia (country),FSM,2007,2.3
Micronesia (country),FSM,2008,2.3
Micronesia (country),FSM,2009,2.3
Micronesia (country),FSM,2010,2.4
Micronesia (country),FSM,2011,2.4
Micronesia (country),FSM,2012,2.3
Micronesia (country),FSM,2013,2.3
Micronesia (country),FSM,2014,2.4
Micronesia (country),FSM,2015,2.3
Micronesia (country),FSM,2016,2.2
Micronesia (country),FSM,2017,2.2
Micronesia (country),FSM,2018,2.2
Micronesia (country),FSM,2019,2.2
Micronesia (country),FSM,2020,2.2
Middle Africa,,2000,4.6
Middle Africa,,2001,4.7
Middle Africa,,2002,4.7
Middle Africa,,2003,4.7
Middle Africa,,2004,4.7
Middle Africa,,2005,4.6
Middle Africa,,2006,4.6
Middle Africa,,2007,4.7
Middle Africa,,2008,4.6
Middle Africa,,2009,4.7
Middle Africa,,2010,4.6
Middle Africa,,2011,4.6
Middle Africa,,2012,4.7
Middle Africa,,2013,4.7
Middle Africa,,2014,4.7
Middle Africa,,2015,4.7
Middle Africa,,2016,4.7
Middle Africa,,2017,4.6
Middle Africa,,2018,4.6
Middle Africa,,2019,4.6
Middle Africa,,2020,4.4
Moldova,MDA,2000,9
Moldova,MDA,2001,9.1
Moldova,MDA,2002,9.5
Moldova,MDA,2003,10.1
Moldova,MDA,2004,10.3
Moldova,MDA,2005,10
Moldova,MDA,2006,10.7
Moldova,MDA,2007,10.3
Moldova,MDA,2008,10.9
Moldova,MDA,2009,10.9
Moldova,MDA,2010,10.6
Moldova,MDA,2011,10.9
Moldova,MDA,2012,10.6
Moldova,MDA,2013,9.7
Moldova,MDA,2014,9.7
Moldova,MDA,2015,9.6
Moldova,MDA,2016,9.5
Moldova,MDA,2017,8.9
Moldova,MDA,2018,9
Moldova,MDA,2019,12.1
Moldova,MDA,2020,11.7
Mongolia,MNG,2000,6.8
Mongolia,MNG,2001,6.7
Mongolia,MNG,2002,6.4
Mongolia,MNG,2003,5.4
Mongolia,MNG,2004,6
Mongolia,MNG,2005,4.7
Mongolia,MNG,2006,4.7
Mongolia,MNG,2007,6.1
Mongolia,MNG,2008,6.5
Mongolia,MNG,2009,5.8
Mongolia,MNG,2010,6.3
Mongolia,MNG,2011,6.3
Mongolia,MNG,2012,6.1
Mongolia,MNG,2013,7.3
Mongolia,MNG,2014,7.7
Mongolia,MNG,2015,7.1
Mongolia,MNG,2016,7.5
Mongolia,MNG,2017,7.5
Mongolia,MNG,2018,8
Mongolia,MNG,2019,7.9
Mongolia,MNG,2020,7.7
Montenegro,MNE,2003,13.7
Montenegro,MNE,2005,12.2
Montenegro,MNE,2007,11
Montenegro,MNE,2011,8
Montenegro,MNE,2012,7.4
Montenegro,MNE,2013,7.2
Montenegro,MNE,2014,6.6
Montenegro,MNE,2015,6.7
Montenegro,MNE,2016,5.6
Montenegro,MNE,2017,5.5
Montenegro,MNE,2018,6.1
Montenegro,MNE,2019,6
Montenegro,MNE,2020,6.1
Montserrat,MSR,2020,2.5
Morocco,MAR,2000,21.4
Morocco,MAR,2001,20.9
Morocco,MAR,2002,12.4
Morocco,MAR,2003,12.4
Morocco,MAR,2004,12
Morocco,MAR,2005,11.6
Morocco,MAR,2006,11.5
Morocco,MAR,2011,11
Morocco,MAR,2012,10.5
Mozambique,MOZ,2003,0.8
Mozambique,MOZ,2015,4.1
Myanmar,MMR,2015,10.9
Myanmar,MMR,2017,10.5
Myanmar,MMR,2018,11.1
Myanmar,MMR,2019,10.5
Namibia,NAM,2000,5.3
Namibia,NAM,2004,6.2
Namibia,NAM,2008,6.3
Namibia,NAM,2010,4.8
Namibia,NAM,2012,4.5
Namibia,NAM,2013,4.8
Namibia,NAM,2014,4
Namibia,NAM,2016,6.6
Namibia,NAM,2018,7.2
Nauru,NRU,2013,0.5
Nepal,NPL,2008,0.2
Nepal,NPL,2017,15.1
Netherlands,NLD,2000,13.9
Netherlands,NLD,2001,13.6
Netherlands,NLD,2002,12.6
Netherlands,NLD,2003,13
Netherlands,NLD,2004,12.9
Netherlands,NLD,2005,13.2
Netherlands,NLD,2006,13
Netherlands,NLD,2007,12.3
Netherlands,NLD,2008,11
Netherlands,NLD,2009,10.2
Netherlands,NLD,2010,9.6
Netherlands,NLD,2011,9.2
Netherlands,NLD,2012,9.2
Netherlands,NLD,2013,9.2
Netherlands,NLD,2014,9.3
Netherlands,NLD,2015,9.5
Netherlands,NLD,2016,9.5
Netherlands,NLD,2017,9.3
Netherlands,NLD,2018,9.2
Netherlands,NLD,2019,9
Netherlands,NLD,2020,9
New Caledonia,NCL,2000,14.5
New Caledonia,NCL,2005,9.4
New Caledonia,NCL,2006,9.4
New Caledonia,NCL,2007,9.6
New Caledonia,NCL,2008,10
New Caledonia,NCL,2014,14.5
New Caledonia,NCL,2019,2.5
New Caledonia,NCL,2020,3.4
New Zealand,NZL,2000,15.8
New Zealand,NZL,2001,15.9
New Zealand,NZL,2002,15.6
New Zealand,NZL,2003,14.6
New Zealand,NZL,2004,14.6
New Zealand,NZL,2005,13.8
New Zealand,NZL,2006,13.2
New Zealand,NZL,2007,12.8
New Zealand,NZL,2008,12.7
New Zealand,NZL,2009,11.8
New Zealand,NZL,2010,11.6
New Zealand,NZL,2011,11.5
New Zealand,NZL,2012,11.4
New Zealand,NZL,2013,11.3
New Zealand,NZL,2014,10.9
New Zealand,NZL,2015,11.2
New Zealand,NZL,2016,9.9
New Zealand,NZL,2017,9.9
New Zealand,NZL,2018,9.6
New Zealand,NZL,2019,9.1
New Zealand,NZL,2020,9.2
Nicaragua,NIC,2000,7.8
Nicaragua,NIC,2001,11.8
Nicaragua,NIC,2003,13.3
Nicaragua,NIC,2004,12.9
Nicaragua,NIC,2005,14.5
Nicaragua,NIC,2006,13.8
Nicaragua,NIC,2007,14.4
Nicaragua,NIC,2008,13.7
Nicaragua,NIC,2009,13.1
Nicaragua,NIC,2012,11
Nicaragua,NIC,2014,11.5
Niger,NER,2011,6.7
Niger,NER,2012,6
Niger,NER,2017,20.1
Nigeria,NGA,2004,9.8
Nigeria,NGA,2011,6.5
Nigeria,NGA,2013,7.9
Nigeria,NGA,2019,10.7
Niue,NIU,2001,2.9
North Macedonia,MKD,2002,23.6
North Macedonia,MKD,2003,24.1
North Macedonia,MKD,2004,22.2
North Macedonia,MKD,2005,22.1
North Macedonia,MKD,2006,21.6
North Macedonia,MKD,2007,21.4
North Macedonia,MKD,2008,21.3
North Macedonia,MKD,2009,20.3
North Macedonia,MKD,2010,20
North Macedonia,MKD,2011,19.4
North Macedonia,MKD,2012,19.5
North Macedonia,MKD,2013,19.4
North Macedonia,MKD,2014,19.3
North Macedonia,MKD,2015,19.4
North Macedonia,MKD,2016,19
North Macedonia,MKD,2017,19.3
North Macedonia,MKD,2018,19.9
North Macedonia,MKD,2019,19.8
North Macedonia,MKD,2020,20
Northern Africa,,2000,11.7
Northern Africa,,2001,11.7
Northern Africa,,2002,11.4
Northern Africa,,2003,11
Northern Africa,,2004,11.1
Northern Africa,,2005,11.2
Northern Africa,,2006,11.3
Northern Africa,,2007,11.1
Northern Africa,,2008,11.3
Northern Africa,,2009,11.3
Northern Africa,,2010,11.6
Northern Africa,,2011,10.7
Northern Africa,,2012,11.1
Northern Africa,,2013,10.9
Northern Africa,,2014,11.1
Northern Africa,,2015,11
Northern Africa,,2016,11
Northern Africa,,2017,11.2
Northern Africa,,2018,11.4
Northern Africa,,2019,11.4
Northern Africa,,2020,11.3
Northern Africa (exc. Sudan),,2000,12.5
Northern Africa (exc. Sudan),,2001,12.4
Northern Africa (exc. Sudan),,2002,12.1
Northern Africa (exc. Sudan),,2003,11.7
Northern Africa (exc. Sudan),,2004,11.7
Northern Africa (exc. Sudan),,2005,11.9
Northern Africa (exc. Sudan),,2006,11.9
Northern Africa (exc. Sudan),,2007,11.7
Northern Africa (exc. Sudan),,2008,11.8
Northern Africa (exc. Sudan),,2009,11.9
Northern Africa (exc. Sudan),,2010,12.3
Northern Africa (exc. Sudan),,2011,11.2
Northern Africa (exc. Sudan),,2012,11.7
Northern Africa (exc. Sudan),,2013,11.4
Northern Africa (exc. Sudan),,2014,11.6
Northern Africa (exc. Sudan),,2015,11.5
Northern Africa (exc. Sudan),,2016,11.6
Northern Africa (exc. Sudan),,2017,11.8
Northern Africa (exc. Sudan),,2018,12
Northern Africa (exc. Sudan),,2019,12.1
Northern Africa (exc. Sudan),,2020,12
Northern Africa and Western Asia,,2000,12.9
Northern Africa and Western Asia,,2001,12.7
Northern Africa and Western Asia,,2002,12.4
Northern Africa and Western Asia,,2003,12.1
Northern Africa and Western Asia,,2004,12
Northern Africa and Western Asia,,2005,12
Northern Africa and Western Asia,,2006,11.9
Northern Africa and Western Asia,,2007,11.8
Northern Africa and Western Asia,,2008,11.7
Northern Africa and Western Asia,,2009,11.6
Northern Africa and Western Asia,,2010,11.8
Northern Africa and Western Asia,,2011,11.3
Northern Africa and Western Asia,,2012,11.4
Northern Africa and Western Asia,,2013,11.3
Northern Africa and Western Asia,,2014,11.5
Northern Africa and Western Asia,,2015,11.4
Northern Africa and Western Asia,,2016,11.3
Northern Africa and Western Asia,,2017,11.3
Northern Africa and Western Asia,,2018,11.5
Northern Africa and Western Asia,,2019,11.5
Northern Africa and Western Asia,,2020,11.5
Northern America,,2000,15.2
Northern America,,2001,14.4
Northern America,,2002,13.6
Northern America,,2003,13.3
Northern America,,2004,12.9
Northern America,,2005,12.5
Northern America,,2006,12.3
Northern America,,2007,12
Northern America,,2008,11.8
Northern America,,2009,10.9
Northern America,,2010,10.9
Northern America,,2011,11
Northern America,,2012,11.1
Northern America,,2013,11.1
Northern America,,2014,10.8
Northern America,,2015,10.8
Northern America,,2016,10.7
Northern America,,2017,10.5
Northern America,,2018,10.5
Northern America,,2019,10.5
Northern America,,2020,10.2
Northern Europe,,2000,17.3
Northern Europe,,2001,16.8
Northern Europe,,2002,16
Northern Europe,,2003,15.4
Northern Europe,,2004,14.5
Northern Europe,,2005,14.1
Northern Europe,,2006,13.8
Northern Europe,,2007,13.6
Northern Europe,,2008,12.4
Northern Europe,,2009,10.9
Northern Europe,,2010,10.9
Northern Europe,,2011,10.9
Northern Europe,,2012,10.8
Northern Europe,,2013,10.7
Northern Europe,,2014,10.6
Northern Europe,,2015,10.4
Northern Europe,,2016,10.3
Northern Europe,,2017,10
Northern Europe,,2018,9.9
Northern Europe,,2019,9.9
Northern Europe,,2020,9.7
Northern Mariana Islands,MNP,2000,40.7
Norway,NOR,2000,13
Norway,NOR,2001,12.6
Norway,NOR,2002,12.7
Norway,NOR,2003,12.5
Norway,NOR,2004,11.6
Norway,NOR,2005,11.6
Norway,NOR,2006,11.5
Norway,NOR,2007,11.5
Norway,NOR,2008,10.4
Norway,NOR,2009,9.9
Norway,NOR,2010,9.5
Norway,NOR,2011,9.4
Norway,NOR,2012,9.3
Norway,NOR,2013,8.8
Norway,NOR,2014,8.7
Norway,NOR,2015,8.6
Norway,NOR,2016,8.3
Norway,NOR,2017,8.1
Norway,NOR,2018,7.7
Norway,NOR,2019,7.7
Norway,NOR,2020,7.7
Oceania,,2000,10.5
Oceania,,2001,10.2
Oceania,,2002,10.2
Oceania,,2003,9.7
Oceania,,2004,9.7
Oceania,,2005,9.3
Oceania,,2006,9
Oceania,,2007,8.9
Oceania,,2008,9.2
Oceania,,2009,8.4
Oceania,,2010,8.2
Oceania,,2011,7.9
Oceania,,2012,7.8
Oceania,,2013,7.5
Oceania,,2014,7.4
Oceania,,2015,7.2
Oceania,,2016,7
Oceania,,2017,6.8
Oceania,,2018,6.9
Oceania,,2019,6.5
Oceania,,2020,6.4
Oceania (exc. Australia and New Zealand),,2000,3.4
Oceania (exc. Australia and New Zealand),,2001,3.4
Oceania (exc. Australia and New Zealand),,2002,3.4
Oceania (exc. Australia and New Zealand),,2003,3.4
Oceania (exc. Australia and New Zealand),,2004,3.4
Oceania (exc. Australia and New Zealand),,2005,3.4
Oceania (exc. Australia and New Zealand),,2006,3.4
Oceania (exc. Australia and New Zealand),,2007,3.5
Oceania (exc. Australia and New Zealand),,2008,3.5
Oceania (exc. Australia and New Zealand),,2009,3.5
Oceania (exc. Australia and New Zealand),,2010,3.5
Oceania (exc. Australia and New Zealand),,2011,3.5
Oceania (exc. Australia and New Zealand),,2012,3.4
Oceania (exc. Australia and New Zealand),,2013,3.3
Oceania (exc. Australia and New Zealand),,2014,3.4
Oceania (exc. Australia and New Zealand),,2015,3.4
Oceania (exc. Australia and New Zealand),,2016,3.3
Oceania (exc. Australia and New Zealand),,2017,3.3
Oceania (exc. Australia and New Zealand),,2018,3.3
Oceania (exc. Australia and New Zealand),,2019,3.3
Oceania (exc. Australia and New Zealand),,2020,3.3
Oman,OMN,2000,4.9
Oman,OMN,2008,9.5
Oman,OMN,2010,5.6
Oman,OMN,2020,10.7
Pakistan,PAK,2000,11.5
Pakistan,PAK,2001,11.5
Pakistan,PAK,2002,13.8
Pakistan,PAK,2003,13.8
Pakistan,PAK,2004,13.7
Pakistan,PAK,2005,13.7
Pakistan,PAK,2006,13.8
Pakistan,PAK,2007,13.5
Pakistan,PAK,2008,13
Pakistan,PAK,2009,13.3
Pakistan,PAK,2010,13.5
Pakistan,PAK,2011,13.9
Pakistan,PAK,2013,14.3
Pakistan,PAK,2014,14.3
Pakistan,PAK,2015,15.5
Pakistan,PAK,2016,15.3
Pakistan,PAK,2018,16.2
Pakistan,PAK,2019,15.1
Palau,PLW,2000,0.7
Palau,PLW,2007,3.2
Palau,PLW,2008,3.2
Palau,PLW,2014,0.5
Palestine,PSE,2000,13.8
Palestine,PSE,2001,13.6
Palestine,PSE,2002,12.4
Palestine,PSE,2003,12.3
Palestine,PSE,2004,12.3
Palestine,PSE,2005,12.7
Palestine,PSE,2006,12
Palestine,PSE,2007,12.3
Palestine,PSE,2008,12
Palestine,PSE,2009,11.7
Palestine,PSE,2010,11
Palestine,PSE,2011,8.5
Palestine,PSE,2012,11.6
Palestine,PSE,2013,11.5
Palestine,PSE,2014,11.8
Palestine,PSE,2015,12.1
Palestine,PSE,2016,12.5
Palestine,PSE,2017,12.3
Palestine,PSE,2018,12.3
Palestine,PSE,2019,11.9
Palestine,PSE,2020,12.8
Panama,PAN,2000,9.2
Panama,PAN,2001,9
Panama,PAN,2002,9.2
Panama,PAN,2003,8.9
Panama,PAN,2004,8.9
Panama,PAN,2005,8.8
Panama,PAN,2006,8.7
Panama,PAN,2007,8.7
Panama,PAN,2008,8.7
Panama,PAN,2009,8.7
Panama,PAN,2010,8.3
Panama,PAN,2011,7
Panama,PAN,2012,6.9
Panama,PAN,2013,7.7
Panama,PAN,2014,7.4
Panama,PAN,2015,7.7
Panama,PAN,2016,7.3
Panama,PAN,2017,7.4
Panama,PAN,2018,7.6
Panama,PAN,2019,7.5
Panama,PAN,2020,9
Panama,PAN,2021,7.4
Papua New Guinea,PNG,2000,1.1
Papua New Guinea,PNG,2010,1.8
Paraguay,PRY,2000,11.7
Paraguay,PRY,2001,11.6
Paraguay,PRY,2002,10.3
Paraguay,PRY,2003,10.9
Paraguay,PRY,2004,11.4
Paraguay,PRY,2005,9.7
Paraguay,PRY,2006,10.5
Paraguay,PRY,2007,12.2
Paraguay,PRY,2008,12.4
Paraguay,PRY,2009,11.2
Paraguay,PRY,2010,11.2
Paraguay,PRY,2011,10.6
Paraguay,PRY,2012,10.6
Paraguay,PRY,2013,10.1
Paraguay,PRY,2014,11.4
Paraguay,PRY,2015,12.4
Paraguay,PRY,2016,11.2
Paraguay,PRY,2017,11.7
Paraguay,PRY,2018,11
Paraguay,PRY,2019,10.4
Paraguay,PRY,2020,10.4
Peru,PER,2000,13.5
Peru,PER,2001,12.6
Peru,PER,2002,8.9
Peru,PER,2003,7.9
Peru,PER,2004,9.7
Peru,PER,2005,9.7
Peru,PER,2006,10
Peru,PER,2007,11.1
Peru,PER,2008,10.9
Peru,PER,2009,10.4
Peru,PER,2010,10.3
Peru,PER,2011,9.9
Peru,PER,2012,10.2
Peru,PER,2013,10
Peru,PER,2014,9.3
Peru,PER,2015,9.2
Peru,PER,2016,9.3
Peru,PER,2017,9.2
Peru,PER,2018,8.9
Peru,PER,2019,8.7
Peru,PER,2020,8.1
Philippines,PHL,2000,10
Philippines,PHL,2012,8.3
Philippines,PHL,2013,8.3
Philippines,PHL,2014,8.4
Philippines,PHL,2015,8.3
Philippines,PHL,2016,8.3
Philippines,PHL,2017,8.6
Philippines,PHL,2018,8.8
Philippines,PHL,2019,8.5
Philippines,PHL,2020,8.1
Poland,POL,2000,19.8
Poland,POL,2001,20.2
Poland,POL,2002,18.9
Poland,POL,2003,19.2
Poland,POL,2004,20.3
Poland,POL,2005,20.1
Poland,POL,2006,20.5
Poland,POL,2007,20.8
Poland,POL,2008,20.4
Poland,POL,2009,19.3
Poland,POL,2010,18.6
Poland,POL,2011,18.8
Poland,POL,2012,18.6
Poland,POL,2013,19.1
Poland,POL,2014,19.1
Poland,POL,2015,19.3
Poland,POL,2016,20.2
Poland,POL,2017,20.8
Poland,POL,2018,21
Poland,POL,2019,20.6
Poland,POL,2020,19.9
Polynesia,OWID_PYA,2000,13.2
Polynesia,OWID_PYA,2001,13.3
Polynesia,OWID_PYA,2002,13.3
Polynesia,OWID_PYA,2003,13.1
Polynesia,OWID_PYA,2004,12.9
Polynesia,OWID_PYA,2005,12.8
Polynesia,OWID_PYA,2006,12.6
Polynesia,OWID_PYA,2007,12.4
Polynesia,OWID_PYA,2008,12.2
Polynesia,OWID_PYA,2009,12
Polynesia,OWID_PYA,2010,11.8
Polynesia,OWID_PYA,2011,11.6
Polynesia,OWID_PYA,2012,11.3
Polynesia,OWID_PYA,2013,11.1
Polynesia,OWID_PYA,2014,11
Polynesia,OWID_PYA,2015,10.8
Polynesia,OWID_PYA,2016,10.8
Polynesia,OWID_PYA,2017,10.7
Polynesia,OWID_PYA,2018,10.5
Polynesia,OWID_PYA,2019,10.5
Polynesia,OWID_PYA,2020,10.4
Portugal,PRT,2000,21.7
Portugal,PRT,2001,21.4
Portugal,PRT,2002,20.4
Portugal,PRT,2003,20
Portugal,PRT,2004,19.5
Portugal,PRT,2005,18.8
Portugal,PRT,2006,18.9
Portugal,PRT,2007,18.3
Portugal,PRT,2008,17
Portugal,PRT,2009,16.6
Portugal,PRT,2010,16.4
Portugal,PRT,2011,16.5
Portugal,PRT,2012,16.3
Portugal,PRT,2013,15.9
Portugal,PRT,2014,16.4
Portugal,PRT,2015,16.9
Portugal,PRT,2016,16.9
Portugal,PRT,2017,16.9
Portugal,PRT,2018,17.1
Portugal,PRT,2019,17
Portugal,PRT,2020,17
Puerto Rico,PRI,2000,13.9
Puerto Rico,PRI,2001,12.8
Puerto Rico,PRI,2002,11.5
Puerto Rico,PRI,2003,11.3
Puerto Rico,PRI,2004,11
Puerto Rico,PRI,2005,10.9
Puerto Rico,PRI,2006,10.9
Puerto Rico,PRI,2007,10.7
Puerto Rico,PRI,2008,10.4
Puerto Rico,PRI,2009,9.2
Puerto Rico,PRI,2010,9.1
Puerto Rico,PRI,2011,9
Qatar,QAT,2001,13.2
Qatar,QAT,2004,9.2
Qatar,QAT,2006,11.8
Qatar,QAT,2007,8.7
Qatar,QAT,2008,7.5
Qatar,QAT,2009,8.7
Qatar,QAT,2011,8
Qatar,QAT,2012,7.7
Qatar,QAT,2013,7.8
Qatar,QAT,2015,7
Qatar,QAT,2016,7
Qatar,QAT,2017,7
Qatar,QAT,2018,7.3
Qatar,QAT,2019,7.4
Qatar,QAT,2020,4.7
Reunion,REU,2012,5.1
Romania,ROU,2000,18.6
Romania,ROU,2001,18.4
Romania,ROU,2002,21.5
Romania,ROU,2003,21
Romania,ROU,2004,22.5
Romania,ROU,2005,21.5
Romania,ROU,2006,21.3
Romania,ROU,2007,21.1
Romania,ROU,2008,20.3
Romania,ROU,2009,19
Romania,ROU,2010,17.6
Romania,ROU,2011,18.1
Romania,ROU,2012,17.8
Romania,ROU,2013,18
Romania,ROU,2014,18.5
Romania,ROU,2015,18.2
Romania,ROU,2016,18.9
Romania,ROU,2017,19.2
Romania,ROU,2018,19.3
Romania,ROU,2019,18.9
Romania,ROU,2020,18.1
Russia,RUS,2000,19.5
Russia,RUS,2001,20.1
Russia,RUS,2002,20.2
Russia,RUS,2003,19.1
Russia,RUS,2004,18.7
Russia,RUS,2005,17.7
Russia,RUS,2006,17.5
Russia,RUS,2007,17.5
Russia,RUS,2008,16
Russia,RUS,2009,14.9
Russia,RUS,2010,15.2
Russia,RUS,2011,15
Russia,RUS,2012,15
Russia,RUS,2013,14.8
Russia,RUS,2014,14.5
Russia,RUS,2015,14.3
Russia,RUS,2016,14.4
Russia,RUS,2017,14.2
Russia,RUS,2018,14.1
Russia,RUS,2019,14.3
Russia,RUS,2020,14.2
Rwanda,RWA,2002,1.3
Rwanda,RWA,2012,2.7
Rwanda,RWA,2014,2.1
Rwanda,RWA,2017,5.3
Rwanda,RWA,2018,6.4
Rwanda,RWA,2019,6.4
Rwanda,RWA,2020,6
Saint Helena,SHN,2008,5.4
Saint Kitts and Nevis,KNA,2001,1.8
Saint Lucia,LCA,2000,9.8
Saint Lucia,LCA,2002,7.6
Saint Lucia,LCA,2003,7.2
Saint Lucia,LCA,2004,7.5
Saint Lucia,LCA,2005,7.3
Saint Lucia,LCA,2006,6
Saint Lucia,LCA,2017,5.5
Saint Lucia,LCA,2018,5.4
Saint Lucia,LCA,2019,5.1
Samoa,WSM,2012,6.8
Samoa,WSM,2014,6.8
Samoa,WSM,2017,6.8
San Marino,SMR,2001,32.7
San Marino,SMR,2002,32.2
San Marino,SMR,2003,32.5
San Marino,SMR,2004,32.2
San Marino,SMR,2005,30.8
San Marino,SMR,2006,30.4
San Marino,SMR,2007,29.9
San Marino,SMR,2008,29.1
San Marino,SMR,2009,27.3
San Marino,SMR,2010,27.1
San Marino,SMR,2015,26.9
San Marino,SMR,2016,27.5
San Marino,SMR,2019,22.8
San Marino,SMR,2020,30.8
Sao Tome and Principe,STP,2003,10
Sao Tome and Principe,STP,2004,10
Sao Tome and Principe,STP,2005,9.3
Sao Tome and Principe,STP,2006,6.4
Saudi Arabia,SAU,2000,7.7
Saudi Arabia,SAU,2001,8.1
Saudi Arabia,SAU,2002,7.6
Saudi Arabia,SAU,2006,6.7
Saudi Arabia,SAU,2007,7.4
Saudi Arabia,SAU,2008,6.5
Saudi Arabia,SAU,2009,6.5
Saudi Arabia,SAU,2015,8.2
Saudi Arabia,SAU,2016,7.8
Saudi Arabia,SAU,2017,8.5
Saudi Arabia,SAU,2018,8.8
Saudi Arabia,SAU,2019,9
Saudi Arabia,SAU,2020,10.2
Senegal,SEN,2015,6.2
Senegal,SEN,2016,6.7
Senegal,SEN,2018,11.6
