Entity,Code,Year,"School life expectancy, primary, gender parity index (GPI)"
Democratic Republic of Congo,COD,1972,0.5998899936676031
Democratic Republic of Congo,COD,1973,0.621580004692078
Democratic Republic of Congo,COD,1974,0.649119973182678
Democratic Republic of Congo,COD,1975,0.638329982757568
Democratic Republic of Congo,COD,1976,0.658010005950928
Democratic Republic of Congo,COD,1977,0.6745499968528751
Democratic Republic of Congo,COD,1978,0.6793199777603149
Democratic Republic of Congo,COD,1979,0.6872199773788449
Democratic Republic of Congo,COD,1980,0.702509999275208
Democratic Republic of Congo,COD,1981,0.714770019054413
Democratic Republic of Congo,COD,1982,0.723580002784729
Democratic Republic of Congo,COD,1983,0.736760020256042
Democratic Republic of Congo,COD,1984,0.7506999969482421
Democratic Republic of Congo,COD,1985,0.650049984455109
Democratic Republic of Congo,COD,1986,0.6502699851989749
Democratic Republic of Congo,COD,1987,0.785170018672943
Democratic Republic of Congo,COD,1988,0.7305600047111508
Democratic Republic of Congo,COD,1990,0.708029985427856
Democratic Republic of Congo,COD,1991,0.7399299740791321
Democratic Republic of Congo,COD,1992,0.7505000233650211
Democratic Republic of Congo,COD,1993,0.772459983825684
Democratic Republic of Congo,COD,1994,0.7375000119209291
Democratic Republic of Congo,COD,1995,0.681559979915619
Democratic Republic of Congo,COD,1998,0.7450100183486942
Democratic Republic of Congo,COD,1999,0.8932999968528751
Democratic Republic of Congo,COD,2002,0.788760006427765
Democratic Republic of Congo,COD,2007,0.817290008068085
Democratic Republic of Congo,COD,2008,0.8410000205039979
Democratic Republic of Congo,COD,2009,0.858160018920898
Democratic Republic of Congo,COD,2010,0.8704000115394591
Democratic Republic of Congo,COD,2011,0.8666300177574159
Democratic Republic of Congo,COD,2012,0.8821399807929989
Democratic Republic of Congo,COD,2013,0.906270027160645
Democratic Republic of Congo,COD,2014,0.9090600013732909
Denmark,DNK,1971,1.0205500125884999
Denmark,DNK,1972,1.01907002925873
Denmark,DNK,1973,1.01672995090485
Denmark,DNK,1974,1.0157899856567398
Denmark,DNK,1975,1.02927994728088
Denmark,DNK,1976,0.992259979248047
Denmark,DNK,1977,1.02842998504639
Denmark,DNK,1978,1.02727997303009
Denmark,DNK,1979,1.03290998935699
Denmark,DNK,1980,1.00297999382019
Denmark,DNK,1981,1.00197005271912
Denmark,DNK,1982,1.00162994861603
Denmark,DNK,1983,1.00270998477936
Denmark,DNK,1984,0.9988499879837041
Denmark,DNK,1985,1.00448000431061
Denmark,DNK,1986,0.998629987239838
Denmark,DNK,1987,1.00223004817963
Denmark,DNK,1988,1.0032600164413499
Denmark,DNK,1989,1.00315999984741
Denmark,DNK,1990,1.00278997421265
Denmark,DNK,1991,1.00086998939514
Denmark,DNK,1992,0.9976099729537959
Denmark,DNK,1993,0.9971399903297421
Denmark,DNK,1994,0.997730016708374
Denmark,DNK,1995,1.00277996063232
Denmark,DNK,1996,0.9944000244140629
Denmark,DNK,1998,1.00014996528625
Denmark,DNK,1999,1.00057005882263
Denmark,DNK,2000,1.0001800060272201
Denmark,DNK,2001,1.00318002700806
Denmark,DNK,2002,1.00266003608704
Denmark,DNK,2004,0.997460007667542
Denmark,DNK,2005,0.998390018939972
Denmark,DNK,2006,1.00080001354218
Denmark,DNK,2007,1.0014899969100999
Denmark,DNK,2008,1.00706994533539
Denmark,DNK,2009,1.0053900480270401
Denmark,DNK,2010,1.00373995304108
Denmark,DNK,2011,0.9952700138092041
Denmark,DNK,2012,0.9916599988937379
Denmark,DNK,2013,0.9895899891853329
Denmark,DNK,2014,0.9878399968147281
Djibouti,DJI,1971,0.4323099851608279
Djibouti,DJI,1972,0.477479994297028
Djibouti,DJI,1973,0.4979099929332729
Djibouti,DJI,1974,0.546230018138886
Djibouti,DJI,1975,0.588509976863861
Djibouti,DJI,1976,0.555469989776611
Djibouti,DJI,1982,0.7269799709320072
Djibouti,DJI,1983,0.735329985618591
Djibouti,DJI,1984,0.743250012397766
Djibouti,DJI,1985,0.733609974384308
Djibouti,DJI,1986,0.7140200138092041
Djibouti,DJI,1987,0.709980010986328
Djibouti,DJI,1988,0.718140006065369
Djibouti,DJI,1989,0.729290008544922
Djibouti,DJI,1990,0.731220006942749
Djibouti,DJI,1991,0.7218199968338009
Djibouti,DJI,1992,0.729309976100922
Djibouti,DJI,1993,0.7825400233268741
Djibouti,DJI,1994,0.7747600078582759
Djibouti,DJI,1995,0.774439990520477
Djibouti,DJI,1996,0.748950004577637
Djibouti,DJI,1997,0.7425600290298459
Djibouti,DJI,1998,0.755320012569427
Djibouti,DJI,1999,0.71272999048233
Djibouti,DJI,2000,0.735589981079102
Djibouti,DJI,2001,0.751420021057129
Djibouti,DJI,2002,0.769590020179749
Djibouti,DJI,2004,0.797240018844604
Djibouti,DJI,2005,0.8247200250625609
Djibouti,DJI,2006,0.8193699717521671
Djibouti,DJI,2007,0.865719974040985
Djibouti,DJI,2008,0.891870021820068
Djibouti,DJI,2009,0.8997399806976322
Djibouti,DJI,2011,0.909460008144379
Djibouti,DJI,2012,0.901120007038116
Djibouti,DJI,2013,0.88306999206543
Djibouti,DJI,2014,0.8720899820327759
Djibouti,DJI,2015,0.888310015201569
Dominica,DMA,1971,0.9513900279998779
Dominica,DMA,1972,0.957729995250702
Dominica,DMA,1973,0.9548299908638
Dominica,DMA,1974,0.959890007972717
Dominica,DMA,1975,0.9476500153541559
Dominica,DMA,1976,0.957759976387024
Dominica,DMA,1977,1.00211000442505
Dominica,DMA,1978,1.00547003746033
Dominica,DMA,1979,0.99931001663208
Dominica,DMA,1980,1.01061999797821
Dominica,DMA,1981,1.08016002178192
Dominica,DMA,1982,0.9754599928855899
Dominica,DMA,1984,0.9785799980163571
Dominica,DMA,1986,0.972109973430634
Dominica,DMA,1987,0.9537500143051151
Dominica,DMA,1988,0.939170002937317
Dominica,DMA,1990,0.937300026416779
Dominica,DMA,1991,0.979019999504089
Dominica,DMA,1992,1.00739002227783
Dominica,DMA,1993,1.0729399919509899
Dominica,DMA,1994,1.1102499961853
Dominica,DMA,1995,1.13811004161835
Dominica,DMA,1999,1.03085005283356
Dominica,DMA,2000,1.01570999622345
Dominica,DMA,2001,1.00884997844696
Dominica,DMA,2002,0.996510028839111
Dominica,DMA,2003,1.0041400194168102
Dominica,DMA,2004,0.995130002498627
Dominica,DMA,2005,0.999840021133423
Dominica,DMA,2006,0.9855800271034241
Dominica,DMA,2007,0.9671700000762941
Dominica,DMA,2008,0.9750099778175351
Dominica,DMA,2009,0.9776300191879269
Dominica,DMA,2010,0.990339994430542
Dominica,DMA,2011,0.9959400296211239
Dominica,DMA,2012,0.9829000234603879
Dominica,DMA,2013,0.9873700141906742
Dominica,DMA,2014,1.00540995597839
Dominican Republic,DOM,1971,1.0074499845504798
Dominican Republic,DOM,1972,1.00635004043579
Dominican Republic,DOM,1973,1.01010000705719
Dominican Republic,DOM,1983,1.09098994731903
Dominican Republic,DOM,1985,1.02785003185272
Dominican Republic,DOM,1986,1.03512001037598
Dominican Republic,DOM,1998,0.9716100096702579
Dominican Republic,DOM,1999,0.9696599841117859
Dominican Republic,DOM,2000,0.9605699777603149
Dominican Republic,DOM,2002,1.00829005241394
Dominican Republic,DOM,2003,1.00984001159668
Dominican Republic,DOM,2004,0.94514000415802
Dominican Republic,DOM,2005,0.9473999738693241
Dominican Republic,DOM,2006,0.9480800032615658
Dominican Republic,DOM,2007,0.9344599843025211
Dominican Republic,DOM,2008,0.930899977684021
Dominican Republic,DOM,2009,0.8622499704360959
Dominican Republic,DOM,2010,0.878430008888245
Dominican Republic,DOM,2011,0.901040017604828
Dominican Republic,DOM,2012,0.90065997838974
Dominican Republic,DOM,2013,0.904869973659515
Dominican Republic,DOM,2014,0.9039499759674069
Ecuador,ECU,1971,0.9600200057029721
Ecuador,ECU,1972,0.9642099738121029
Ecuador,ECU,1973,0.959559977054596
Ecuador,ECU,1974,0.9661300182342529
Ecuador,ECU,1975,0.968680024147034
Ecuador,ECU,1976,0.966050028800964
Ecuador,ECU,1977,0.9715600013732909
Ecuador,ECU,1978,0.9714800119400021
Ecuador,ECU,1979,0.965030014514923
Ecuador,ECU,1980,0.960910022258759
Ecuador,ECU,1981,0.972750008106232
Ecuador,ECU,1983,0.9822199940681461
Ecuador,ECU,1984,0.992820024490356
Ecuador,ECU,1985,0.9867100119590759
Ecuador,ECU,1986,0.98496001958847
Ecuador,ECU,1987,0.985899984836578
Ecuador,ECU,1988,0.987410008907318
Ecuador,ECU,1993,0.987580001354218
Ecuador,ECU,1994,0.9907600283622741
Ecuador,ECU,1995,0.991400003433228
Ecuador,ECU,1996,0.990490019321442
Ecuador,ECU,1997,0.990469992160797
Ecuador,ECU,1998,0.9951400160789491
Ecuador,ECU,1999,0.9976599812507629
Ecuador,ECU,2000,0.994090020656586
Ecuador,ECU,2001,0.9991099834442142
Ecuador,ECU,2002,0.998049974441528
Ecuador,ECU,2003,0.997730016708374
Ecuador,ECU,2004,0.997120022773743
Ecuador,ECU,2005,0.9951900243759159
Ecuador,ECU,2006,0.9937499761581421
Ecuador,ECU,2007,0.996510028839111
Ecuador,ECU,2009,1.01339995861053
Ecuador,ECU,2010,0.9992399811744691
Ecuador,ECU,2011,0.998499989509583
Ecuador,ECU,2012,1.00012004375458
Ecuador,ECU,2013,1.00601005554199
Ecuador,ECU,2014,1.0019199848175
Egypt,EGY,1971,0.6550400257110601
Egypt,EGY,1972,0.65404999256134
Egypt,EGY,1973,0.6526299715042111
Egypt,EGY,1974,0.6570799946784971
Egypt,EGY,1975,0.6577200293540949
Egypt,EGY,1976,0.6663399934768679
Egypt,EGY,1977,0.674340009689331
Egypt,EGY,1978,0.684069991111755
Egypt,EGY,1979,0.6965699791908261
Egypt,EGY,1980,0.7051699757575992
Egypt,EGY,1981,0.717980027198792
Egypt,EGY,1982,0.7299500107765201
Egypt,EGY,1983,0.7464900016784671
Egypt,EGY,1984,0.7680900096893309
Egypt,EGY,1985,0.78846001625061
Egypt,EGY,1986,0.8061199784278871
Egypt,EGY,1987,0.8190400004386899
Egypt,EGY,1988,0.789139986038208
Egypt,EGY,1989,0.8355500102043149
Egypt,EGY,1990,0.85004997253418
Egypt,EGY,1991,0.8412200212478641
Egypt,EGY,1992,0.861760020256042
Egypt,EGY,1993,0.868669986724854
Egypt,EGY,1994,0.853240013122559
Egypt,EGY,1995,0.8881700038909909
Egypt,EGY,1996,0.762960016727448
Egypt,EGY,1997,0.87704998254776
Egypt,EGY,1999,0.923259973526001
Egypt,EGY,2000,0.9318000078201291
Egypt,EGY,2001,0.9417899847030641
Egypt,EGY,2002,0.9496300220489499
Egypt,EGY,2003,0.958329975605011
Egypt,EGY,2004,0.9685800075531009
Egypt,EGY,2005,0.9478899836540219
Egypt,EGY,2006,0.950909972190857
Egypt,EGY,2007,0.9580199718475341
Egypt,EGY,2009,0.9667900204658509
Egypt,EGY,2010,0.970179975032806
Egypt,EGY,2011,0.9536700248718258
Egypt,EGY,2012,0.9872699975967411
Egypt,EGY,2013,0.9900000095367428
Egypt,EGY,2014,0.9959899783134459
El Salvador,SLV,1970,0.919019997119904
El Salvador,SLV,1971,0.9407899975776669
El Salvador,SLV,1972,0.950410008430481
El Salvador,SLV,1973,0.949790000915527
El Salvador,SLV,1974,0.9569200277328491
El Salvador,SLV,1975,0.9583600163459781
El Salvador,SLV,1976,0.967769980430603
El Salvador,SLV,1977,0.9603700041770941
El Salvador,SLV,1978,0.9651899933814999
El Salvador,SLV,1979,0.97188001871109
El Salvador,SLV,1980,1.01104998588562
El Salvador,SLV,1981,0.985289990901947
El Salvador,SLV,1982,0.9768400192260741
El Salvador,SLV,1983,1.02622997760773
El Salvador,SLV,1984,0.99260002374649
El Salvador,SLV,1987,0.992309987545013
El Salvador,SLV,1988,0.9948300123214721
El Salvador,SLV,1989,0.9878299832344059
El Salvador,SLV,1991,0.98063999414444
El Salvador,SLV,1992,0.9864000082015991
El Salvador,SLV,1993,0.9816100001335141
El Salvador,SLV,1995,0.9842699766159059
El Salvador,SLV,1996,0.97325998544693
El Salvador,SLV,1997,0.9749400019645691
El Salvador,SLV,1998,0.934989988803864
El Salvador,SLV,1999,0.959439992904663
El Salvador,SLV,2000,0.9408500194549559
El Salvador,SLV,2001,0.9468500018119809
El Salvador,SLV,2002,0.932299971580505
El Salvador,SLV,2003,0.95210999250412
El Salvador,SLV,2004,0.967360019683838
El Salvador,SLV,2005,0.956110000610352
El Salvador,SLV,2006,0.957090020179749
El Salvador,SLV,2007,0.9956700205802921
El Salvador,SLV,2008,0.959479987621307
El Salvador,SLV,2009,0.959190011024475
El Salvador,SLV,2010,0.950439989566803
El Salvador,SLV,2011,0.9509000182151791
El Salvador,SLV,2012,0.950119972229004
El Salvador,SLV,2013,0.950959980487823
El Salvador,SLV,2014,0.9555500149726871
Equatorial Guinea,GNQ,1971,0.7754700183868409
Equatorial Guinea,GNQ,1974,0.8023499846458441
Equatorial Guinea,GNQ,1993,0.9382600188255309
Equatorial Guinea,GNQ,1994,0.957069993019104
Equatorial Guinea,GNQ,2000,0.823520004749298
Equatorial Guinea,GNQ,2001,0.969690024852753
Equatorial Guinea,GNQ,2002,0.950540006160736
Equatorial Guinea,GNQ,2003,0.9740800261497501
Equatorial Guinea,GNQ,2005,0.956279993057251
Equatorial Guinea,GNQ,2008,0.950389981269836
Equatorial Guinea,GNQ,2009,0.95813000202179
Equatorial Guinea,GNQ,2010,0.9702900052070621
Equatorial Guinea,GNQ,2011,0.979380011558533
Equatorial Guinea,GNQ,2012,0.976199984550476
Eritrea,ERI,1989,0.9018099904060359
Eritrea,ERI,1990,0.939390003681183
Eritrea,ERI,1991,0.9571300148963929
Eritrea,ERI,1992,0.846930027008057
Eritrea,ERI,1993,0.81673002243042
Eritrea,ERI,1994,0.783540010452271
Eritrea,ERI,1995,0.789470016956329
Eritrea,ERI,1996,0.7987700104713441
Eritrea,ERI,1997,0.814199984073639
Eritrea,ERI,1999,0.8315399885177609
Eritrea,ERI,2000,0.8256099820137021
Eritrea,ERI,2001,0.8318499922752379
Eritrea,ERI,2002,0.811280012130737
Eritrea,ERI,2003,0.818449974060059
Eritrea,ERI,2004,0.812879979610443
Eritrea,ERI,2005,0.8204200267791751
Eritrea,ERI,2006,0.824050009250641
Eritrea,ERI,2007,0.8475800156593319
Eritrea,ERI,2008,0.8378999829292301
Eritrea,ERI,2009,0.842890024185181
Eritrea,ERI,2010,0.8500000238418579
Eritrea,ERI,2011,0.835529983043671
Eritrea,ERI,2012,0.8371300101280209
Eritrea,ERI,2013,0.845550000667572
Estonia,EST,1981,0.981109976768494
Estonia,EST,1982,0.988529980182648
Estonia,EST,1983,0.98701000213623
Estonia,EST,1984,0.976750016212463
Estonia,EST,1985,0.983839988708496
Estonia,EST,1986,0.97681999206543
Estonia,EST,1987,0.996529996395111
Estonia,EST,1988,0.982620000839233
Estonia,EST,1989,0.974799990653992
Estonia,EST,1990,0.9705399870872501
Estonia,EST,1991,0.9716600179672241
Estonia,EST,1992,0.974370002746582
Estonia,EST,1993,0.9771199822425841
Estonia,EST,1994,0.9767299890518192
Estonia,EST,1995,0.970560014247894
Estonia,EST,1996,0.975839972496033
Estonia,EST,1997,0.9837700128555301
Estonia,EST,1998,0.983699977397919
Estonia,EST,1999,0.986810028553009
Estonia,EST,2000,0.994199991226196
Estonia,EST,2001,0.990220010280609
Estonia,EST,2002,0.991349995136261
Estonia,EST,2003,0.987169981002808
Estonia,EST,2004,0.9877600073814391
Estonia,EST,2005,0.983129978179932
Estonia,EST,2006,0.983560025691986
Estonia,EST,2007,0.98905998468399
Estonia,EST,2008,0.984709978103638
Estonia,EST,2009,0.9832599759101871
Estonia,EST,2010,0.9846900105476379
Estonia,EST,2011,0.994960010051727
Estonia,EST,2012,0.993550002574921
Estonia,EST,2013,0.9915199875831601
Eswatini,SWZ,1970,0.907909989356995
Eswatini,SWZ,1971,0.9049599766731259
Eswatini,SWZ,1972,0.899980008602142
Eswatini,SWZ,1973,0.9106000065803531
Eswatini,SWZ,1974,0.9259799718856808
Eswatini,SWZ,1975,0.935580015182495
Eswatini,SWZ,1976,0.9430500268936161
Eswatini,SWZ,1977,0.95346999168396
Eswatini,SWZ,1978,0.964529991149902
Eswatini,SWZ,1979,0.970420002937317
Eswatini,SWZ,1980,0.992229998111725
Eswatini,SWZ,1981,0.9638699889183041
Eswatini,SWZ,1982,0.964439988136292
Eswatini,SWZ,1983,0.95319002866745
Eswatini,SWZ,1984,0.9611200094223019
Eswatini,SWZ,1985,0.961030006408691
Eswatini,SWZ,1986,0.9652500152587891
Eswatini,SWZ,1987,0.964800000190735
Eswatini,SWZ,1988,0.969879984855652
Eswatini,SWZ,1989,0.980499982833862
Eswatini,SWZ,1990,0.978190004825592
Eswatini,SWZ,1991,0.9677600264549259
Eswatini,SWZ,1992,0.961759984493256
Eswatini,SWZ,1993,0.9534400105476379
Eswatini,SWZ,1994,0.9564800262451171
Eswatini,SWZ,1995,0.9543300271034241
Eswatini,SWZ,1996,0.9496300220489499
Eswatini,SWZ,1997,0.9707099795341491
Eswatini,SWZ,1998,0.9440900087356571
Eswatini,SWZ,1999,0.9469000101089481
Eswatini,SWZ,2000,0.94242000579834
Eswatini,SWZ,2001,0.9547600150108341
Eswatini,SWZ,2002,0.9358999729156491
Eswatini,SWZ,2003,0.9548299908638
Eswatini,SWZ,2004,0.9423499703407291
Eswatini,SWZ,2005,0.9402499794960021
Eswatini,SWZ,2006,0.936420023441315
Eswatini,SWZ,2007,0.934899985790253
Eswatini,SWZ,2009,0.92316997051239
Eswatini,SWZ,2010,0.9200299978256229
Eswatini,SWZ,2011,0.898490011692047
Eswatini,SWZ,2012,0.917169988155365
Eswatini,SWZ,2013,0.914939999580383
Ethiopia,ETH,1971,0.458409994840622
Ethiopia,ETH,1972,0.46610999107360795
Ethiopia,ETH,1973,0.46726998686790505
Ethiopia,ETH,1974,0.47049000859260603
Ethiopia,ETH,1975,0.47400999069213895
Ethiopia,ETH,1976,0.47810000181198103
Ethiopia,ETH,1977,0.48105001449585
Ethiopia,ETH,1978,0.493580013513565
Ethiopia,ETH,1979,0.4818400144577029
Ethiopia,ETH,1980,0.531759977340698
Ethiopia,ETH,1981,0.552820026874542
Ethiopia,ETH,1982,0.5734400153160101
Ethiopia,ETH,1983,0.602039992809296
Ethiopia,ETH,1984,0.619260013103485
Ethiopia,ETH,1985,0.6517199873924261
Ethiopia,ETH,1986,0.6557000279426569
Ethiopia,ETH,1987,0.62432998418808
Ethiopia,ETH,1988,0.608049988746643
Ethiopia,ETH,1989,0.632040023803711
Ethiopia,ETH,1990,0.656809985637665
Ethiopia,ETH,1991,0.6656399965286249
Ethiopia,ETH,1992,0.7276600003242489
Ethiopia,ETH,1993,0.6994000077247621
Ethiopia,ETH,1994,0.617420017719269
Ethiopia,ETH,1995,0.5881000161170961
Ethiopia,ETH,1996,0.5651100277900699
Ethiopia,ETH,1997,0.565270006656647
Ethiopia,ETH,1998,0.578249990940094
Ethiopia,ETH,1999,0.598049998283386
Ethiopia,ETH,2000,0.645770013332367
Ethiopia,ETH,2001,0.6794099807739261
Ethiopia,ETH,2002,0.702049970626831
Ethiopia,ETH,2003,0.7178400158882141
Ethiopia,ETH,2004,0.766330003738403
Ethiopia,ETH,2005,0.8193399906158451
Ethiopia,ETH,2006,0.857999980449677
Ethiopia,ETH,2007,0.876950025558472
Ethiopia,ETH,2008,0.894299983978271
Ethiopia,ETH,2009,0.920409977436066
Ethiopia,ETH,2010,0.918789982795715
Ethiopia,ETH,2011,0.917100012302399
Ethiopia,ETH,2012,0.92577999830246
Ethiopia,ETH,2014,0.916890025138855
Fiji,FJI,1970,0.9603899717330929
Fiji,FJI,1971,0.9651600122451779
Fiji,FJI,1972,0.9751499891281129
Fiji,FJI,1973,0.957620024681091
Fiji,FJI,1974,0.9844099879264828
Fiji,FJI,1975,0.990190029144287
Fiji,FJI,1976,0.9865599870681759
Fiji,FJI,1977,0.9894899725914
Fiji,FJI,1978,0.9840199947357181
Fiji,FJI,1979,0.985719978809357
Fiji,FJI,1980,0.9836900234222409
Fiji,FJI,1981,0.9824299812316891
Fiji,FJI,1983,0.9850900173187259
Fiji,FJI,1984,0.9881299734115601
Fiji,FJI,1985,0.9876300096511841
Fiji,FJI,1986,0.9916499853134159
Fiji,FJI,1987,0.992659986019135
Fiji,FJI,1991,0.997739970684052
Fiji,FJI,1992,0.98905998468399
Fiji,FJI,1994,0.9910699725151059
Fiji,FJI,1995,1.0017800331115698
Fiji,FJI,1996,0.983860015869141
Fiji,FJI,1997,0.981599986553192
Fiji,FJI,1998,0.989120006561279
Fiji,FJI,1999,0.988839983940125
Fiji,FJI,2000,0.980279982089996
Fiji,FJI,2001,0.9917299747467041
Fiji,FJI,2002,1.00451004505157
Fiji,FJI,2003,0.9959200024604801
Fiji,FJI,2004,0.985140025615692
Fiji,FJI,2006,0.991230010986328
Fiji,FJI,2007,0.9829000234603879
Fiji,FJI,2008,0.9953100085258481
Fiji,FJI,2009,0.9841899871826171
Fiji,FJI,2011,0.999390006065369
Fiji,FJI,2012,1.0080100297927899
Fiji,FJI,2013,1.00901997089386
Finland,FIN,1972,0.930729985237122
Finland,FIN,1973,0.922110021114349
Finland,FIN,1974,0.9313099980354309
Finland,FIN,1975,0.958459973335266
Finland,FIN,1976,0.977739989757538
Finland,FIN,1977,0.987550020217896
Finland,FIN,1978,0.9921000003814701
Finland,FIN,1979,0.9951400160789491
Finland,FIN,1980,0.9923700094223019
Finland,FIN,1981,0.9916499853134159
Finland,FIN,1982,1.00358998775482
Finland,FIN,1983,0.992720007896423
Finland,FIN,1984,0.994599997997284
Finland,FIN,1985,0.9977800250053409
Finland,FIN,1986,0.999180018901825
Finland,FIN,1987,1.0059700012207
Finland,FIN,1988,1.00104999542236
Finland,FIN,1989,0.996569991111755
Finland,FIN,1990,0.9948300123214721
Finland,FIN,1991,0.9938099980354309
Finland,FIN,1992,0.996640026569366
Finland,FIN,1993,0.9972400069236759
Finland,FIN,1994,0.997739970684052
Finland,FIN,1995,0.9973099827766422
Finland,FIN,1996,1.00215005874634
Finland,FIN,1997,1.00120997428894
Finland,FIN,1998,0.9972000122070309
Finland,FIN,1999,0.9964900016784671
Finland,FIN,2000,0.9941400289535519
Finland,FIN,2001,0.994790017604828
Finland,FIN,2002,0.993170022964478
Finland,FIN,2003,0.991060018539429
Finland,FIN,2004,0.9910699725151059
Finland,FIN,2005,0.9928399920463559
Finland,FIN,2006,0.9970899820327759
Finland,FIN,2007,0.9960100054740909
Finland,FIN,2008,0.9918699860572809
Finland,FIN,2009,0.99330997467041
Finland,FIN,2010,0.993579983711243
Finland,FIN,2011,0.9934499859809879
Finland,FIN,2012,0.9939000010490421
Finland,FIN,2013,0.9956799745559691
Finland,FIN,2014,0.999409973621368
France,FRA,1971,1.00188004970551
France,FRA,1972,1.00370001792908
France,FRA,1973,1.0858299732208299
France,FRA,1974,1.00261998176575
France,FRA,1975,1.00072002410889
France,FRA,1976,1.0866500139236501
France,FRA,1977,0.989459991455078
France,FRA,1978,0.9947299957275391
France,FRA,1979,0.9847800135612491
France,FRA,1980,0.987640023231506
France,FRA,1981,0.986240029335022
France,FRA,1982,0.981710016727448
France,FRA,1983,0.985480010509491
France,FRA,1985,0.985140025615692
France,FRA,1986,0.981230020523071
France,FRA,1987,0.986240029335022
France,FRA,1988,0.988430023193359
France,FRA,1989,0.987659990787506
France,FRA,1990,0.9823300242424008
France,FRA,1991,0.9849200248718258
France,FRA,1992,0.9835500121116642
France,FRA,1993,0.9843999743461609
France,FRA,1994,0.9796500205993649
France,FRA,1995,0.9819599986076359
France,FRA,1996,0.984969973564148
France,FRA,1997,0.990270018577576
France,FRA,1998,0.990459978580475
France,FRA,1999,0.990190029144287
France,FRA,2000,0.9917700290679928
France,FRA,2001,0.9916200041770941
France,FRA,2002,0.992269992828369
France,FRA,2003,0.991310000419617
France,FRA,2004,0.992950022220612
France,FRA,2005,0.988250017166138
France,FRA,2006,0.987349987030029
France,FRA,2007,0.987240016460419
France,FRA,2008,0.9862200021743771
France,FRA,2009,0.9880099892616271
France,FRA,2010,0.9879400134086609
France,FRA,2011,0.996309995651245
France,FRA,2012,0.9990400075912479
France,FRA,2013,0.9944499731063839
France,FRA,2014,0.992579996585846
Gabon,GAB,1971,0.9016799926757809
Gabon,GAB,1972,0.908739984035492
Gabon,GAB,1973,0.928229987621307
Gabon,GAB,1974,0.935379981994629
Gabon,GAB,1975,0.930410027503967
Gabon,GAB,1976,0.951590001583099
Gabon,GAB,1977,0.9545400142669681
Gabon,GAB,1978,0.95455002784729
Gabon,GAB,1979,0.96152001619339
Gabon,GAB,1980,0.972169995307922
Gabon,GAB,1981,0.969720005989075
Gabon,GAB,1982,0.974640011787415
Gabon,GAB,1983,0.9770200252532959
Gabon,GAB,1984,0.9802700281143192
Gabon,GAB,1985,0.984009981155396
Gabon,GAB,1986,0.9798399806022641
Gabon,GAB,1987,0.9919400215148929
Gabon,GAB,1988,0.9890699982643131
Gabon,GAB,1989,0.998329997062683
Gabon,GAB,1992,0.9973099827766422
Gabon,GAB,1994,0.996819972991943
Gabon,GAB,1995,0.99617999792099
Gabon,GAB,1996,1.00069999694824
Gabon,GAB,1997,0.9960399866104129
Gabon,GAB,1999,1.0030599832534801
Gabon,GAB,2001,1.00024998188019
Gabon,GAB,2002,0.9954299926757809
Gabon,GAB,2003,0.99549001455307
Gabon,GAB,2011,0.9686899781227108
Gambia,GMB,1971,0.44964000582695
Gambia,GMB,1972,0.459509998559952
Gambia,GMB,1973,0.470999985933304
Gambia,GMB,1974,0.484169989824295
Gambia,GMB,1975,0.5113999843597411
Gambia,GMB,1976,0.505209982395172
Gambia,GMB,1977,0.480430006980896
Gambia,GMB,1978,0.477959990501404
Gambia,GMB,1979,0.4790700078010561
Gambia,GMB,1980,0.49564999341964705
Gambia,GMB,1981,0.523519992828369
Gambia,GMB,1982,0.535179972648621
Gambia,GMB,1983,0.553260028362274
Gambia,GMB,1984,0.5861600041389471
Gambia,GMB,1985,0.6020500063896179
Gambia,GMB,1986,0.617860019207001
Gambia,GMB,1987,0.6352199912071229
Gambia,GMB,1989,0.633620023727417
Gambia,GMB,1992,0.680000007152557
Gambia,GMB,1993,0.705429971218109
Gambia,GMB,1994,0.72952002286911
Gambia,GMB,1995,0.7466899752616879
Gambia,GMB,1996,0.7729099988937379
Gambia,GMB,1997,0.797510027885437
Gambia,GMB,1998,0.814109981060028
Gambia,GMB,1999,0.836570024490356
Gambia,GMB,2000,0.860589981079102
Gambia,GMB,2001,0.8937600255012509
Gambia,GMB,2002,0.89436000585556
Gambia,GMB,2003,0.966880023479462
Gambia,GMB,2004,0.99838000535965
Gambia,GMB,2005,1.02305996417999
Gambia,GMB,2006,1.04498994350433
Gambia,GMB,2007,1.04584002494812
Gambia,GMB,2008,1.06075000762939
Gambia,GMB,2010,1.02629995346069
Gambia,GMB,2011,1.03711998462677
Gambia,GMB,2012,1.03949999809265
Gambia,GMB,2013,1.03791999816895
Gambia,GMB,2014,1.04963004589081
Georgia,GEO,1981,0.981869995594025
Georgia,GEO,1986,0.986819982528687
Georgia,GEO,1991,0.9953100085258481
Georgia,GEO,1992,0.9948599934577941
Georgia,GEO,1993,0.995980024337769
Georgia,GEO,1994,0.930069983005524
Georgia,GEO,1995,0.982100009918213
Georgia,GEO,1996,1.00789999961853
Georgia,GEO,1997,0.985979974269867
Georgia,GEO,1998,0.99795001745224
Georgia,GEO,1999,0.9930899739265441
Georgia,GEO,2000,0.9865599870681759
Georgia,GEO,2001,1.00981998443604
Georgia,GEO,2002,1.0043799877166701
Georgia,GEO,2003,0.9802700281143192
Georgia,GEO,2004,0.958190023899078
Georgia,GEO,2005,0.9831500053405758
