Entity,Code,Year,wat_sm
Gambia,GMB,2006,29.54
Gambia,GMB,2007,30.57
Gambia,GMB,2008,31.61
Gambia,GMB,2009,32.67
Gambia,GMB,2010,33.75
Gambia,GMB,2011,34.83
Gambia,GMB,2012,35.94
Gambia,GMB,2013,37.05
Gambia,GMB,2014,38.18
Gambia,GMB,2015,39.32
Gambia,GMB,2016,40.47
Gambia,GMB,2017,41.63
Gambia,GMB,2018,42.8
Gambia,GMB,2019,43.98
Gambia,GMB,2020,44.72
Georgia,GEO,2000,62.25
Georgia,GEO,2001,62.2
Georgia,GEO,2002,62.28
Georgia,GEO,2003,62.51
Georgia,GEO,2004,62.74
Georgia,GEO,2005,62.97
Georgia,GEO,2006,63.2
Georgia,GEO,2007,63.42
Georgia,GEO,2008,63.65
Georgia,GEO,2009,63.88
Georgia,GEO,2010,64.1
Georgia,GEO,2011,64.33
Georgia,GEO,2012,64.55
Georgia,GEO,2013,64.77
Georgia,GEO,2014,64.99
Georgia,GEO,2015,65.21
Georgia,GEO,2016,65.44
Georgia,GEO,2017,65.66
Georgia,GEO,2018,65.89
Georgia,GEO,2019,66.12
Georgia,GEO,2020,66.35
Germany,DEU,2000,99.82
Germany,DEU,2001,99.82
Germany,DEU,2002,99.82
Germany,DEU,2003,99.82
Germany,DEU,2004,99.84
Germany,DEU,2005,99.85
Germany,DEU,2006,99.86
Germany,DEU,2007,99.87
Germany,DEU,2008,99.88
Germany,DEU,2009,99.89
Germany,DEU,2010,99.9
Germany,DEU,2011,99.91
Germany,DEU,2012,99.93
Germany,DEU,2013,99.94
Germany,DEU,2014,99.95
Germany,DEU,2015,99.96
Germany,DEU,2016,99.97
Germany,DEU,2017,99.98
Germany,DEU,2018,99.99
Germany,DEU,2019,99.99
Germany,DEU,2020,99.99
Ghana,GHA,2000,13.28
Ghana,GHA,2001,13.56
Ghana,GHA,2002,14.52
Ghana,GHA,2003,15.77
Ghana,GHA,2004,17.06
Ghana,GHA,2005,18.38
Ghana,GHA,2006,19.72
Ghana,GHA,2007,21.09
Ghana,GHA,2008,22.5
Ghana,GHA,2009,23.93
Ghana,GHA,2010,25.39
Ghana,GHA,2011,26.87
Ghana,GHA,2012,28.39
Ghana,GHA,2013,29.93
Ghana,GHA,2014,31.49
Ghana,GHA,2015,33.09
Ghana,GHA,2016,34.7
Ghana,GHA,2017,36.34
Ghana,GHA,2018,38.01
Ghana,GHA,2019,39.7
Ghana,GHA,2020,41.41
Gibraltar,GIB,2000,100
Gibraltar,GIB,2001,100
Gibraltar,GIB,2002,100
Gibraltar,GIB,2003,100
Gibraltar,GIB,2004,100
Gibraltar,GIB,2005,100
Gibraltar,GIB,2006,100
Gibraltar,GIB,2007,100
Gibraltar,GIB,2008,100
Gibraltar,GIB,2009,100
Gibraltar,GIB,2010,100
Gibraltar,GIB,2011,100
Gibraltar,GIB,2012,100
Gibraltar,GIB,2013,100
Gibraltar,GIB,2014,100
Gibraltar,GIB,2015,100
Gibraltar,GIB,2016,100
Gibraltar,GIB,2017,100
Gibraltar,GIB,2018,100
Gibraltar,GIB,2019,100
Gibraltar,GIB,2020,100
Greece,GRC,2000,98.77
Greece,GRC,2001,98.8
Greece,GRC,2002,98.83
Greece,GRC,2003,98.85
Greece,GRC,2004,98.95
Greece,GRC,2005,99.04
Greece,GRC,2006,99.13
Greece,GRC,2007,99.21
Greece,GRC,2008,99.3
Greece,GRC,2009,99.39
Greece,GRC,2010,99.48
Greece,GRC,2011,99.57
Greece,GRC,2012,99.65
Greece,GRC,2013,99.74
Greece,GRC,2014,99.81
Greece,GRC,2015,99.88
Greece,GRC,2016,99.94
Greece,GRC,2017,100
Greece,GRC,2018,100
Greece,GRC,2019,100
Greece,GRC,2020,100
Greenland,GRL,2000,93.58
Greenland,GRL,2001,93.58
Greenland,GRL,2002,93.58
Greenland,GRL,2003,93.58
Greenland,GRL,2004,94.05
Greenland,GRL,2005,94.51
Greenland,GRL,2006,94.98
Greenland,GRL,2007,95.45
Greenland,GRL,2008,95.91
Greenland,GRL,2009,96.38
Greenland,GRL,2010,96.77
Greenland,GRL,2011,96.77
Greenland,GRL,2012,96.76
Greenland,GRL,2013,96.76
Greenland,GRL,2014,96.76
Greenland,GRL,2015,96.75
Greenland,GRL,2016,96.75
Greenland,GRL,2017,96.75
Greenland,GRL,2018,96.75
Greenland,GRL,2019,96.74
Greenland,GRL,2020,96.74
Grenada,GRD,2000,78.72
Grenada,GRD,2001,79.61
Grenada,GRD,2002,80.5
Grenada,GRD,2003,81.4
Grenada,GRD,2004,82.3
Grenada,GRD,2005,83.21
Grenada,GRD,2006,84.12
Grenada,GRD,2007,85.03
Grenada,GRD,2008,85.95
Grenada,GRD,2009,86.86
Grenada,GRD,2010,87.12
Grenada,GRD,2011,87.33
Grenada,GRD,2012,87.43
Grenada,GRD,2013,87.12
Grenada,GRD,2014,87.12
Grenada,GRD,2015,87.12
Grenada,GRD,2016,87.12
Grenada,GRD,2017,87.12
Guadeloupe,GLP,2001,96.93
Guadeloupe,GLP,2002,96.93
Guadeloupe,GLP,2003,96.93
Guadeloupe,GLP,2004,96.93
Guadeloupe,GLP,2005,96.93
Guadeloupe,GLP,2006,96.98
Guadeloupe,GLP,2007,97.02
Guadeloupe,GLP,2008,97.07
Guadeloupe,GLP,2009,97.12
Guadeloupe,GLP,2010,97.16
Guadeloupe,GLP,2011,97.21
Guadeloupe,GLP,2012,97.26
Guadeloupe,GLP,2013,97.31
Guadeloupe,GLP,2014,97.35
Guadeloupe,GLP,2015,97.4
Guadeloupe,GLP,2016,97.45
Guadeloupe,GLP,2017,97.49
Guadeloupe,GLP,2018,97.54
Guadeloupe,GLP,2019,97.59
Guadeloupe,GLP,2020,97.59
Guam,GUM,2000,99.14
Guam,GUM,2001,99.17
Guam,GUM,2002,99.19
Guam,GUM,2003,99.22
Guam,GUM,2004,99.24
Guam,GUM,2005,99.27
Guam,GUM,2006,99.29
Guam,GUM,2007,99.32
Guam,GUM,2008,99.34
Guam,GUM,2009,99.37
Guam,GUM,2010,99.39
Guam,GUM,2011,99.41
Guam,GUM,2012,99.44
Guam,GUM,2013,99.44
Guam,GUM,2014,99.44
Guam,GUM,2015,99.44
Guam,GUM,2016,99.44
Guam,GUM,2017,99.44
Guam,GUM,2018,99.44
Guam,GUM,2019,99.44
Guam,GUM,2020,99.44
Guatemala,GTM,2000,46.78
Guatemala,GTM,2001,47.26
Guatemala,GTM,2002,47.75
Guatemala,GTM,2003,48.24
Guatemala,GTM,2004,48.72
Guatemala,GTM,2005,49.21
Guatemala,GTM,2006,49.7
Guatemala,GTM,2007,50.2
Guatemala,GTM,2008,50.69
Guatemala,GTM,2009,51.19
Guatemala,GTM,2010,51.69
Guatemala,GTM,2011,52.2
Guatemala,GTM,2012,52.7
Guatemala,GTM,2013,53.21
Guatemala,GTM,2014,53.73
Guatemala,GTM,2015,54.25
Guatemala,GTM,2016,54.77
Guatemala,GTM,2017,55.04
Guatemala,GTM,2018,55.3
Guatemala,GTM,2019,55.57
Guatemala,GTM,2020,55.83
Guinea-Bissau,GNB,2000,17.59
Guinea-Bissau,GNB,2001,17.92
Guinea-Bissau,GNB,2002,18.26
Guinea-Bissau,GNB,2003,18.59
Guinea-Bissau,GNB,2004,18.92
Guinea-Bissau,GNB,2005,19.26
Guinea-Bissau,GNB,2006,19.6
Guinea-Bissau,GNB,2007,19.93
Guinea-Bissau,GNB,2008,20.27
Guinea-Bissau,GNB,2009,20.61
Guinea-Bissau,GNB,2010,20.94
Guinea-Bissau,GNB,2011,21.28
Guinea-Bissau,GNB,2012,21.62
Guinea-Bissau,GNB,2013,21.96
Guinea-Bissau,GNB,2014,22.3
Guinea-Bissau,GNB,2015,22.64
Guinea-Bissau,GNB,2016,22.98
Guinea-Bissau,GNB,2017,23.32
Guinea-Bissau,GNB,2018,23.65
Guinea-Bissau,GNB,2019,23.99
Guinea-Bissau,GNB,2020,24.33
High income,,2000,95.15
High income,,2001,95.2
High income,,2002,95.79
High income,,2003,95.85
High income,,2004,95.91
High income,,2005,95.81
High income,,2006,95.86
High income,,2007,95.92
High income,,2008,95.99
High income,,2009,96.06
High income,,2010,96.24
High income,,2011,96.41
High income,,2012,96.58
High income,,2013,96.72
High income,,2014,96.86
High income,,2015,97
High income,,2016,97.14
High income,,2017,97.26
High income,,2018,97.37
High income,,2019,97.48
High income,,2020,97.57
Hong Kong,HKG,2000,98.12
Hong Kong,HKG,2001,98.25
Hong Kong,HKG,2002,98.37
Hong Kong,HKG,2003,98.5
Hong Kong,HKG,2004,98.62
Hong Kong,HKG,2005,98.74
Hong Kong,HKG,2006,98.87
Hong Kong,HKG,2007,98.99
Hong Kong,HKG,2008,99.11
Hong Kong,HKG,2009,99.24
Hong Kong,HKG,2010,99.36
Hong Kong,HKG,2011,99.49
Hong Kong,HKG,2012,99.61
Hong Kong,HKG,2013,99.74
Hong Kong,HKG,2014,99.86
Hong Kong,HKG,2015,99.98
Hong Kong,HKG,2016,100
Hong Kong,HKG,2017,100
Hong Kong,HKG,2018,100
Hong Kong,HKG,2019,100
Hong Kong,HKG,2020,100
Hungary,HUN,2000,92.19
Hungary,HUN,2001,92.19
Hungary,HUN,2002,92.22
Hungary,HUN,2003,92.24
Hungary,HUN,2004,92.26
Hungary,HUN,2005,92.28
Hungary,HUN,2006,92.31
Hungary,HUN,2007,92.33
Hungary,HUN,2008,92.36
Hungary,HUN,2009,92.39
Hungary,HUN,2010,92.41
Hungary,HUN,2011,92.43
Hungary,HUN,2012,92.45
Hungary,HUN,2013,92.46
Hungary,HUN,2014,92.48
Hungary,HUN,2015,92.49
Hungary,HUN,2016,92.5
Hungary,HUN,2017,92.54
Hungary,HUN,2018,92.56
Hungary,HUN,2019,92.57
Hungary,HUN,2020,92.59
Iceland,ISL,2000,89.54
Iceland,ISL,2001,90.17
Iceland,ISL,2002,90.79
Iceland,ISL,2003,91.42
Iceland,ISL,2004,92.05
Iceland,ISL,2005,92.67
Iceland,ISL,2006,93.3
Iceland,ISL,2007,93.93
Iceland,ISL,2008,94.56
Iceland,ISL,2009,95.18
Iceland,ISL,2010,95.81
Iceland,ISL,2011,96.44
Iceland,ISL,2012,97.06
Iceland,ISL,2013,97.69
Iceland,ISL,2014,98.32
Iceland,ISL,2015,98.94
Iceland,ISL,2016,99.57
Iceland,ISL,2017,100
Iceland,ISL,2018,100
Iceland,ISL,2019,100
Iceland,ISL,2020,100
Iran,IRN,2000,90.32
Iran,IRN,2001,90.55
Iran,IRN,2002,90.78
Iran,IRN,2003,91
Iran,IRN,2004,91.22
Iran,IRN,2005,91.43
Iran,IRN,2006,91.64
Iran,IRN,2007,91.84
Iran,IRN,2008,92.03
Iran,IRN,2009,92.21
Iran,IRN,2010,92.4
Iran,IRN,2011,92.57
Iran,IRN,2012,92.75
Iran,IRN,2013,92.91
Iran,IRN,2014,93.08
Iran,IRN,2015,93.24
Iran,IRN,2016,93.39
Iran,IRN,2017,93.55
Iran,IRN,2018,93.7
Iran,IRN,2019,93.84
Iran,IRN,2020,93.98
Iraq,IRQ,2000,50.24
Iraq,IRQ,2001,50.72
Iraq,IRQ,2002,51.19
Iraq,IRQ,2003,51.67
Iraq,IRQ,2004,52.14
Iraq,IRQ,2005,52.62
Iraq,IRQ,2006,53.09
Iraq,IRQ,2007,53.56
Iraq,IRQ,2008,54.03
Iraq,IRQ,2009,54.5
Iraq,IRQ,2010,54.99
Iraq,IRQ,2011,55.48
Iraq,IRQ,2012,55.97
Iraq,IRQ,2013,56.46
Iraq,IRQ,2014,56.95
Iraq,IRQ,2015,57.43
Iraq,IRQ,2016,57.91
Iraq,IRQ,2017,58.4
Iraq,IRQ,2018,58.88
Iraq,IRQ,2019,59.36
Iraq,IRQ,2020,59.66
Ireland,IRL,2000,93.49
Ireland,IRL,2001,93.71
Ireland,IRL,2002,93.93
Ireland,IRL,2003,94.14
Ireland,IRL,2004,94.36
Ireland,IRL,2005,94.58
Ireland,IRL,2006,94.8
Ireland,IRL,2007,95.02
Ireland,IRL,2008,95.24
Ireland,IRL,2009,95.46
Ireland,IRL,2010,95.68
Ireland,IRL,2011,95.9
Ireland,IRL,2012,96.11
Ireland,IRL,2013,96.33
Ireland,IRL,2014,96.55
Ireland,IRL,2015,96.77
Ireland,IRL,2016,96.99
Ireland,IRL,2017,97.2
Ireland,IRL,2018,97.33
Ireland,IRL,2019,97.33
Ireland,IRL,2020,97.33
Isle of Man,IMN,2009,97.21
Isle of Man,IMN,2010,97.21
Isle of Man,IMN,2011,97.21
Isle of Man,IMN,2012,97.21
Isle of Man,IMN,2013,97.21
Isle of Man,IMN,2014,97.21
Isle of Man,IMN,2015,97.21
Isle of Man,IMN,2016,97.21
Isle of Man,IMN,2017,97.21
Isle of Man,IMN,2018,97.21
Isle of Man,IMN,2019,97.21
Isle of Man,IMN,2020,97.21
Israel,ISR,2000,99.86
Israel,ISR,2001,99.86
Israel,ISR,2002,99.86
Israel,ISR,2003,99.86
Israel,ISR,2004,99.86
Israel,ISR,2005,99.86
Israel,ISR,2006,99.86
Israel,ISR,2007,99.86
Israel,ISR,2008,99.82
Israel,ISR,2009,99.78
Israel,ISR,2010,99.73
Israel,ISR,2011,99.69
Israel,ISR,2012,99.65
Israel,ISR,2013,99.61
Israel,ISR,2014,99.57
Israel,ISR,2015,99.53
Israel,ISR,2016,99.49
Israel,ISR,2017,99.44
Israel,ISR,2018,99.4
Israel,ISR,2019,99.36
Israel,ISR,2020,99.32
Italy,ITA,2000,94.77
Italy,ITA,2001,94.99
Italy,ITA,2002,95.21
Italy,ITA,2003,95.42
Italy,ITA,2004,95.64
Italy,ITA,2005,95.86
Italy,ITA,2006,96.08
Italy,ITA,2007,96.09
Italy,ITA,2008,96.06
Italy,ITA,2009,96.03
Italy,ITA,2010,96
Italy,ITA,2011,95.97
Italy,ITA,2012,95.94
Italy,ITA,2013,95.91
Italy,ITA,2014,95.88
Italy,ITA,2015,95.82
Italy,ITA,2016,95.82
Italy,ITA,2017,95.82
Italy,ITA,2018,95.82
Italy,ITA,2019,95.82
Italy,ITA,2020,95.82
Japan,JPN,2000,97.85
Japan,JPN,2001,97.85
Japan,JPN,2002,97.85
Japan,JPN,2003,97.85
Japan,JPN,2004,97.85
Japan,JPN,2005,97.9
Japan,JPN,2006,97.95
Japan,JPN,2007,98
Japan,JPN,2008,98.04
Japan,JPN,2009,98.09
Japan,JPN,2010,98.14
Japan,JPN,2011,98.19
Japan,JPN,2012,98.23
Japan,JPN,2013,98.28
Japan,JPN,2014,98.33
Japan,JPN,2015,98.38
Japan,JPN,2016,98.42
Japan,JPN,2017,98.47
Japan,JPN,2018,98.52
Japan,JPN,2019,98.57
Japan,JPN,2020,98.57
Jordan,JOR,2000,53.76
Jordan,JOR,2001,53.75
Jordan,JOR,2002,53.74
Jordan,JOR,2003,53.73
Jordan,JOR,2004,53.72
Jordan,JOR,2005,53.65
Jordan,JOR,2006,55.74
Jordan,JOR,2007,57.84
Jordan,JOR,2008,59.95
Jordan,JOR,2009,62.06
Jordan,JOR,2010,64.18
Jordan,JOR,2011,66.31
Jordan,JOR,2012,68.44
Jordan,JOR,2013,70.58
Jordan,JOR,2014,72.72
Jordan,JOR,2015,74.88
Jordan,JOR,2016,77.05
Jordan,JOR,2017,79.21
Jordan,JOR,2018,81.37
Jordan,JOR,2019,83.54
Jordan,JOR,2020,85.7
Kazakhstan,KAZ,2000,63.1
Kazakhstan,KAZ,2001,63.37
Kazakhstan,KAZ,2002,64.93
Kazakhstan,KAZ,2003,66.5
Kazakhstan,KAZ,2004,68.09
Kazakhstan,KAZ,2005,69.69
Kazakhstan,KAZ,2006,71.3
Kazakhstan,KAZ,2007,72.93
Kazakhstan,KAZ,2008,74.57
Kazakhstan,KAZ,2009,76.22
Kazakhstan,KAZ,2010,77.88
Kazakhstan,KAZ,2011,79.56
Kazakhstan,KAZ,2012,81.25
Kazakhstan,KAZ,2013,82.91
Kazakhstan,KAZ,2014,84.49
Kazakhstan,KAZ,2015,86.08
Kazakhstan,KAZ,2016,87.69
Kazakhstan,KAZ,2017,89.3
Kazakhstan,KAZ,2018,89.31
Kazakhstan,KAZ,2019,89.32
Kazakhstan,KAZ,2020,89.33
Kiribati,KIR,2000,9.99
Kiribati,KIR,2001,10.19
Kiribati,KIR,2002,10.34
Kiribati,KIR,2003,10.49
Kiribati,KIR,2004,10.63
Kiribati,KIR,2005,10.78
Kiribati,KIR,2006,10.98
Kiribati,KIR,2007,11.23
Kiribati,KIR,2008,11.48
Kiribati,KIR,2009,11.74
Kiribati,KIR,2010,12
Kiribati,KIR,2011,12.26
Kiribati,KIR,2012,12.52
Kiribati,KIR,2013,12.79
Kiribati,KIR,2014,13.05
Kiribati,KIR,2015,13.33
Kiribati,KIR,2016,13.6
Kiribati,KIR,2017,13.87
Kiribati,KIR,2018,14.14
Kiribati,KIR,2019,14.42
Kiribati,KIR,2020,14.69
Kuwait,KWT,2000,100
Kuwait,KWT,2001,100
Kuwait,KWT,2002,100
Kuwait,KWT,2003,100
Kuwait,KWT,2004,100
Kuwait,KWT,2005,100
Kuwait,KWT,2006,100
Kuwait,KWT,2007,100
Kuwait,KWT,2008,100
Kuwait,KWT,2009,100
Kuwait,KWT,2010,100
Kuwait,KWT,2011,100
Kuwait,KWT,2012,100
Kuwait,KWT,2013,100
Kuwait,KWT,2014,100
Kuwait,KWT,2015,100
Kuwait,KWT,2016,100
Kuwait,KWT,2017,100
Kuwait,KWT,2018,100
Kuwait,KWT,2019,100
Kuwait,KWT,2020,100
Kyrgyzstan,KGZ,2000,46.04
Kyrgyzstan,KGZ,2001,46.04
Kyrgyzstan,KGZ,2002,46.32
Kyrgyzstan,KGZ,2003,46.61
Kyrgyzstan,KGZ,2004,46.9
Kyrgyzstan,KGZ,2005,48.6
Kyrgyzstan,KGZ,2006,50.33
Kyrgyzstan,KGZ,2007,52.09
Kyrgyzstan,KGZ,2008,53.87
Kyrgyzstan,KGZ,2009,55.68
Kyrgyzstan,KGZ,2010,57.52
Kyrgyzstan,KGZ,2011,59.4
Kyrgyzstan,KGZ,2012,61.31
Kyrgyzstan,KGZ,2013,62.94
Kyrgyzstan,KGZ,2014,64.6
Kyrgyzstan,KGZ,2015,66.29
Kyrgyzstan,KGZ,2016,68
Kyrgyzstan,KGZ,2017,68.41
Kyrgyzstan,KGZ,2018,68.84
Kyrgyzstan,KGZ,2019,69.26
Kyrgyzstan,KGZ,2020,70.09
Landlocked Developing Countries,,2000,26.1
Landlocked Developing Countries,,2001,26.42
Landlocked Developing Countries,,2002,26.89
Landlocked Developing Countries,,2003,27.36
Landlocked Developing Countries,,2004,27.84
Landlocked Developing Countries,,2005,28.24
Landlocked Developing Countries,,2006,28.7
Landlocked Developing Countries,,2007,29.2
Landlocked Developing Countries,,2008,29.73
Landlocked Developing Countries,,2009,30.29
Landlocked Developing Countries,,2010,30.87
Landlocked Developing Countries,,2011,30.95
Landlocked Developing Countries,,2012,31.5
Landlocked Developing Countries,,2013,32.04
Landlocked Developing Countries,,2014,32.59
Landlocked Developing Countries,,2015,33.15
Landlocked Developing Countries,,2016,33.68
Landlocked Developing Countries,,2017,34.2
Landlocked Developing Countries,,2018,34.65
Landlocked Developing Countries,,2019,35.1
Landlocked Developing Countries,,2020,35.45
Laos,LAO,2000,4.88
Laos,LAO,2001,6.67
Laos,LAO,2002,8.6
Laos,LAO,2003,10.61
Laos,LAO,2004,11.12
Laos,LAO,2005,11.61
Laos,LAO,2006,12.03
Laos,LAO,2007,12.46
Laos,LAO,2008,12.89
Laos,LAO,2009,13.31
Laos,LAO,2010,13.74
Laos,LAO,2011,14.17
Laos,LAO,2012,14.59
Laos,LAO,2013,15.02
Laos,LAO,2014,15.45
Laos,LAO,2015,15.88
Laos,LAO,2016,16.3
Laos,LAO,2017,16.73
Laos,LAO,2018,17.16
Laos,LAO,2019,17.59
Laos,LAO,2020,17.68
Latin America and the Caribbean,,2000,71.74
Latin America and the Caribbean,,2001,72.06
Latin America and the Caribbean,,2002,72.37
Latin America and the Caribbean,,2003,72.66
Latin America and the Caribbean,,2004,72.95
Latin America and the Caribbean,,2005,73.23
Latin America and the Caribbean,,2006,73.52
Latin America and the Caribbean,,2007,73.8
Latin America and the Caribbean,,2008,74.09
Latin America and the Caribbean,,2009,74.38
Latin America and the Caribbean,,2010,74.66
Latin America and the Caribbean,,2011,74.94
Latin America and the Caribbean,,2012,75
Latin America and the Caribbean,,2013,75.06
Latin America and the Caribbean,,2014,75.12
Latin America and the Caribbean,,2015,75.18
Latin America and the Caribbean,,2016,75.23
Latin America and the Caribbean,,2017,75.3
Latin America and the Caribbean,,2018,75.34
Latin America and the Caribbean,,2019,75.35
Latin America and the Caribbean,,2020,75.38
Latvia,LVA,2000,92.55
Latvia,LVA,2001,92.53
Latvia,LVA,2002,92.55
Latvia,LVA,2003,92.59
Latvia,LVA,2004,92.65
Latvia,LVA,2005,92.71
Latvia,LVA,2006,92.78
Latvia,LVA,2007,93.02
Latvia,LVA,2008,93.25
Latvia,LVA,2009,93.5
Latvia,LVA,2010,93.75
Latvia,LVA,2011,94
Latvia,LVA,2012,94.25
Latvia,LVA,2013,94.51
Latvia,LVA,2014,94.76
Latvia,LVA,2015,95.01
Latvia,LVA,2016,95.26
Latvia,LVA,2017,95.52
Latvia,LVA,2018,95.78
Latvia,LVA,2019,96.03
Latvia,LVA,2020,96.29
Least Developed Countries,,2000,24.97
Least Developed Countries,,2001,25.32
Least Developed Countries,,2002,25.74
Least Developed Countries,,2003,26.18
Least Developed Countries,,2004,26.65
Least Developed Countries,,2005,27.17
Least Developed Countries,,2006,27.72
Least Developed Countries,,2007,28.28
Least Developed Countries,,2008,28.88
Least Developed Countries,,2009,29.49
Least Developed Countries,,2010,30.1
Least Developed Countries,,2011,30.48
Least Developed Countries,,2012,31.21
Least Developed Countries,,2013,31.94
Least Developed Countries,,2014,32.69
Least Developed Countries,,2015,33.45
Least Developed Countries,,2016,34.21
Least Developed Countries,,2017,34.98
Least Developed Countries,,2018,35.73
Least Developed Countries,,2019,36.48
Least Developed Countries,,2020,37.09
Lebanon,LBN,2000,44.24
Lebanon,LBN,2001,44.42
Lebanon,LBN,2002,44.6
Lebanon,LBN,2003,44.79
Lebanon,LBN,2004,44.97
Lebanon,LBN,2005,45.16
Lebanon,LBN,2006,45.34
Lebanon,LBN,2007,45.52
Lebanon,LBN,2008,45.71
Lebanon,LBN,2009,45.89
Lebanon,LBN,2010,46.07
Lebanon,LBN,2011,46.26
Lebanon,LBN,2012,46.44
Lebanon,LBN,2013,46.62
Lebanon,LBN,2014,46.81
Lebanon,LBN,2015,46.99
Lebanon,LBN,2016,47.17
Lebanon,LBN,2017,47.36
Lebanon,LBN,2018,47.54
Lebanon,LBN,2019,47.7
Lebanon,LBN,2020,47.7
Lesotho,LSO,2000,8.85
Lesotho,LSO,2001,9.72
Lesotho,LSO,2002,10.61
Lesotho,LSO,2003,11.53
Lesotho,LSO,2004,12.46
Lesotho,LSO,2005,13.42
Lesotho,LSO,2006,14.41
Lesotho,LSO,2007,15.37
Lesotho,LSO,2008,16.35
Lesotho,LSO,2009,17.35
Lesotho,LSO,2010,18.37
Lesotho,LSO,2011,19.42
Lesotho,LSO,2012,20.41
Lesotho,LSO,2013,21.42
Lesotho,LSO,2014,22.45
Lesotho,LSO,2015,23.5
Lesotho,LSO,2016,24.56
Lesotho,LSO,2017,25.64
Lesotho,LSO,2018,26.74
Lesotho,LSO,2019,27.87
Lesotho,LSO,2020,28.91
Liechtenstein,LIE,2000,100
Liechtenstein,LIE,2001,100
Liechtenstein,LIE,2002,100
Liechtenstein,LIE,2003,100
Liechtenstein,LIE,2004,100
Liechtenstein,LIE,2005,100
Liechtenstein,LIE,2006,100
Liechtenstein,LIE,2007,100
Liechtenstein,LIE,2008,100
Liechtenstein,LIE,2009,100
Liechtenstein,LIE,2010,100
Liechtenstein,LIE,2011,100
Liechtenstein,LIE,2012,100
Liechtenstein,LIE,2013,100
Liechtenstein,LIE,2014,100
Liechtenstein,LIE,2015,100
Liechtenstein,LIE,2016,100
Liechtenstein,LIE,2017,100
Liechtenstein,LIE,2018,100
Liechtenstein,LIE,2019,100
Liechtenstein,LIE,2020,100
Lithuania,LTU,2000,67.2
Lithuania,LTU,2001,67.53
Lithuania,LTU,2002,67.86
Lithuania,LTU,2003,68.2
Lithuania,LTU,2004,70.21
Lithuania,LTU,2005,72.25
Lithuania,LTU,2006,74.32
Lithuania,LTU,2007,76.4
Lithuania,LTU,2008,78.51
Lithuania,LTU,2009,80.61
Lithuania,LTU,2010,82.73
Lithuania,LTU,2011,84.87
Lithuania,LTU,2012,87.05
Lithuania,LTU,2013,89.24
Lithuania,LTU,2014,91.44
Lithuania,LTU,2015,93.54
Lithuania,LTU,2016,93.99
Lithuania,LTU,2017,94.44
Lithuania,LTU,2018,94.87
Lithuania,LTU,2019,94.9
Lithuania,LTU,2020,94.92
Low income,,2000,18.78
Low income,,2001,18.97
Low income,,2002,19.24
Low income,,2003,19.56
Low income,,2004,19.9
Low income,,2005,20.33
Low income,,2006,20.79
Low income,,2007,21.29
Low income,,2008,21.85
Low income,,2009,22.4
Low income,,2010,22.93
Low income,,2011,23.07
Low income,,2012,23.57
Low income,,2013,24.09
Low income,,2014,24.65
Low income,,2015,25.26
Low income,,2016,25.92
Low income,,2017,26.55
Low income,,2018,27.26
Low income,,2019,28.03
Low income,,2020,28.8
Lower-middle income,,2000,43.08
Lower-middle income,,2001,43.74
Lower-middle income,,2002,44.45
Lower-middle income,,2003,45.17
Lower-middle income,,2004,45.95
Lower-middle income,,2005,46.71
Lower-middle income,,2006,47.5
Lower-middle income,,2007,48.28
Lower-middle income,,2008,49.07
Lower-middle income,,2009,49.86
Lower-middle income,,2010,50.65
Lower-middle income,,2011,51.44
Lower-middle income,,2012,52.27
Lower-middle income,,2013,53.09
Lower-middle income,,2014,53.85
Lower-middle income,,2015,54.58
Lower-middle income,,2016,55.3
Lower-middle income,,2017,56.02
Lower-middle income,,2018,56.71
Lower-middle income,,2019,57.42
Lower-middle income,,2020,58.08
Luxembourg,LUX,2000,99.78
Luxembourg,LUX,2001,99.77
Luxembourg,LUX,2002,99.77
Luxembourg,LUX,2003,99.77
Luxembourg,LUX,2004,99.77
Luxembourg,LUX,2005,99.77
Luxembourg,LUX,2006,99.77
Luxembourg,LUX,2007,99.77
Luxembourg,LUX,2008,99.77
Luxembourg,LUX,2009,99.76
Luxembourg,LUX,2010,99.76
Luxembourg,LUX,2011,99.76
Luxembourg,LUX,2012,99.72
Luxembourg,LUX,2013,99.66
Luxembourg,LUX,2014,99.61
Luxembourg,LUX,2015,99.57
Luxembourg,LUX,2016,99.52
Luxembourg,LUX,2017,99.48
Luxembourg,LUX,2018,99.44
Luxembourg,LUX,2019,99.45
Luxembourg,LUX,2020,99.46
Macao,MAC,2000,99.98
Macao,MAC,2001,99.98
Macao,MAC,2002,99.98
Macao,MAC,2003,99.98
Macao,MAC,2004,99.98
Macao,MAC,2005,99.98
Macao,MAC,2006,99.98
Macao,MAC,2007,99.98
Macao,MAC,2008,99.98
Macao,MAC,2009,99.98
Macao,MAC,2010,99.98
Macao,MAC,2011,99.98
Macao,MAC,2012,99.98
Macao,MAC,2013,99.98
Macao,MAC,2014,99.98
Macao,MAC,2015,99.98
Macao,MAC,2016,99.98
Macao,MAC,2017,99.98
Macao,MAC,2018,99.98
Macao,MAC,2019,99.98
Macao,MAC,2020,99.98
Madagascar,MDG,2000,6.7
Madagascar,MDG,2001,7.28
Madagascar,MDG,2002,7.89
Madagascar,MDG,2003,8.5
Madagascar,MDG,2004,9.14
Madagascar,MDG,2005,9.86
Madagascar,MDG,2006,10.6
