Entity,Code,Year,"17.13.1 - Gross public sector debt, Central Government, as a proportion of GDP (%) - DP_DOD_DLD2_CR_CG_Z1"
Russia,RUS,2010,0
Russia,RUS,2011,0
Russia,RUS,2012,7.50697
Russia,RUS,2013,8.58517
Russia,RUS,2014,10.35331
Russia,RUS,2015,10.81542
Russia,RUS,2016,10.47584
Russia,RUS,2017,10.97256
Russia,RUS,2018,10.38553
Russia,RUS,2019,11.62699
Russia,RUS,2020,15.74405
Russia,RUS,2021,16.16975
Seychelles,SYC,2006,0
Seychelles,SYC,2007,0
Seychelles,SYC,2008,0
Seychelles,SYC,2009,102.52613
Seychelles,SYC,2010,80.63837
Seychelles,SYC,2011,78.88367
Seychelles,SYC,2012,75.31915
Seychelles,SYC,2013,63.74442
Seychelles,SYC,2014,69.43575
Seychelles,SYC,2015,63.76422
Seychelles,SYC,2016,65.71789
Seychelles,SYC,2017,60.41159
Slovakia,SVK,1995,0
Slovakia,SVK,1996,0
Slovakia,SVK,1997,0
Slovakia,SVK,1998,0
Slovakia,SVK,1999,0
Slovakia,SVK,2000,0
Slovakia,SVK,2001,0
Slovakia,SVK,2002,0
Slovakia,SVK,2003,0
Slovakia,SVK,2004,0
Slovakia,SVK,2005,0
Slovakia,SVK,2006,31.60937
Slovakia,SVK,2007,30.46396
Slovakia,SVK,2008,28.82526
Slovakia,SVK,2009,36.19766
Slovakia,SVK,2010,40.22419
Slovakia,SVK,2011,42.89303
Slovakia,SVK,2012,51.99029
Slovakia,SVK,2013,55.11803
Slovakia,SVK,2014,54.29244
Slovakia,SVK,2015,53.70846
Slovakia,SVK,2016,54.28524
Slovakia,SVK,2017,53.38076
Slovakia,SVK,2018,51.28091
Slovakia,SVK,2019,49.86228
Slovakia,SVK,2020,62.14975
Slovakia,SVK,2021,64.08777
Slovenia,SVN,1995,0
Slovenia,SVN,1996,0
Slovenia,SVN,1997,0
Slovenia,SVN,1998,0
Slovenia,SVN,1999,0
Slovenia,SVN,2000,0
Slovenia,SVN,2001,0
Slovenia,SVN,2002,0
Slovenia,SVN,2003,0
Slovenia,SVN,2004,0
Slovenia,SVN,2005,0
Slovenia,SVN,2006,0
Slovenia,SVN,2007,0
Slovenia,SVN,2008,0
Slovenia,SVN,2009,0
Slovenia,SVN,2010,37.29687
Slovenia,SVN,2011,45.33431
Slovenia,SVN,2012,52.53115
Slovenia,SVN,2013,69.41069
Slovenia,SVN,2014,79.99023
Slovenia,SVN,2015,82.3661
Slovenia,SVN,2016,78.22368
Slovenia,SVN,2017,73.94285
Slovenia,SVN,2018,70.07551
Slovenia,SVN,2019,65.22645
Slovenia,SVN,2020,79.21676
Slovenia,SVN,2021,78.79353
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0
South Korea,KOR,2003,0
South Korea,KOR,2004,0
South Korea,KOR,2005,0
South Korea,KOR,2006,0
South Korea,KOR,2007,0
South Korea,KOR,2008,0
South Korea,KOR,2009,0
South Korea,KOR,2010,0
South Korea,KOR,2011,27.3165
South Korea,KOR,2012,29.32336
South Korea,KOR,2013,31.99026
South Korea,KOR,2014,33.50632
South Korea,KOR,2015,34.62798
South Korea,KOR,2016,35.11829
South Korea,KOR,2017,34.562
South Korea,KOR,2018,34.70112
South Korea,KOR,2019,37.01755
South Korea,KOR,2020,0
South Korea,KOR,2021,0
Spain,ESP,1995,51.35613
Spain,ESP,1996,54.74778
Spain,ESP,1997,53.72207
Spain,ESP,1998,52.08928
Spain,ESP,1999,50.92342
Spain,ESP,2000,48.59355
Spain,ESP,2001,45.00615
Spain,ESP,2002,42.90228
Spain,ESP,2003,39.94978
Spain,ESP,2004,38.62286
Spain,ESP,2005,35.77873
Spain,ESP,2006,32.51259
Spain,ESP,2007,29.64738
Spain,ESP,2008,33.24437
Spain,ESP,2009,45.60545
Spain,ESP,2010,51.38262
Spain,ESP,2011,58.64015
Spain,ESP,2012,73.82051
Spain,ESP,2013,83.25047
Spain,ESP,2014,87.33095
Spain,ESP,2015,87.16523
Spain,ESP,2016,86.93928
Spain,ESP,2017,87.05437
Spain,ESP,2018,87.03454
Spain,ESP,2019,85.28335
Spain,ESP,2020,107.54577
Spain,ESP,2021,108.98796
Sri Lanka,LKA,2010,69.6067
Sri Lanka,LKA,2011,69.33257
Sri Lanka,LKA,2012,66.36312
Sri Lanka,LKA,2013,68.36094
Sri Lanka,LKA,2014,68.70081
Sri Lanka,LKA,2015,75.07953
Sri Lanka,LKA,2016,76.41169
Sri Lanka,LKA,2017,74.76356
Sri Lanka,LKA,2018,81.07193
Sri Lanka,LKA,2019,84.16025
Sri Lanka,LKA,2020,97.11027
Sweden,SWE,1995,75.41086
Sweden,SWE,1996,76.19255
Sweden,SWE,1997,72.72366
Sweden,SWE,1998,71.49275
Sweden,SWE,1999,65.70642
Sweden,SWE,2000,56.43861
Sweden,SWE,2001,49.79537
Sweden,SWE,2002,46.08145
Sweden,SWE,2003,45.47667
Sweden,SWE,2004,44.58673
Sweden,SWE,2005,44.48387
Sweden,SWE,2006,39.76185
Sweden,SWE,2007,34.29285
Sweden,SWE,2008,32.13373
Sweden,SWE,2009,35.51585
Sweden,SWE,2010,32.51514
Sweden,SWE,2011,30.53251
Sweden,SWE,2012,30.1139
Sweden,SWE,2013,32.62481
Sweden,SWE,2014,35.62808
Sweden,SWE,2015,33.72295
Sweden,SWE,2016,32.12118
Sweden,SWE,2017,30.5116
Sweden,SWE,2018,28.07386
Sweden,SWE,2019,23.66117
Sweden,SWE,2020,27.49496
Sweden,SWE,2021,24.4057
Switzerland,CHE,1995,19.37214
Switzerland,CHE,1996,20.6139
Switzerland,CHE,1997,22.23423
Switzerland,CHE,1998,24.27059
Switzerland,CHE,1999,22.41042
Switzerland,CHE,2000,22.10945
Switzerland,CHE,2001,21.65227
Switzerland,CHE,2002,24.88363
Switzerland,CHE,2003,24.87719
Switzerland,CHE,2004,24.68247
Switzerland,CHE,2005,24.44893
Switzerland,CHE,2006,21.65246
Switzerland,CHE,2007,19.4013
Switzerland,CHE,2008,18.60134
Switzerland,CHE,2009,17.43692
Switzerland,CHE,2010,16.53313
Switzerland,CHE,2011,16.25078
Switzerland,CHE,2012,16.24276
Switzerland,CHE,2013,15.87072
Switzerland,CHE,2014,15.23917
Switzerland,CHE,2015,14.53334
Switzerland,CHE,2016,13.55184
Switzerland,CHE,2017,13.99411
Switzerland,CHE,2018,12.64903
Switzerland,CHE,2019,12.10279
Switzerland,CHE,2020,13.65045
Switzerland,CHE,2021,12.96715
Turkey,TUR,1998,0
Turkey,TUR,1999,0
Turkey,TUR,2000,0
Turkey,TUR,2001,0
Turkey,TUR,2002,0
Turkey,TUR,2003,0
Turkey,TUR,2004,0
Turkey,TUR,2005,51.52601
Turkey,TUR,2006,45.80097
Turkey,TUR,2007,40.04349
Turkey,TUR,2008,40.2961
Turkey,TUR,2009,46.21615
Turkey,TUR,2010,42.54519
Turkey,TUR,2011,38.86674
Turkey,TUR,2012,35.58938
Turkey,TUR,2013,33.95548
Turkey,TUR,2014,31.64039
Turkey,TUR,2015,30.61388
Turkey,TUR,2016,31.14779
Turkey,TUR,2017,30.70467
Turkey,TUR,2018,32.15701
Turkey,TUR,2019,34.14874
Turkey,TUR,2020,40.47591
Turkey,TUR,2021,38.38611
United Kingdom,GBR,1995,42.57115
United Kingdom,GBR,1996,42.7682
United Kingdom,GBR,1997,42.57216
United Kingdom,GBR,1998,40.27705
United Kingdom,GBR,1999,39.17243
United Kingdom,GBR,2000,36.76149
United Kingdom,GBR,2001,34.18119
United Kingdom,GBR,2002,34.59704
United Kingdom,GBR,2003,35.75498
United Kingdom,GBR,2004,38.76844
United Kingdom,GBR,2005,40.16887
United Kingdom,GBR,2006,41.18622
United Kingdom,GBR,2007,42.24906
United Kingdom,GBR,2008,50.29023
United Kingdom,GBR,2009,65.15015
United Kingdom,GBR,2010,76.48926
United Kingdom,GBR,2011,82.30791
United Kingdom,GBR,2012,86.12605
United Kingdom,GBR,2013,86.83828
United Kingdom,GBR,2014,88.64879
United Kingdom,GBR,2015,89.7081
United Kingdom,GBR,2016,90.15217
United Kingdom,GBR,2017,89.50191
United Kingdom,GBR,2018,88.6529
United Kingdom,GBR,2019,88.10681
United Kingdom,GBR,2020,108.18922
United Kingdom,GBR,2021,108.84852
United States,USA,1995,54.68244
United States,USA,1996,54.11771
United States,USA,1997,51.67474
United States,USA,1998,48.79132
United States,USA,1999,45.61085
United States,USA,2000,40.18188
United States,USA,2001,39.46256
United States,USA,2002,40.80331
United States,USA,2003,42.6077
United States,USA,2004,43.26029
United States,USA,2005,43.09514
United States,USA,2006,42.26646
United States,USA,2007,42.20908
United States,USA,2008,50.17592
United States,USA,2009,61.91577
United States,USA,2010,70.49567
United States,USA,2011,75.30508
United States,USA,2012,79.53766
United States,USA,2013,81.84364
United States,USA,2014,82.7178
United States,USA,2015,83.70491
United States,USA,2016,86.01176
United States,USA,2017,85.63413
United States,USA,2018,87.38593
United States,USA,2019,89.42251
United States,USA,2020,113.40737
United States,USA,2021,110.01378
